feature_name,group,usage_count
reg_ema20_gt_ema50_raw,regime,1844
reg_atr_change_rate_ts_band40_60,regime,1524
reg_atr_change_rate_ts_band25_75,regime,1398
reg_atr_change_rate_ts_top70,regime,1365
reg_atr_change_rate_ts_top80,regime,1238
reg_atr_change_rate_ts_band20_80,regime,983
reg_price_lt_ema200_raw,regime,938
reg_atr_change_rate_ts_top40,regime,799
reg_atr_change_rate_ts_top20,regime,690
reg_atr_change_rate_ts_bot60,regime,567
reg_atr_change_rate_ts_top30,regime,287
loc_dist_weekly_vwap_ts_bot50,location,279
reg_atr_change_rate_ts_bot30,regime,272
reg_ema50_gt_ema200_raw,regime,254
loc_dist_ema20_atr_ts_top70,location,251
loc_dist_ema20_atr_ts_band40_60,location,250
loc_dist_ema20_atr_ts_band25_75,location,240
reg_atr_change_rate_ts_bot70,regime,229
reg_atr_change_rate_ts_bot20,regime,218
reg_atr_change_rate_ts_bot40,regime,167
reg_atr_change_rate_ts_top50,regime,164
loc_dist_ema20_atr_ts_top40,location,145
loc_dist_ema20_atr_ts_top80,location,145
loc_dist_ema20_atr_ts_top20,location,130
reg_atr_compression_ratio_ts_bot50,regime,124
loc_dist_ema20_atr_ts_band20_80,location,117
reg_atr_change_rate_ts_bot50,regime,117
reg_atr_change_rate_ts_band30_70,regime,115
reg_atr_compression_ratio_ts_band40_60,regime,104
reg_atr_compression_ratio_ts_top70,regime,66
loc_dist_ema20_atr_ts_bot60,location,62
loc_dist_ema20_atr_ts_top30,location,61
reg_atr_change_rate_ts_bot80,regime,57
loc_dist_ema20_atr_ts_top50,location,56
loc_dist_prior_day_low_ts_bot50,location,55
reg_atr_change_rate_ts_top60,regime,52
loc_dist_ema20_atr_ts_bot20,location,43
loc_dist_ema20_atr_ts_bot70,location,42
loc_dist_ema20_atr_ts_bot30,location,36
reg_atr_compression_ratio_ts_top80,regime,36
reg_atr_compression_ratio_ts_band20_80,regime,33
reg_atr_compression_ratio_ts_band25_75,regime,31
loc_dist_ema20_atr_ts_bot40,location,22
loc_dist_ema50_atr_ts_band25_75,location,21
loc_dist_ema20_atr_ts_bot80,location,16
reg_atr_compression_ratio_ts_bot20,regime,12
loc_dist_ema20_atr_ts_bot50,location,11
reg_atr_compression_ratio_ts_bot40,regime,11
reg_atr_compression_ratio_ts_top50,regime,11
loc_dist_ema50_atr_ts_band20_80,location,11
reg_atr_compression_ratio_ts_bot30,regime,8
loc_dist_ema20_atr_ts_top60,location,8
loc_dist_ema200_atr_ts_band20_80,location,7
loc_dist_ema20_atr_ts_band30_70,location,5
reg_atr_compression_ratio_ts_bot60,regime,5
loc_dist_ema50_atr_ts_top80,location,4
loc_dist_ema50_atr_ts_bot30,location,3
