fold_id,seed,group,gain,split
0,42,location,221.43923380831257,50
0,42,regime,929.0415828695404,230
1,42,location,1164.8966612573604,385
1,42,regime,4229.411678944445,1274
2,42,location,29.19026898406446,16
2,42,regime,134.25965066464414,61
3,42,location,38.442571964114904,14
3,42,regime,138.29419194464572,30
4,42,location,370.3248774043955,244
4,42,regime,3245.3716120863673,1710
