feature_name,status,reason,support,group,regime_family
loc_dist_ema20_atr_ts_top20,retained,retained,64800,location,
loc_dist_ema20_atr_ts_bot20,retained,retained,16200,location,
loc_dist_ema20_atr_ts_top30,retained,retained,56700,location,
loc_dist_ema20_atr_ts_bot30,retained,retained,24300,location,
loc_dist_ema20_atr_ts_top40,retained,retained,48600,location,
loc_dist_ema20_atr_ts_bot40,retained,retained,32400,location,
loc_dist_ema20_atr_ts_top50,retained,retained,40500,location,
loc_dist_ema20_atr_ts_bot50,retained,retained,40500,location,
loc_dist_ema20_atr_ts_top60,retained,retained,32400,location,
loc_dist_ema20_atr_ts_bot60,retained,retained,48600,location,
loc_dist_ema20_atr_ts_top70,retained,retained,24300,location,
loc_dist_ema20_atr_ts_bot70,retained,retained,56700,location,
loc_dist_ema20_atr_ts_top80,retained,retained,16200,location,
loc_dist_ema20_atr_ts_bot80,retained,retained,64800,location,
loc_dist_ema20_atr_ts_band20_80,retained,retained,48600,location,
loc_dist_ema20_atr_ts_band25_75,retained,retained,40500,location,
loc_dist_ema20_atr_ts_band30_70,retained,retained,32400,location,
loc_dist_ema20_atr_ts_band40_60,retained,retained,16200,location,
loc_dist_ema50_atr_ts_top20,retained,retained,64800,location,
loc_dist_ema50_atr_ts_bot20,retained,retained,16200,location,
loc_dist_ema50_atr_ts_top30,retained,retained,56700,location,
loc_dist_ema50_atr_ts_bot30,retained,retained,24300,location,
loc_dist_ema50_atr_ts_top40,retained,retained,48600,location,
loc_dist_ema50_atr_ts_bot40,retained,retained,32400,location,
loc_dist_ema50_atr_ts_top50,retained,retained,40500,location,
loc_dist_ema50_atr_ts_bot50,retained,retained,40500,location,
loc_dist_ema50_atr_ts_top60,retained,retained,32400,location,
loc_dist_ema50_atr_ts_bot60,retained,retained,48600,location,
loc_dist_ema50_atr_ts_top70,retained,retained,24300,location,
loc_dist_ema50_atr_ts_bot70,retained,retained,56700,location,
loc_dist_ema50_atr_ts_top80,retained,retained,16200,location,
loc_dist_ema50_atr_ts_bot80,retained,retained,64800,location,
loc_dist_ema50_atr_ts_band20_80,retained,retained,48600,location,
loc_dist_ema50_atr_ts_band25_75,retained,retained,40500,location,
loc_dist_ema50_atr_ts_band30_70,retained,retained,32400,location,
loc_dist_ema50_atr_ts_band40_60,retained,retained,16200,location,
loc_dist_ema200_atr_ts_top20,retained,retained,64800,location,
loc_dist_ema200_atr_ts_bot20,retained,retained,16200,location,
loc_dist_ema200_atr_ts_top30,retained,retained,56700,location,
loc_dist_ema200_atr_ts_bot30,retained,retained,24300,location,
loc_dist_ema200_atr_ts_top40,retained,retained,48600,location,
loc_dist_ema200_atr_ts_bot40,retained,retained,32400,location,
loc_dist_ema200_atr_ts_top50,retained,retained,40500,location,
loc_dist_ema200_atr_ts_bot50,retained,retained,40500,location,
loc_dist_ema200_atr_ts_top60,retained,retained,32400,location,
loc_dist_ema200_atr_ts_bot60,retained,retained,48600,location,
loc_dist_ema200_atr_ts_top70,retained,retained,24300,location,
loc_dist_ema200_atr_ts_bot70,retained,retained,56700,location,
loc_dist_ema200_atr_ts_top80,retained,retained,16200,location,
loc_dist_ema200_atr_ts_bot80,retained,retained,64800,location,
loc_dist_ema200_atr_ts_band20_80,retained,retained,48600,location,
loc_dist_ema200_atr_ts_band25_75,retained,retained,40500,location,
loc_dist_ema200_atr_ts_band30_70,retained,retained,32400,location,
loc_dist_ema200_atr_ts_band40_60,retained,retained,16200,location,
loc_dist_vwap_atr_ts_top20,retained,retained,64800,location,
