feature_name,status,reason,support,group,regime_family
loc_dist_ema20_atr_ts_top20,retained,retained,297308,location,
loc_dist_ema20_atr_ts_bot20,retained,retained,74301,location,
loc_dist_ema20_atr_ts_top30,retained,retained,260105,location,
loc_dist_ema20_atr_ts_bot30,retained,retained,111513,location,
loc_dist_ema20_atr_ts_top40,retained,retained,223088,location,
loc_dist_ema20_atr_ts_bot40,retained,retained,148523,location,
loc_dist_ema20_atr_ts_top50,retained,retained,186046,location,
loc_dist_ema20_atr_ts_bot50,retained,retained,185578,location,
loc_dist_ema20_atr_ts_top60,retained,retained,148700,location,
loc_dist_ema20_atr_ts_bot60,retained,retained,222909,location,
loc_dist_ema20_atr_ts_top70,retained,retained,111665,location,
loc_dist_ema20_atr_ts_bot70,retained,retained,259953,location,
loc_dist_ema20_atr_ts_top80,retained,retained,74806,location,
loc_dist_ema20_atr_ts_bot80,retained,retained,296809,location,
loc_dist_ema20_atr_ts_band20_80,retained,retained,222754,location,
loc_dist_ema20_atr_ts_band25_75,retained,retained,185652,location,
loc_dist_ema20_atr_ts_band30_70,retained,retained,148695,location,
loc_dist_ema20_atr_ts_band40_60,retained,retained,74634,location,
loc_dist_ema50_atr_ts_top20,retained,retained,297308,location,
loc_dist_ema50_atr_ts_bot20,retained,retained,74301,location,
loc_dist_ema50_atr_ts_top30,retained,retained,260105,location,
loc_dist_ema50_atr_ts_bot30,retained,retained,111513,location,
loc_dist_ema50_atr_ts_top40,retained,retained,223088,location,
loc_dist_ema50_atr_ts_bot40,retained,retained,148523,location,
loc_dist_ema50_atr_ts_top50,retained,retained,186046,location,
loc_dist_ema50_atr_ts_bot50,retained,retained,185578,location,
loc_dist_ema50_atr_ts_top60,retained,retained,148700,location,
loc_dist_ema50_atr_ts_bot60,retained,retained,222909,location,
loc_dist_ema50_atr_ts_top70,retained,retained,111665,location,
loc_dist_ema50_atr_ts_bot70,retained,retained,259953,location,
loc_dist_ema50_atr_ts_top80,retained,retained,74806,location,
loc_dist_ema50_atr_ts_bot80,retained,retained,296809,location,
loc_dist_ema50_atr_ts_band20_80,retained,retained,222754,location,
loc_dist_ema50_atr_ts_band25_75,retained,retained,185652,location,
loc_dist_ema50_atr_ts_band30_70,retained,retained,148695,location,
loc_dist_ema50_atr_ts_band40_60,retained,retained,74634,location,
loc_dist_ema200_atr_ts_top20,retained,retained,297308,location,
loc_dist_ema200_atr_ts_bot20,retained,retained,74301,location,
loc_dist_ema200_atr_ts_top30,retained,retained,260105,location,
loc_dist_ema200_atr_ts_bot30,retained,retained,111513,location,
loc_dist_ema200_atr_ts_top40,retained,retained,223088,location,
loc_dist_ema200_atr_ts_bot40,retained,retained,148523,location,
loc_dist_ema200_atr_ts_top50,retained,retained,186046,location,
loc_dist_ema200_atr_ts_bot50,retained,retained,185578,location,
loc_dist_ema200_atr_ts_top60,retained,retained,148700,location,
loc_dist_ema200_atr_ts_bot60,retained,retained,222909,location,
loc_dist_ema200_atr_ts_top70,retained,retained,111665,location,
loc_dist_ema200_atr_ts_bot70,retained,retained,259953,location,
loc_dist_ema200_atr_ts_top80,retained,retained,74806,location,
loc_dist_ema200_atr_ts_bot80,retained,retained,296809,location,
loc_dist_ema200_atr_ts_band20_80,retained,retained,222754,location,
loc_dist_ema200_atr_ts_band25_75,retained,retained,185652,location,
loc_dist_ema200_atr_ts_band30_70,retained,retained,148695,location,
loc_dist_ema200_atr_ts_band40_60,retained,retained,74634,location,
loc_dist_vwap_atr_ts_top20,retained,retained,297308,location,
loc_dist_vwap_atr_ts_bot20,retained,retained,74301,location,
loc_dist_vwap_atr_ts_top30,retained,retained,260105,location,
loc_dist_vwap_atr_ts_bot30,retained,retained,111513,location,
loc_dist_vwap_atr_ts_top40,retained,retained,223088,location,
loc_dist_vwap_atr_ts_bot40,retained,retained,148523,location,
loc_dist_vwap_atr_ts_top50,retained,retained,186046,location,
loc_dist_vwap_atr_ts_bot50,retained,retained,185578,location,
loc_dist_vwap_atr_ts_top60,retained,retained,148700,location,
loc_dist_vwap_atr_ts_bot60,retained,retained,222909,location,
loc_dist_vwap_atr_ts_top70,retained,retained,111665,location,
loc_dist_vwap_atr_ts_bot70,retained,retained,259953,location,
loc_dist_vwap_atr_ts_top80,retained,retained,74806,location,
loc_dist_vwap_atr_ts_bot80,retained,retained,296809,location,
loc_dist_vwap_atr_ts_band20_80,retained,retained,222754,location,
loc_dist_vwap_atr_ts_band25_75,retained,retained,185652,location,
loc_dist_vwap_atr_ts_band30_70,retained,retained,148695,location,
loc_dist_vwap_atr_ts_band40_60,retained,retained,74634,location,
loc_dist_weekly_vwap_ts_top20,retained,retained,297308,location,
loc_dist_weekly_vwap_ts_bot20,retained,retained,74301,location,
loc_dist_weekly_vwap_ts_top30,retained,retained,260105,location,
loc_dist_weekly_vwap_ts_bot30,retained,retained,111513,location,
loc_dist_weekly_vwap_ts_top40,retained,retained,223088,location,
loc_dist_weekly_vwap_ts_bot40,retained,retained,148523,location,
loc_dist_weekly_vwap_ts_top50,retained,retained,186046,location,
loc_dist_weekly_vwap_ts_bot50,retained,retained,185578,location,
loc_dist_weekly_vwap_ts_top60,retained,retained,148700,location,
loc_dist_weekly_vwap_ts_bot60,retained,retained,222909,location,
loc_dist_weekly_vwap_ts_top70,retained,retained,111665,location,
loc_dist_weekly_vwap_ts_bot70,retained,retained,259953,location,
loc_dist_weekly_vwap_ts_top80,retained,retained,74806,location,
loc_dist_weekly_vwap_ts_bot80,retained,retained,296809,location,
loc_dist_weekly_vwap_ts_band20_80,retained,retained,222754,location,
loc_dist_weekly_vwap_ts_band25_75,retained,retained,185652,location,
loc_dist_weekly_vwap_ts_band30_70,retained,retained,148695,location,
loc_dist_weekly_vwap_ts_band40_60,retained,retained,74634,location,
loc_dist_prior_day_high_ts_top20,retained,retained,297308,location,
loc_dist_prior_day_high_ts_bot20,retained,retained,74301,location,
loc_dist_prior_day_high_ts_top30,retained,retained,260105,location,
loc_dist_prior_day_high_ts_bot30,retained,retained,111513,location,
loc_dist_prior_day_high_ts_top40,retained,retained,223088,location,
loc_dist_prior_day_high_ts_bot40,retained,retained,148523,location,
loc_dist_prior_day_high_ts_top50,retained,retained,186046,location,
loc_dist_prior_day_high_ts_bot50,retained,retained,185578,location,
loc_dist_prior_day_high_ts_top60,retained,retained,148700,location,
loc_dist_prior_day_high_ts_bot60,retained,retained,222909,location,
loc_dist_prior_day_high_ts_top70,retained,retained,111665,location,
loc_dist_prior_day_high_ts_bot70,retained,retained,259953,location,
loc_dist_prior_day_high_ts_top80,retained,retained,74806,location,
loc_dist_prior_day_high_ts_bot80,retained,retained,296809,location,
loc_dist_prior_day_high_ts_band20_80,retained,retained,222754,location,
loc_dist_prior_day_high_ts_band25_75,retained,retained,185652,location,
loc_dist_prior_day_high_ts_band30_70,retained,retained,148695,location,
loc_dist_prior_day_high_ts_band40_60,retained,retained,74634,location,
loc_dist_prior_day_low_ts_top20,retained,retained,297308,location,
loc_dist_prior_day_low_ts_bot20,retained,retained,74301,location,
loc_dist_prior_day_low_ts_top30,retained,retained,260105,location,
loc_dist_prior_day_low_ts_bot30,retained,retained,111513,location,
loc_dist_prior_day_low_ts_top40,retained,retained,223088,location,
loc_dist_prior_day_low_ts_bot40,retained,retained,148523,location,
loc_dist_prior_day_low_ts_top50,retained,retained,186046,location,
loc_dist_prior_day_low_ts_bot50,retained,retained,185578,location,
loc_dist_prior_day_low_ts_top60,retained,retained,148700,location,
loc_dist_prior_day_low_ts_bot60,retained,retained,222909,location,
loc_dist_prior_day_low_ts_top70,retained,retained,111665,location,
loc_dist_prior_day_low_ts_bot70,retained,retained,259953,location,
loc_dist_prior_day_low_ts_top80,retained,retained,74806,location,
loc_dist_prior_day_low_ts_bot80,retained,retained,296809,location,
loc_dist_prior_day_low_ts_band20_80,retained,retained,222754,location,
