canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(pullback_depth>-0.46175143)|(crowded_short_1d<=-0.098631524&mark_vs_perp_bps<=1.0121155),3,3,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(pullback_depth<=0.62328839)|(asset_ret_vs_universe_24h<=0.052730635&mark_vs_perp_bps>1.0121155),3,3,location|regime,asset_relative_return|perp_tradeability,context,asset_relative_return|context|perp_tradeability
(*)|(pullback_depth>0.62328839)|(mark_vs_perp_bps>1.0121155&oi_value_pct_90d<=0.3039352),3,3,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(pullback_depth>0.62328839)|(mark_vs_perp_bps>1.0121155&oi_value_pct_90d>0.3039352&trend_pct_mkt_resid<=-0.011442641),4,4,location|regime,open_interest|perp_tradeability|residual,context,context|open_interest|perp_tradeability|residual
(*)|(pullback_depth>0.62328839)|(mark_vs_perp_bps>1.0121155&oi_value_pct_90d>0.3039352&trend_pct_mkt_resid>-0.011442641),4,4,location|regime,open_interest|perp_tradeability|residual,context,context|open_interest|perp_tradeability|residual
(*)|(loc_prior_bar_pos_24<=0.01648384&pullback_depth>-0.53277534)|(direction_entropy_20<=0.085833006&mark_vs_perp_bps<=1.1628609),4,4,location|regime,path_structure|perp_tradeability,context,context|path_structure|perp_tradeability
(*)|(*)|(mark_vs_perp_bps>1.1628609&price_trend_7d_vol_norm<=-0.12703604),2,2,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
(*)|(*)|(asset_ret_vs_universe_24h<=0.36765495&dist_oiw_abs_delta_12h_atr<=-0.65992182&mark_vs_perp_bps>1.1628609&oi_1d_chg_z<=0.033619277&price_trend_7d_vol_norm>-0.12703604),5,5,regime,asset_relative_return|open_interest|perp_tradeability,,asset_relative_return|open_interest|perp_tradeability
(*)|(*)|(asset_ret_vs_universe_24h<=0.36765495&dist_oiw_abs_delta_12h_atr>-0.65992182&mark_vs_perp_bps>1.1628609&oi_1d_chg_z<=0.033619277&price_trend_7d_vol_norm>-0.12703604),5,5,regime,asset_relative_return|open_interest|perp_tradeability,,asset_relative_return|open_interest|perp_tradeability
(*)|(loc_prior_bar_pos_24<=0.11944954&pullback_depth<=-0.48956761)|(mark_perp_dislocation<=0.0015364722&oi_value_1d_chg_z_90d>-0.18251321),4,4,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(loc_prior_bar_pos_24<=0.11944954&pullback_depth>-0.48956761)|(mark_perp_dislocation<=0.0015364722&oi_value_1d_chg_z_90d>-0.18251321),4,4,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(loc_prior_bar_pos_24>0.11944954)|(coherence_24_ts_resid<=0.095372468&mark_perp_dislocation<=0.0015364722&oi_value_1d_chg_z_90d>-0.18251321),4,4,location|regime,open_interest|perp_tradeability|residual,context,context|open_interest|perp_tradeability|residual
(*)|(*)|(log_oi_to_volume_1d<=3.0577986&mark_perp_dislocation>0.0015364722&oi_value_log_1d_robust_z<=-0.076622784&trend_pct_resid<=0.0027468004),4,4,regime,open_interest|perp_tradeability|residual,,open_interest|perp_tradeability|residual
(*)|(*)|(log_oi_to_volume_1d<=3.0577986&mark_perp_dislocation>0.0015364722&oi_value_log_1d_robust_z>-0.076622784&trend_pct_resid<=0.0027468004),4,4,regime,open_interest|perp_tradeability|residual,,open_interest|perp_tradeability|residual
(*)|(loc_range_pos_24<=0.40878218)|(mark_perp_dislocation<=0.0053690947&mark_perp_dislocation>-0.0035777132&oi_value_z_30d<=0.067475997),4,4,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(loc_range_pos_24>0.40878218)|(mark_perp_dislocation<=0.0053690947&mark_perp_dislocation>-0.0035777132&price_trend_15d_vol_norm<=-0.036760405&range_24h_pct<=0.077823728),5,5,location|regime,compression|open_interest|perp_tradeability,context,compression|context|open_interest|perp_tradeability
(*)|(loc_range_pos_24>0.40878218)|(mark_perp_dislocation<=0.0053690947&mark_perp_dislocation>-0.0035777132&range_24h_pct>0.077823728),4,4,location|regime,compression|perp_tradeability,context,compression|context|perp_tradeability
(*)|(loc_pivot_ladder_pos_24<=-0.081911668)|(funding_mean_10d_robust_z<=0.64264488&mark_perp_dislocation>0.0053690947),3,3,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(*)|(mark_vs_perp_bps<=-1.4429836&price_trend_7d_vol_norm>0.11582875),2,2,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
(*)|(*)|(mark_vs_perp_bps>-1.4429836&price_trend_7d_vol_norm<=-0.11250126),2,2,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
(*)|(*)|(asset_ret_vs_universe_24h<=-0.21321464&log_oi_to_volume_1d<=41.883949&mark_vs_perp_bps>-1.4429836&price_rv_15d_robust_z<=-0.22332592&price_trend_7d_vol_norm>-0.11250126),5,5,regime,asset_relative_return|open_interest|perp_tradeability,,asset_relative_return|open_interest|perp_tradeability
(*)|(*)|(asset_ret_vs_universe_24h<=-0.21321464&log_oi_to_volume_1d<=41.883949&mark_vs_perp_bps>-1.4429836&price_rv_15d_robust_z>-0.22332592&price_trend_7d_vol_norm>-0.11250126),5,5,regime,asset_relative_return|open_interest|perp_tradeability,,asset_relative_return|open_interest|perp_tradeability
(*)|(dist_local_swing>0.000074500218&dist_prior_day_low<=0.070610315&zscore_price_200<=-1.4098154)|(mark_perp_dislocation<=0.00092229358),4,4,location|regime,perp_tradeability,context,context|perp_tradeability
(*)|(dist_prior_day_low<=0.070610315)|(asset_atr_level_pct<=0.4200834&asset_minus_mkt_oi_7d_z_180d<=-0.05521445&mark_perp_dislocation>0.00092229358),4,4,location|regime,asset_state|open_interest|perp_tradeability,context,asset_state|context|open_interest|perp_tradeability
(*)|(dist_prior_day_low<=0.070610315)|(asset_atr_level_pct>0.4200834&mark_perp_dislocation>0.00092229358&oi_1d_chg_z<=-0.4247393),4,4,location|regime,asset_state|open_interest|perp_tradeability,context,asset_state|context|open_interest|perp_tradeability
(*)|(dist_prior_day_low>0.070610315&loc_pullback_depth_48>0.14146324)|(*),2,2,location,,context|path_structure,context|path_structure
(*)|(*)|(asset_ret_vs_universe_24h>0.5572437&choppiness_index_20>-0.66799843&ema20_slope_5h>0.43594861&mark_vs_perp_bps<=1.147629),4,4,regime,asset_relative_return|path_structure|perp_tradeability|trend,,asset_relative_return|path_structure|perp_tradeability|trend
(*)|(loc_pivot_ladder_pos_48<=-0.065785393)|(log_oi_to_volume_7d<=0.50922263&mark_vs_perp_bps>1.147629),3,3,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(loc_pivot_ladder_pos_48<=-0.065785393)|(log_oi_to_volume_7d<=41.750092&log_oi_to_volume_7d>0.50922263&mark_vs_perp_bps>1.147629),4,4,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(loc_pivot_ladder_pos_48>-0.065785393)|(asset_minus_universe_median_ret_24h<=0.084980957&log_oi_to_volume_7d<=41.750092&mark_vs_perp_bps>1.147629),4,4,location|regime,asset_relative_return|open_interest|perp_tradeability,context,asset_relative_return|context|open_interest|perp_tradeability
(*)|(dist_ema50_atr>0.011399047)|(mark_vs_perp_bps<=1.4358058&price_x_oi_7d>0.12874605&spectral_entropy_ret_24>-0.63678247),4,4,location|regime,open_interest|path_structure|perp_tradeability,context,context|open_interest|path_structure|perp_tradeability
