fold_id,seed,group,gain,split
0,42,location,3436.4932,413.0
0,42,regime,13404.421,1849.0
1,42,location,3628.0925,551.0
1,42,regime,15507.345,2413.0
2,42,location,3418.7085,495.0
2,42,regime,13755.822,2261.0
3,42,location,4357.4937,817.0
3,42,regime,17903.549,3943.0
