fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,0.021031193,0.53186494,-0.99727553,0.01733021,0.9947955
1,0.022066053,0.5381345,-0.99717474,0.01602422,0.9951562
2,0.021311084,0.5391644,-0.99727494,0.012842221,0.9950782
3,0.022354309,0.54056436,-0.9972496,0.015267311,0.995265
