,stage_name,timestamp,input_data_shape,output_data_shape,processing_time,memory_usage_mb,geometry_metrics,model_metrics,feature_metrics,quality_metrics,performance_scores,stability_scores,integrity_scores
0,OOF_Start,2026-01-25T20:23:42.711378,"[132484, 684]",,0.0,2143.796875,{},{},{},{},{},{},{}
1,TrainBatch_VOLATILITY_SPECIALIST,2026-01-25T20:30:57.416522,"[3480, 991]",,0.0,2760.875,{},{},{},{},{},{},{}
2,TrainBatch_META_SUM_4H_COMPOSITE_DERIVED_FLOW_IMBALANCE_PROXY_OHLCV_VOLUME_SURGE_30MIN_INT,2026-01-25T20:31:21.063587,"[12719, 991]",,0.0,2537.265625,{},{},{},{},{},{},{}
3,TrainBatch_VOLATILITY_INNOVATION_SPECIALIST,2026-01-25T20:31:43.242821,"[494, 991]",,0.0,2180.640625,{},{},{},{},{},{},{}
4,TrainBatch_LIQUIDITY_SPECIALIST,2026-01-25T20:31:53.335186,"[3327, 991]",,0.0,1790.078125,{},{},{},{},{},{},{}
5,TrainBatch_MARKET_FRAGILITY_FRAGILITY_ACCEL_100_POS,2026-01-25T20:32:03.801757,"[42571, 991]",,0.0,2121.59375,{},{},{},{},{},{},{}
6,TrainBatch_DISPERSION_SPECIALIST,2026-01-25T20:32:39.372554,"[104, 991]",,0.0,2294.6875,{},{},{},{},{},{},{}
7,TrainBatch_MEAN_REVERSION_RELAXATION_ACCEL_100_POS,2026-01-25T20:32:48.536543,"[41995, 991]",,0.0,2604.875,{},{},{},{},{},{},{}
8,TrainBatch_VOLUME_SPECIALIST,2026-01-25T20:33:30.643449,"[3504, 991]",,0.0,2212.90625,{},{},{},{},{},{},{}
9,TrainBatch_MEAN_REVERSION_DECAY_RATE_20_POS,2026-01-25T20:33:42.755368,"[41995, 991]",,0.0,3158.390625,{},{},{},{},{},{},{}
10,TrainBatch_INVENTORY_SPECIALIST,2026-01-25T20:34:24.566982,"[367, 991]",,0.0,1993.390625,{},{},{},{},{},{},{}
11,TrainBatch_INFORMATION_SPECIALIST,2026-01-25T20:34:33.037191,"[4732, 991]",,0.0,2629.390625,{},{},{},{},{},{},{}
12,TrainBatch_EXHAUSTION_SPECIALIST,2026-01-25T20:34:44.610787,"[113, 991]",,0.0,2671.125,{},{},{},{},{},{},{}
13,TrainBatch_MOMENTUM_DECAY_SPECIALIST,2026-01-25T20:34:53.269102,"[107, 991]",,0.0,2678.28125,{},{},{},{},{},{},{}
14,TrainBatch_SURPRISE_Z_CONTINUOUS_VOL_SURPRISE_Z_100_POS,2026-01-25T20:35:02.239225,"[34111, 991]",,0.0,3509.75,{},{},{},{},{},{},{}
15,TrainBatch_SURPRISE_Z_CONTINUOUS_VOLUME_SURPRISE_Z_20_POS,2026-01-25T20:35:45.118106,"[34111, 991]",,0.0,3019.96875,{},{},{},{},{},{},{}
16,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_100_POS,2026-01-25T20:36:24.759469,"[40386, 991]",,0.0,2851.515625,{},{},{},{},{},{},{}
17,TrainBatch_SURPRISE_Z_CONTINUOUS_RETURN_SURPRISE_Z_20_POS,2026-01-25T20:37:09.029220,"[34111, 991]",,0.0,3133.140625,{},{},{},{},{},{},{}
18,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_20_POS,2026-01-25T20:38:01.784163,"[40386, 991]",,0.0,2678.40625,{},{},{},{},{},{},{}
19,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_PRESSURE_20_POS,2026-01-25T20:39:03.945964,"[40386, 991]",,0.0,2752.0625,{},{},{},{},{},{},{}
