,stage_name,timestamp,input_data_shape,output_data_shape,processing_time,memory_usage_mb,geometry_metrics,model_metrics,feature_metrics,quality_metrics,performance_scores,stability_scores,integrity_scores
0,OOF_Start,2026-01-26T00:37:32.425220,"[132484, 684]",,0.0,1939.78125,{},{},{},{},{},{},{}
1,TrainBatch_VOLATILITY_SPECIALIST,2026-01-26T00:44:42.109045,"[3480, 991]",,0.0,2378.25,{},{},{},{},{},{},{}
2,TrainBatch_META_SUM_4H_COMPOSITE_DERIVED_FLOW_IMBALANCE_PROXY_OHLCV_VOLUME_SURGE_30MIN_INT,2026-01-26T00:45:04.692167,"[12719, 991]",,0.0,2052.28125,{},{},{},{},{},{},{}
3,TrainBatch_VOLATILITY_INNOVATION_SPECIALIST,2026-01-26T00:45:26.188198,"[494, 991]",,0.0,1351.953125,{},{},{},{},{},{},{}
4,TrainBatch_LIQUIDITY_SPECIALIST,2026-01-26T00:45:34.609616,"[3327, 991]",,0.0,1777.125,{},{},{},{},{},{},{}
5,TrainBatch_MARKET_FRAGILITY_FRAGILITY_ACCEL_100_POS,2026-01-26T00:45:43.855092,"[42571, 991]",,0.0,2665.703125,{},{},{},{},{},{},{}
6,TrainBatch_DISPERSION_SPECIALIST,2026-01-26T00:46:17.524928,"[533, 991]",,0.0,1366.5625,{},{},{},{},{},{},{}
7,TrainBatch_CAUSAL_SURPRISE,2026-01-26T00:46:42.343622,"[1538, 991]",,0.0,2188.421875,{},{},{},{},{},{},{}
8,TrainBatch_MEAN_REVERSION_RELAXATION_ACCEL_100_POS,2026-01-26T00:46:50.843025,"[41995, 991]",,0.0,2781.171875,{},{},{},{},{},{},{}
9,TrainBatch_VOLUME_SPECIALIST,2026-01-26T00:47:30.516128,"[3504, 991]",,0.0,1789.46875,{},{},{},{},{},{},{}
10,TrainBatch_MEAN_REVERSION_DECAY_RATE_20_POS,2026-01-26T00:47:41.330877,"[41995, 991]",,0.0,2795.28125,{},{},{},{},{},{},{}
11,TrainBatch_INVENTORY_SPECIALIST,2026-01-26T00:48:18.473170,"[367, 991]",,0.0,1754.015625,{},{},{},{},{},{},{}
12,TrainBatch_INFORMATION_SPECIALIST,2026-01-26T00:48:25.121332,"[4732, 991]",,0.0,2319.71875,{},{},{},{},{},{},{}
13,TrainBatch_EXHAUSTION_SPECIALIST,2026-01-26T00:48:35.032567,"[532, 991]",,0.0,2404.71875,{},{},{},{},{},{},{}
14,TrainBatch_MOMENTUM_DECAY_SPECIALIST,2026-01-26T00:48:43.128855,"[312, 991]",,0.0,2419.34375,{},{},{},{},{},{},{}
15,TrainBatch_SURPRISE_Z_CONTINUOUS_VOL_SURPRISE_Z_100_POS,2026-01-26T00:48:51.719025,"[34111, 991]",,0.0,3129.453125,{},{},{},{},{},{},{}
16,TrainBatch_SURPRISE_Z_CONTINUOUS_VOLUME_SURPRISE_Z_20_POS,2026-01-26T00:49:32.631449,"[34111, 991]",,0.0,2772.59375,{},{},{},{},{},{},{}
17,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_100_POS,2026-01-26T00:50:10.202494,"[40386, 991]",,0.0,2703.984375,{},{},{},{},{},{},{}
18,TrainBatch_SURPRISE_Z_CONTINUOUS_RETURN_SURPRISE_Z_20_POS,2026-01-26T00:50:53.025328,"[34111, 991]",,0.0,3370.5,{},{},{},{},{},{},{}
19,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_20_POS,2026-01-26T00:51:39.235094,"[40386, 991]",,0.0,2491.1875,{},{},{},{},{},{},{}
20,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_PRESSURE_20_POS,2026-01-26T00:52:38.134423,"[40386, 991]",,0.0,2446.6875,{},{},{},{},{},{},{}
