scope,strategy_short,n,trades_per_day,gross_hit_rate,net_hit_rate,same_exit_price_gap_gross_hit_rate,same_exit_price_gap_net_hit_rate,gross_bps_mean,gross_bps_median,net_bps_mean,net_bps_median,same_exit_price_gap_gross_bps_mean,same_exit_price_gap_net_bps_mean,same_exit_price_gap_bps_mean,same_exit_price_gap_bps_median,friction_drag_bps_mean,fees_bps_mean,slippage_bps_mean,orderbook_slippage_bps_mean,entry_gap_bps_mean,entry_gap_bps_p90,entry_slippage_proxy_bps_mean,expected_friction_bps_mean,delayed_1m_fill_rate,extra_cost_bps,cost_label
passes_current_deployment_rank:extra_slippage_0bps,global,14692,122.9027535726734,0.604274435066703,0.6021644432344133,0.49149196841818676,0.47733460386604953,290.8165221550227,161.23057079337516,270.5257048921019,141.06933893390337,130.49800602664615,110.20718876372536,160.3185161283766,1.3877787807814457e-13,20.290817262920825,20.290817262920825,0.0,0.0,-0.09404478459328262,0.0,0.004085742156630159,20.290817262920825,0.8777566022325075,0.0,extra_slippage
passes_current_deployment_rank:extra_slippage_0bps,long_dist,11510,96.28441965841756,0.5610773240660295,0.5583840139009557,0.5612510860121633,0.5584708948740226,268.95073656461216,123.78573381610882,248.68178505694996,103.66194685573723,268.84182797439394,248.5728764667318,0.10890859021818983,0.0,20.268951507662234,20.268951507662234,0.0,0.0,-0.1283732679066356,0.0,0.005410734324491942,20.268951507662234,0.8460469157254561,0.0,extra_slippage
passes_current_deployment_rank:extra_slippage_0bps,short_dist,3182,26.627615062761507,0.7605279698302954,0.7605279698302954,0.23915776241357636,0.18384663733500942,369.9099200637674,291.1400956841281,349.5400095126547,270.84895868135817,-369.92229272212114,-390.2922032732338,739.8322127858885,582.2801913682551,20.36991055111266,20.36991055111266,0.0,0.0,0.011810430892920918,0.0,0.0,20.36991055111266,0.9924575738529227,0.0,extra_slippage
passes_current_deployment_rank:extra_slippage_5bps,global,14692,122.9027535726734,0.604274435066703,0.6015518649605227,0.49149196841818676,0.47733460386604953,290.8165221550227,161.23057079337516,265.5257048921019,136.06933893390337,130.49800602664615,110.20718876372536,160.3185161283766,1.3877787807814457e-13,20.290817262920825,20.290817262920825,0.0,0.0,-0.09404478459328262,0.0,0.004085742156630159,20.290817262920825,0.8777566022325075,5.0,extra_slippage
passes_current_deployment_rank:extra_slippage_5bps,long_dist,11510,96.28441965841756,0.5610773240660295,0.5576020851433536,0.5612510860121633,0.5584708948740226,268.95073656461216,123.78573381610882,243.68178505694996,98.66194685573723,268.84182797439394,248.5728764667318,0.10890859021818983,0.0,20.268951507662234,20.268951507662234,0.0,0.0,-0.1283732679066356,0.0,0.005410734324491942,20.268951507662234,0.8460469157254561,5.0,extra_slippage
passes_current_deployment_rank:extra_slippage_5bps,short_dist,3182,26.627615062761507,0.7605279698302954,0.7605279698302954,0.23915776241357636,0.18384663733500942,369.9099200637674,291.1400956841281,344.54000951265476,265.84895868135817,-369.92229272212114,-390.2922032732338,739.8322127858885,582.2801913682551,20.36991055111266,20.36991055111266,0.0,0.0,0.011810430892920918,0.0,0.0,20.36991055111266,0.9924575738529227,5.0,extra_slippage
passes_current_deployment_rank:extra_slippage_10bps,global,14692,122.9027535726734,0.604274435066703,0.6008031581813231,0.49149196841818676,0.47733460386604953,290.8165221550227,161.23057079337516,260.5257048921019,131.0693389339034,130.49800602664615,110.20718876372536,160.3185161283766,1.3877787807814457e-13,20.290817262920825,20.290817262920825,0.0,0.0,-0.09404478459328262,0.0,0.004085742156630159,20.290817262920825,0.8777566022325075,10.0,extra_slippage
passes_current_deployment_rank:extra_slippage_10bps,long_dist,11510,96.28441965841756,0.5610773240660295,0.5567332754126846,0.5612510860121633,0.5584708948740226,268.95073656461216,123.78573381610882,238.68178505694996,93.66194685573723,268.84182797439394,248.5728764667318,0.10890859021818983,0.0,20.268951507662234,20.268951507662234,0.0,0.0,-0.1283732679066356,0.0,0.005410734324491942,20.268951507662234,0.8460469157254561,10.0,extra_slippage
passes_current_deployment_rank:extra_slippage_10bps,short_dist,3182,26.627615062761507,0.7605279698302954,0.7602137020741672,0.23915776241357636,0.18384663733500942,369.9099200637674,291.1400956841281,339.54000951265476,260.84895868135817,-369.92229272212114,-390.2922032732338,739.8322127858885,582.2801913682551,20.36991055111266,20.36991055111266,0.0,0.0,0.011810430892920918,0.0,0.0,20.36991055111266,0.9924575738529227,10.0,extra_slippage
passes_current_deployment_rank:extra_slippage_20bps,global,14692,122.9027535726734,0.604274435066703,0.5978083310645249,0.49149196841818676,0.47733460386604953,290.8165221550227,161.23057079337516,250.52570489210194,121.06933893390338,130.49800602664615,110.20718876372536,160.3185161283766,1.3877787807814457e-13,20.290817262920825,20.290817262920825,0.0,0.0,-0.09404478459328262,0.0,0.004085742156630159,20.290817262920825,0.8777566022325075,20.0,extra_slippage
