scope,strategy_short,n,trades_per_day,gross_hit_rate,net_hit_rate,same_exit_price_gap_gross_hit_rate,same_exit_price_gap_net_hit_rate,gross_bps_mean,gross_bps_median,net_bps_mean,net_bps_median,same_exit_price_gap_gross_bps_mean,same_exit_price_gap_net_bps_mean,same_exit_price_gap_bps_mean,same_exit_price_gap_bps_median,friction_drag_bps_mean,fees_bps_mean,slippage_bps_mean,orderbook_slippage_bps_mean,entry_gap_bps_mean,entry_gap_bps_p90,entry_slippage_proxy_bps_mean,expected_friction_bps_mean,delayed_1m_fill_rate,adverse_reject_threshold_bps,reject_rate
all_local_candidates:reject_adverse_gap_ge_0bps,global,27485,229.91983269431856,0.614698926687284,0.6109150445697653,0.5538657449517919,0.5434964526105148,302.49707992033194,168.21503282622749,282.1945818748474,148.04682068658607,216.0782342055297,195.77573616004508,86.41884571480226,6.938893903907228e-14,20.30249804548453,20.30249804548453,0.0,0.0,-0.24009432925730473,0.0,0.00788483032082662,20.30249804548453,0.9301073312716027,0.0,0.0
all_local_candidates:reject_adverse_gap_ge_0bps,long_dist,19799,165.6242593238062,0.5951310672256175,0.592555179554523,0.5952320824284055,0.592605687155917,286.0002069614475,151.30282039609637,265.7142058578927,131.1515135603012,285.90499616159565,265.6189950580409,0.095210799851788,0.0,20.28600110355474,20.28600110355474,0.0,0.0,-0.10389728943401319,0.0,0.005708983715276308,20.28600110355474,0.9061063690085358,0.0,0.0
all_local_candidates:reject_adverse_gap_ge_0bps,long_loc,4465,37.36401673640167,0.5970884658454647,0.5852183650615902,0.5966405375139978,0.5845464725643897,328.5965353580632,150.03324221336845,308.26793729919723,129.8832104992147,327.61649294904134,307.2878948901753,0.9800424090219185,0.0,20.328598058865982,20.328598058865982,0.0,0.0,-0.9937311663546451,0.0,0.022396348423210907,20.328598058865982,0.9914893617021276,0.0,0.0
all_local_candidates:reject_adverse_gap_ge_0bps,short_dist,3221,26.95397489539749,0.7593914933250543,0.7593914933250543,0.24029804408568767,0.18472524060850667,367.7213950968247,289.70779452390695,347.3536730856402,269.4180803724227,-367.7523728289099,-388.1200948400945,735.4737679257346,579.4155890478149,20.367722011184554,20.367722011184554,0.0,0.0,0.03922233743023822,0.0,0.0,20.367722011184554,0.9925488978578081,0.0,0.0
all_local_candidates:reject_adverse_gap_ge_50bps,global,27468,229.77762286510978,0.6149337410805301,0.6111475171108198,0.5540629095674967,0.5436871996505024,302.65069305705475,168.6894820013567,282.34804139686827,148.52078563276464,216.23002625935408,195.9273745991675,86.42066679770073,6.938893903907228e-14,20.302651660186562,20.302651660186562,0.0,0.0,-0.29983105301944907,0.0,0.0051438134697375255,20.302651660186562,0.9300640745594874,50.0,0.0006185191922867261
all_local_candidates:reject_adverse_gap_ge_50bps,long_dist,19793,165.57406761937958,0.5953114737533471,0.5927348052341737,0.5953619966654878,0.5927348052341737,286.1148876278742,151.3862570260614,265.8287718440153,131.23486684536067,285.9960892765801,265.7099734927212,0.11879835129408986,0.0,20.286115783858904,20.286115783858904,0.0,0.0,-0.13017207721692736,0.0,0.005003439820306438,20.286115783858904,0.9060779063305209,50.0,0.0006185191922867261
all_local_candidates:reject_adverse_gap_ge_50bps,long_loc,4456,37.28870292887029,0.59762118491921,0.5857271095152603,0.5971723518850988,0.5850538599640933,329.17290873099324,150.12860711108922,308.8437342971498,129.97847697297863,328.04300597922565,307.7138315453823,1.129902751767495,0.0,20.32917443384342,20.32917443384342,0.0,0.0,-1.1449809868110783,0.0,0.009433524892260955,20.32917443384342,0.9914721723518851,50.0,0.0006185191922867261
all_local_candidates:reject_adverse_gap_ge_50bps,short_dist,3219,26.93723849372385,0.7595526561043803,0.7595526561043803,0.24044734389561975,0.18484001242621934,367.6119244384473,289.70779452390695,347.24431188334364,269.4180803724227,-367.52838409532205,-387.8959966504258,735.1403085337693,579.4155890478149,20.367612555103715,20.367612555103715,0.0,0.0,-0.08349041594621158,-0.0,0.0,20.367612555103715,0.9925442684063374,50.0,0.0006185191922867261
all_local_candidates:reject_adverse_gap_ge_100bps,global,27481,229.88637155803414,0.614752010479968,0.6109675775990685,0.5539463629416688,0.543575561296896,302.5152556305138,168.21503368758601,282.21273940760955,148.04682245269728,216.16793894902827,195.86542272612394,86.34731668148561,6.938893903907228e-14,20.30251622290433,20.30251622290433,0.0,0.0,-0.2647708352828782,0.0,0.007886064253584181,20.30251622290433,0.9300971580364615,100.0,0.00014553392759686368
all_local_candidates:reject_adverse_gap_ge_100bps,long_dist,19799,165.6242593238062,0.5951310672256175,0.592555179554523,0.5952320824284055,0.592605687155917,286.0002069614475,151.30282039609637,265.7142058578927,131.1515135603012,285.90499616159565,265.6189950580409,0.095210799851788,0.0,20.28600110355474,20.28600110355474,0.0,0.0,-0.10389728943401319,0.0,0.005708983715276308,20.28600110355474,0.9061063690085358,100.0,0.00014553392759686368
all_local_candidates:reject_adverse_gap_ge_100bps,long_loc,4463,37.34728033472803,0.5973560385390992,0.5854806184181044,0.5969079094779296,0.58480842482635,328.8283346594424,150.12860267584352,308.49950480116894,129.97847277113274,327.79564859010844,307.466818731835,1.03268606933394,0.0,20.328829858273508,20.328829858273508,0.0,0.0,-1.0478809713979718,0.0,0.02240647106656603,20.328829858273508,0.9914855478377773,100.0,0.00014553392759686368
all_local_candidates:reject_adverse_gap_ge_100bps,short_dist,3219,26.93723849372385,0.7595526561043803,0.7595526561043803,0.24044734389561975,0.18484001242621934,367.6119244384473,289.70779452390695,347.24431188334364,269.4180803724227,-367.52838409532205,-387.8959966504258,735.1403085337693,579.4155890478149,20.367612555103715,20.367612555103715,0.0,0.0,-0.08349041594621158,-0.0,0.0,20.367612555103715,0.9925442684063374,100.0,0.00014553392759686368
all_local_candidates:reject_adverse_gap_ge_150bps,global,27483,229.90310212617635,0.6147072735873085,0.6109231161081395,0.5539060510133537,0.5435360040752465,302.47951143509846,168.21503282622749,282.17703095636637,148.04682068658607,216.146955995272,195.84447551653983,86.3325554398265,6.938893903907228e-14,20.302480478732154,20.302480478732154,0.0,0.0,-0.25545407733535547,0.0,0.007885447238933248,20.302480478732154,0.9301022450241968,150.0,7.276696379843184e-05
all_local_candidates:reject_adverse_gap_ge_150bps,long_dist,19799,165.6242593238062,0.5951310672256175,0.592555179554523,0.5952320824284055,0.592605687155917,286.0002069614475,151.30282039609637,265.7142058578927,131.1515135603012,285.90499616159565,265.6189950580409,0.095210799851788,0.0,20.28600110355474,20.28600110355474,0.0,0.0,-0.10389728943401319,0.0,0.005708983715276308,20.28600110355474,0.9061063690085358,150.0,7.276696379843184e-05
all_local_candidates:reject_adverse_gap_ge_150bps,long_loc,4465,37.36401673640167,0.5970884658454647,0.5852183650615902,0.5966405375139978,0.5845464725643897,328.5965353580632,150.03324221336845,308.26793729919723,129.8832104992147,327.61649294904134,307.2878948901753,0.9800424090219185,0.0,20.328598058865982,20.328598058865982,0.0,0.0,-0.9937311663546451,0.0,0.022396348423210907,20.328598058865982,0.9914893617021276,150.0,7.276696379843184e-05
all_local_candidates:reject_adverse_gap_ge_150bps,short_dist,3219,26.93723849372385,0.7595526561043803,0.7595526561043803,0.24044734389561975,0.18484001242621934,367.6119244384473,289.70779452390695,347.24431188334364,269.4180803724227,-367.52838409532205,-387.8959966504258,735.1403085337693,579.4155890478149,20.367612555103715,20.367612555103715,0.0,0.0,-0.08349041594621158,-0.0,0.0,20.367612555103715,0.9925442684063374,150.0,7.276696379843184e-05
passes_current_deployment_rank:reject_adverse_gap_ge_0bps,global,14692,122.9027535726734,0.604274435066703,0.6021644432344133,0.49149196841818676,0.47733460386604953,290.8165221550227,161.23057079337516,270.5257048921019,141.06933893390337,130.49800602664615,110.20718876372536,160.3185161283766,1.3877787807814457e-13,20.290817262920825,20.290817262920825,0.0,0.0,-0.09404478459328262,0.0,0.004085742156630159,20.290817262920825,0.8777566022325075,0.0,0.0
passes_current_deployment_rank:reject_adverse_gap_ge_0bps,long_dist,11510,96.28441965841756,0.5610773240660295,0.5583840139009557,0.5612510860121633,0.5584708948740226,268.95073656461216,123.78573381610882,248.68178505694996,103.66194685573723,268.84182797439394,248.5728764667318,0.10890859021818983,0.0,20.268951507662234,20.268951507662234,0.0,0.0,-0.1283732679066356,0.0,0.005410734324491942,20.268951507662234,0.8460469157254561,0.0,0.0
passes_current_deployment_rank:reject_adverse_gap_ge_0bps,short_dist,3182,26.627615062761507,0.7605279698302954,0.7605279698302954,0.23915776241357636,0.18384663733500942,369.9099200637674,291.1400956841281,349.5400095126547,270.84895868135817,-369.92229272212114,-390.2922032732338,739.8322127858885,582.2801913682551,20.36991055111266,20.36991055111266,0.0,0.0,0.011810430892920918,0.0,0.0,20.36991055111266,0.9924575738529227,0.0,0.0
passes_current_deployment_rank:reject_adverse_gap_ge_50bps,global,14689,122.87765772046009,0.6043978487303424,0.6022874259650078,0.49152426986180137,0.47736401388794336,290.8935598695432,161.23057167252426,270.6026655687849,141.0693410836262,130.52662715957365,110.23573285881537,160.3669327099695,1.3877787807814457e-13,20.29089430075831,20.29089430075831,0.0,0.0,-0.120586016014537,0.0,0.00408669284510219,20.29089430075831,0.8777316359180339,50.0,0.00020419275796357272
passes_current_deployment_rank:reject_adverse_gap_ge_50bps,long_dist,11508,96.26768909027535,0.5611748348974627,0.5584810566562391,0.5612617309697602,0.5584810566562391,269.0090422612575,123.78573454497672,248.74003244788517,103.6619474054622,268.8861591570704,248.61714934369817,0.12288310418708616,0.0,20.269009813372257,20.269009813372257,0.0,0.0,-0.14500474449317968,0.0,0.005411845814698289,20.269009813372257,0.846020159888773,50.0,0.00020419275796357272
passes_current_deployment_rank:reject_adverse_gap_ge_50bps,short_dist,3181,26.619246861924687,0.7607670543854134,0.7607670543854134,0.2392329456145866,0.18390443256837471,370.06584174195814,291.14009575431345,349.6957752686632,270.8489634850568,-370.0208403749099,-390.3909068482048,740.0866821168681,582.2801915086254,20.370066473294848,20.370066473294848,0.0,0.0,-0.04528011152671157,0.0,0.0,20.370066473294848,0.9924552027664256,50.0,0.00020419275796357272
passes_current_deployment_rank:reject_adverse_gap_ge_100bps,global,14691,122.8943882886023,0.6043155673541624,0.6022054318970799,0.4915254237288136,0.47736709550064665,290.844899628334,161.23057118612206,270.5540539878233,141.06933938232783,130.51073083879155,110.21988519828082,160.33416878954247,1.3877787807814457e-13,20.29084564051074,20.29084564051074,0.0,0.0,-0.1080301043012521,0.0,0.004086059003637265,20.29084564051074,0.8777482812606358,100.0,6.806425265448723e-05
passes_current_deployment_rank:reject_adverse_gap_ge_100bps,long_dist,11510,96.28441965841756,0.5610773240660295,0.5583840139009557,0.5612510860121633,0.5584708948740226,268.95073656461216,123.78573381610882,248.68178505694996,103.66194685573723,268.84182797439394,248.5728764667318,0.10890859021818983,0.0,20.268951507662234,20.268951507662234,0.0,0.0,-0.1283732679066356,0.0,0.005410734324491942,20.268951507662234,0.8460469157254561,100.0,6.806425265448723e-05
passes_current_deployment_rank:reject_adverse_gap_ge_100bps,short_dist,3181,26.619246861924687,0.7607670543854134,0.7607670543854134,0.2392329456145866,0.18390443256837471,370.06584174195814,291.14009575431345,349.6957752686632,270.8489634850568,-370.0208403749099,-390.3909068482048,740.0866821168681,582.2801915086254,20.370066473294848,20.370066473294848,0.0,0.0,-0.04528011152671157,0.0,0.0,20.370066473294848,0.9924552027664256,100.0,6.806425265448723e-05
passes_current_deployment_rank:reject_adverse_gap_ge_150bps,global,14691,122.8943882886023,0.6043155673541624,0.6022054318970799,0.4915254237288136,0.47736709550064665,290.844899628334,161.23057118612206,270.5540539878233,141.06933938232783,130.51073083879155,110.21988519828082,160.33416878954247,1.3877787807814457e-13,20.29084564051074,20.29084564051074,0.0,0.0,-0.1080301043012521,0.0,0.004086059003637265,20.29084564051074,0.8777482812606358,150.0,6.806425265448723e-05
passes_current_deployment_rank:reject_adverse_gap_ge_150bps,long_dist,11510,96.28441965841756,0.5610773240660295,0.5583840139009557,0.5612510860121633,0.5584708948740226,268.95073656461216,123.78573381610882,248.68178505694996,103.66194685573723,268.84182797439394,248.5728764667318,0.10890859021818983,0.0,20.268951507662234,20.268951507662234,0.0,0.0,-0.1283732679066356,0.0,0.005410734324491942,20.268951507662234,0.8460469157254561,150.0,6.806425265448723e-05
