regime_families_combo,count
trend|volatility,3423
volatility,896
trend|volatility|volatility_term_structure,300
volatility|volatility_term_structure,101
trend,96
compression|trend|volatility,29
compression|volatility,17
,15
trend|volatility_term_structure,8
volatility_term_structure,4
compression,3
compression|trend,1
