feature_a,feature_b,lift,final_pair_score
down_up_vol_ratio_24,pullback_48,6.628522310602601,6.628522310602601
mr_pct,hh_count_24,6.50274036192167,6.50274036192167
kf_atr_mean,impact_12,4.530677978870766,4.530677978870766
breakout_min,vol_compression,4.404367298772586,4.404367298772586
mr_pct,pullback_48,3.555536562304688,3.555536562304688
mr_pct,impact_12,3.550799253666773,3.550799253666773
vol_price_diverge,pullback_48,3.3943234427159124,3.3943234427159124
breakout_min,t_trail_proxy,3.248905852084387,3.248905852084387
down_up_vol_ratio_24,impact_12,3.233838939739571,3.233838939739571
ffd_vol_price_corr_10h_04,pullback_48,3.1052018018821563,3.1052018018821563
vol_compression,impact_12,3.0016474841901073,3.0016474841901073
vol_price_diverge,dir_path_short_2h,2.8687033008378573,2.8687033008378573
mr_pct,z_r_12,2.8258603489851954,2.8258603489851954
dip_velocity,hh_count_24,2.7898218027696347,2.7898218027696347
breakout_min,time_since_trough_12h,2.7816429634120903,2.7816429634120903
time_since_peak_12h,higher_highs_count_48h,2.7102010722688226,2.7102010722688226
shock_12h,pullback_48,2.687025398502797,2.687025398502797
tf_tape,pullback_48,2.6769266007993213,2.6769266007993213
amihud_z,bars_outside_ema20_atr_band_log_norm,2.6731370854458367,2.6731370854458367
vol_compression,tf_tape,2.668073898578971,2.668073898578971
asset_atr_level,z_r_12,2.6487630311875,2.6487630311875
tf_tape,hh_count_24,2.643104945294219,2.643104945294219
impact_12,dir_path_short_2h,2.6158161950560186,2.6158161950560186
breakout_min,ffd_vol_price_corr_10h_04,2.5362310990369097,2.5362310990369097
rv_120h,vol_compression,2.511842767072683,2.511842767072683
ffd_vol_price_corr_10h_04,ts_12,2.4986239762544518,2.4986239762544518
ts_12,trend_age_hours,2.4535124693877797,2.4535124693877797
time_since_trough_12h,vol_compression,2.447116029668888,2.447116029668888
higher_highs_count_48h,z_r_12,2.4441921883145525,2.4441921883145525
shock_12h,dir_path_short_2h,2.4167594772885583,2.4167594772885583
liq_regime,kf_atr_mean,2.400059108812255,2.400059108812255
dist_from_low_48h,higher_highs_count_48h,2.3721996799639045,2.3721996799639045
accept_gt66,t_trail_proxy,2.3584829940841754,2.3584829940841754
time_since_trough_12h,tf_tape,2.3511486033774154,2.3511486033774154
shock_decay,mr_pct,2.3486514401262135,2.3486514401262135
time_since_peak_12h,pullback_48,2.333939000197793,2.333939000197793
rv_120h,bars_outside_ema20_atr_band_log_norm,2.3250273980039102,2.3250273980039102
ffd_vol_price_corr_10h_04,higher_highs_count_48h,2.319814885947643,2.319814885947643
vol_compression,dir_path_short_2h,2.3155679958679443,2.3155679958679443
vol_compression,pullback_48,2.3085400806801624,2.3085400806801624
vol_price_diverge,mr_pct,2.2870233712237957,2.2870233712237957
trend_age_hours,pullback_48,2.276426935104288,2.276426935104288
evr_6,dir_path_short_2h,2.26834412549149,2.26834412549149
ts_24,impact_12,2.264112990559466,2.264112990559466
vol_compression,mr_pct,2.2584491789902303,2.2584491789902303
bars_in_high_vol_state_log_norm,pullback_48,2.256820357531794,2.256820357531794
vol_high,bars_outside_ema20_atr_band_log_norm,2.225347840365331,2.225347840365331
down_up_vol_ratio_24,mr_pct,2.2210210428094546,2.2210210428094546
