fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon
0,42,24,0.11051072503681811,6,64,16,quantile,0.65,quantile,quantile,atr_norm_returns_target,3
1,42,120,0.11500196788341073,6,64,22,quantile,0.65,quantile,quantile,atr_norm_returns_target,3
2,42,136,0.11477271652891753,6,64,27,quantile,0.65,quantile,quantile,atr_norm_returns_target,3
