fold_id,seed,regime_family,gain,split
0,42,asset_relative_funding,28.008959,5.0
0,42,asset_relative_return,1200.3131,143.0
0,42,asset_state,186.23788,18.0
0,42,compression,227.52777,37.0
0,42,context,108.60752,14.0
0,42,cross_sectional,36.749928,9.0
0,42,crowding,18.09704,4.0
0,42,funding,333.51233,60.0
0,42,liquidity,287.91016,51.0
0,42,momentum,209.3288,30.0
0,42,open_interest,4546.8047,511.0
0,42,orderbook,42.369358,8.0
0,42,path_structure,427.98083,58.0
0,42,perp_carry,253.64308,41.0
0,42,perp_tradeability,1946.0159,270.0
0,42,residual,3265.9421,325.0
0,42,trend,156.20432,23.0
0,42,volatility,418.12244,65.0
0,42,volatility_term_structure,202.52394,34.0
1,42,asset_relative_funding,5.97057,4.0
1,42,asset_relative_return,810.1163,104.0
1,42,asset_state,94.8507,12.0
1,42,compression,214.39442,25.0
1,42,context,37.94246,5.0
1,42,cross_sectional,23.5637,5.0
1,42,crowding,13.092344,3.0
1,42,funding,138.2725,27.0
1,42,liquidity,74.12976,17.0
1,42,momentum,72.052925,13.0
1,42,open_interest,2401.1482,287.0
1,42,orderbook,35.45311,9.0
1,42,path_structure,486.10312,55.0
1,42,perp_carry,121.01315,16.0
1,42,perp_tradeability,1751.5374,195.0
1,42,residual,2384.0244,226.0
1,42,trend,213.14273,30.0
1,42,volatility,181.98044,32.0
1,42,volatility_term_structure,202.31798,31.0
2,42,asset_relative_funding,0.08116,1.0
2,42,asset_relative_return,1111.6921,141.0
2,42,asset_state,117.8929,18.0
2,42,compression,621.4259,80.0
2,42,context,24.66824,7.0
2,42,cross_sectional,0.325074,1.0
2,42,crowding,6.0466404,3.0
2,42,funding,153.667,43.0
2,42,liquidity,296.21768,55.0
2,42,momentum,45.84358,9.0
2,42,open_interest,3142.18,415.0
2,42,orderbook,29.91174,9.0
2,42,path_structure,255.613,45.0
2,42,perp_carry,131.59511,27.0
2,42,perp_tradeability,2029.788,291.0
2,42,residual,2234.952,253.0
2,42,trend,306.4079,48.0
2,42,volatility,319.33725,60.0
2,42,volatility_term_structure,180.59964,33.0
3,42,asset_relative_funding,40.690674,19.0
3,42,asset_relative_return,1650.4131,429.0
3,42,asset_state,191.33826,41.0
3,42,compression,790.70715,172.0
3,42,context,97.297295,37.0
3,42,cross_sectional,47.398243,18.0
3,42,crowding,25.61173,12.0
3,42,funding,571.2632,215.0
3,42,liquidity,594.71844,195.0
3,42,momentum,228.1724,53.0
3,42,open_interest,5847.5156,1463.0
3,42,orderbook,105.427956,35.0
3,42,path_structure,725.10455,202.0
3,42,perp_carry,214.944,66.0
3,42,perp_tradeability,3398.2466,768.0
3,42,residual,5177.315,1042.0
3,42,trend,550.2013,124.0
3,42,volatility,837.04865,215.0
3,42,volatility_term_structure,466.8622,131.0
