fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,0.019110322,0.6330762,-0.99794877,0.033221796,0.9969224
1,0.02000692,0.6408442,-0.99794084,0.035978332,0.9970294
2,0.025443723,0.6435402,-0.9978612,0.044366293,0.99721426
3,0.029471321,0.6446132,-0.9978671,0.047787648,0.99733156
