fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon,total_splits,total_gain,is_healthy_fold,health_reason
0,42,192,0.2646893661120741,6,64,2936,quantile,0.35,quantile,quantile,atr_norm_returns_target,10,1985,16024.137,True,healthy
1,42,125,0.2406632748851266,6,64,2849,quantile,0.35,quantile,quantile,atr_norm_returns_target,10,1320,11097.424,True,healthy
2,42,176,0.24630853146555715,6,64,2741,quantile,0.35,quantile,quantile,atr_norm_returns_target,10,1865,13272.679,True,healthy
3,42,614,0.26558526077829075,6,64,2734,quantile,0.35,quantile,quantile,atr_norm_returns_target,10,6264,25645.037,True,healthy
