fold_id,seed,group,used_feature_count,split_count
0,42,location,43,279
0,42,regime,197,1706
1,42,location,44,224
1,42,regime,183,1096
2,42,location,43,326
2,42,regime,194,1539
3,42,location,44,1027
3,42,regime,210,5237
