within_leaf_mean_ic,within_leaf_positive_ic_fraction,within_leaf_mean_top_quantile_spread,within_leaf_mean_edge_uplift,within_leaf_hit_lift,within_leaf_valid_folds,within_leaf_future_edge_learnability_score,learnability_definition,canonical_key
0.09218793541519592,1.0,0.005252586138808576,0.003137498471294901,0.03248514425645538,4,0.8794896760567855,within_leaf_future_edge,(*)|(dist_local_swing<=0.00083899638)|(mark_vs_perp_bps<=1.8644589&price_trend_15d_vol_norm>-0.067172013&rv_24h_peer_resid>-0.020026812)
0.14301306912382716,1.0,0.007747788501485565,0.005057549531721858,0.03405840735790473,4,0.8983434880906889,within_leaf_future_edge,(*)|(*)|(log_oi_to_volume_1d<=40.335079&mark_vs_perp_bps<=-1.49595&oi_chg_8h_mkt_resid>-0.09539675&return_autocorr_48<=-0.18970238)
-0.0379128502977432,0.5,-0.000607917914594044,0.00035087094635027807,-0.01209164512022956,4,0.03599865403682543,within_leaf_future_edge,(*)|(loc_prev_week_range_pos_48<=0.71916646)|(mark_vs_perp_bps<=1.1717644&price_trend_15d_vol_norm>-0.03513667&ret24h_peer_resid<=0.87668628)
-0.022298491843656076,0.5,-0.0013530959781722345,-0.0008817708558766103,-0.03511662112012609,4,0.0,within_leaf_future_edge,(*)|(dist_rolling_7d_high>0.085694827)|(log_oi_to_volume_1d<=41.086628&mark_vs_perp_bps<=-1.6489292&price_trend_15d_vol_norm>-0.036760405)
0.252041392082847,1.0,0.011043601201066117,0.006834354772754192,0.09395973849898479,4,0.9905016114767854,within_leaf_future_edge,(*)|(*)|(log_oi_to_volume_7d>0.66773862&mark_vs_perp_bps<=1.3580263&ob_imbalance_mkt_resid<=-0.00089406967)
0.12382222699244887,1.0,0.00656765091793895,0.003336912139586053,-0.010377739563596652,4,0.8355678917511131,within_leaf_future_edge,(*)|(loc_initial_balance_pos_48<=1.0714265)|(asset_mom_minus_basket_mom_4h<=-0.16000506&mark_vs_perp_bps<=-0.45777771&price_rv_15d_robust_z<=1.1404507&symbol_minus_mkt_ret_1h>0.046085954)
0.03158844023974132,0.75,0.0012408443806858085,0.0016099392011941203,-0.00395610054216225,4,0.544930532179547,within_leaf_future_edge,(*)|(*)|(log_oi_to_volume_7d<=2.2909775&mark_perp_dislocation<=0.0062512378&price_rv_15d_robust_z>0.23357914&price_trend_15d_vol_norm>-0.065886773&symbol_minus_mkt_ret_24h>-0.25251916)
0.2171821813654621,1.0,0.010428193836519066,0.006574410834243378,0.0663485718019029,4,0.9489505917641831,within_leaf_future_edge,(*)|(*)|(asset_minus_mkt_oi_1d_ts_resid>0.085799754&mark_perp_dislocation<=0.0022999956&ob_pressure_mkt_resid<=-0.00089406967)
0.04176792307834209,0.75,0.001557007638239702,0.0019185441682590706,0.028458162058368888,4,0.6599641779028962,within_leaf_future_edge,(*)|(*)|(asset_minus_universe_median_ret_24h>-0.12562741&oi_to_volume_1d_z_90d<=0.32236424&symbol_minus_mkt_ret_1h>0.18185189&trend_pct_mkt_resid>-0.017668527)
0.06887221168816626,1.0,0.003102047882727682,0.002146182919768442,0.029590909456925718,4,0.8309995522247494,within_leaf_future_edge,(*)|(*)|(funding_mean_10d_robust_z>-0.071774088&log_oi_to_volume_1d<=39.628101&mark_vs_perp_bps<=1.1594329&volume_autocorr_48>-0.30967033)
0.006599162608350553,0.25,-0.00044511610155819383,0.00020550863017188578,-0.04690255360890411,4,0.08636251299561451,within_leaf_future_edge,(*)|(dist_prior_day_low>0.027994838)|(log_oi_to_volume_1d<=39.775848&mark_perp_dislocation<=0.0013115583&symbol_minus_mkt_ret_24h>-0.30266789&trend_pct_mkt_resid>-0.0018086733)
0.18717975092682032,1.0,0.009237499670887437,0.005621833493098264,0.03561655008856146,4,0.9019341860791129,within_leaf_future_edge,(*)|(*)|(mark_vs_perp_bps<=-0.58940279&ob_pressure_mkt_resid<=-0.00031842364&volume_autocorr_48>-0.076074824)
0.1256007125346426,1.0,0.006207116816229699,0.0043714843644467385,0.020213823994714553,4,0.8743252879895277,within_leaf_future_edge,(*)|(dist_local_swing<=0.00099995732&pullback_depth<=1.0101099)|(asset_minus_mkt_oi_1d_peer_resid>0.26793307&mark_perp_dislocation<=0.00028446753)
0.12870677076205567,1.0,0.006012309826775134,0.0038640458032379414,0.027624450714088478,4,0.8819947731393646,within_leaf_future_edge,(*)|(*)|(asset_funding_trend_alignment>-0.25745314&dist_funding_pressure_price_12h_atr<=0.7604441&impact_per_oi_intensity_z_24h<=0.62816799&mark_vs_perp_bps<=-0.16116862&trend_pct_mkt_resid<=0.0053174328)
0.1947046206028446,1.0,0.0073192870411755,0.004335830605352871,0.04784025866597405,4,0.916260555600987,within_leaf_future_edge,(*)|(loc_swing_range_pos_48<=0.20378833)|(asset_funding_rate_mean_7d<=-0.0000031368716&mark_perp_dislocation<=0.0010823448&price_trend_15d_vol_norm>-0.098740377)
0.056126314530392435,0.75,0.0028038945457941732,0.002452421305854038,-0.0013046111511542252,4,0.7401330250886891,within_leaf_future_edge,(*)|(oiw_pos_delta_entry_dist_14d_atr>-0.94831532)|(asset_minus_mkt_oi_1d_peer_resid<=0.85884523&log_oi_to_volume_7d<=40.321438&mark_vs_perp_bps<=-1.8763833&ret24h_bench_resid>-4.4747691)
0.02995972985516018,0.75,0.0034165580008037786,0.0018536026460375865,0.0018819023304442878,4,0.6513758380829295,within_leaf_future_edge,(*)|(*)|(crowded_short_1d<=0.084013388&dist_ema_fast<=-0.00040460512&mark_vs_perp_bps<=-1.6006147&ret24h_bench_resid>-4.531311)
0.15409450757734652,1.0,0.007246736957971886,0.00454248366701952,0.05321301708322543,4,0.9252496245875598,within_leaf_future_edge,(*)|(*)|(entry_quality_composite_ts_resid>0.30208334&log_oi_to_volume_7d<=1.8291826&mark_vs_perp_bps<=-0.006852285&spike_score_surprise<=0.6996066&symbol_minus_mkt_ret_1h>0.082998343)
0.0725027558113691,0.75,0.00471849995407855,0.0018931258511644185,0.016480816105227544,4,0.7804410611326569,within_leaf_future_edge,(*)|(oiw_intensity_entry_dist_7d_atr>-0.95119137)|(asset_minus_universe_median_ret_24h>-0.054216333&dist_ema_fast_ts_resid<=0.68886876&mark_perp_dislocation<=0.0057761911&range_24h_pct>0.036006927&variance_ratio_10_48>-0.66268116)
0.2437223260019395,1.0,0.012476859134216731,0.0076606692841238895,0.04254574030953852,4,0.9136283953837645,within_leaf_future_edge,(*)|(*)|(coherence_24_ts_resid>-1.0177468&mark_perp_dislocation<=-0.0063773151&rv_24h<=0.011062282)
0.09029650230876968,1.0,0.0029383464317755334,0.0027088713506880323,0.05066850651974718,4,0.8758769032085141,within_leaf_future_edge,(*)|(oiw_pos_delta_entry_dist_14d_atr>-0.94831532)|(asset_minus_mkt_oi_1d_peer_resid>0.85884523&log_oi_to_volume_7d<=40.321438&mark_vs_perp_bps<=-1.8763833)
0.006775071370626846,0.75,0.0016773574634731789,0.0013874287864314547,-0.006048164342172632,4,0.48752182582867204,within_leaf_future_edge,(*)|(oiw_z_delta_entry_dist_7d_atr<=0.83815187)|(direction_entropy_20>-0.53491008&mark_vs_perp_bps<=-1.5127474&oi_value_log_1d_robust_z>-0.53947228&trend_acceleration<=0.33688214)
-0.024216991594718042,0.25,0.004579501175443639,0.004430650946410821,-0.023323377232337864,4,0.47771543919402226,within_leaf_future_edge,(*)|(loc_bb_channel_pos_48>0.28991234&zscore_price_200>-0.14384645)|(funding_mean_10d_robust_z>0.39298433&range_24h_pct>0.070278302&volume_trend_48>-0.28036225)
0.06448300103522576,1.0,0.003558830348462954,0.0023106425524609276,-0.011591751323357921,4,0.8000599048830844,within_leaf_future_edge,(*)|(oiw_pos_delta_entry_dist_7d_atr>-0.32742026)|(funding_vol_10d_robust_z>-0.060116269&log_oi_to_volume_1d<=40.672459&mark_vs_perp_bps<=-1.3964877&symbol_minus_mkt_ret_24h>-0.9426021)
0.15308018483225988,1.0,0.006894687621006669,0.004432705543777679,0.02876375468857835,4,0.8879424612431698,within_leaf_future_edge,(*)|(loc_prior_bar_pos_48<=0.19451277)|(crowded_long_7d>-0.31034741&mark_vs_perp_bps<=0.45204937&oi_3d_chg_z>0.0055013662&price_trend_15d_vol_norm>-0.10902005)
0.0059525713469177274,0.5,-0.0010431357787829161,-0.0006952190726915206,-0.02883323152850871,4,0.0,within_leaf_future_edge,(*)|(loc_prev_week_range_pos_48<=0.58748108)|(funding_persistence<=0.40178573&mark_perp_dislocation<=0.0074557685&price_trend_15d_vol_norm>-0.047929734)
0.1719336290024393,1.0,0.008160243550910508,0.005228664523701725,0.06777334188407134,4,0.9493843188917193,within_leaf_future_edge,(*)|(*)|(asset_minus_mkt_oi_1d_peer_resid>0.17952138&log_oi_to_volume_1d<=39.06543&mark_vs_perp_bps<=1.8122756&oi_chg_z_2h<=0.11701891)
0.18554539667701936,1.0,0.008482370406275523,0.005850500576341944,0.006674418916709807,4,0.8587600277251652,within_leaf_future_edge,(*)|(dist_ema50_atr>-0.046238795&loc_prior_bar_pos_48>-0.024847964)|(asset_minus_mkt_oi_7d_z_180d>-0.65499264&atr_percentile>-1.5096477&mark_vs_perp_bps<=1.8103135&range_expansion_ratio<=-0.45603433)
0.11670706776278159,1.0,0.007156835726189527,0.004726477607971091,0.005035099628607709,4,0.8536512553469148,within_leaf_future_edge,(*)|(*)|(asset_minus_mkt_oi_1d_ts_resid>-0.41477895&log_oi_to_volume_7d<=40.88105&mark_vs_perp_bps<=0.87090164&path_efficiency_24_ts_resid>-0.87988549&trend_pct_mkt_resid>0.00096810306)
0.22305306328803756,1.0,0.010722154088202039,0.006005539750331825,0.06032956839541277,4,0.9394997285917055,within_leaf_future_edge,(*)|(*)|(asset_minus_universe_median_ret_24h>-0.00000000000000000000000000000000001&mark_vs_perp_bps<=-0.14327678&ob_imbalance_mkt_resid<=-0.00089406967)
0.13699315519396693,1.0,0.005843973937734463,0.0026264446866387744,0.011465550914076347,4,0.8387715561829127,within_leaf_future_edge,(*)|(*)|(log_oi_to_volume_7d<=40.31538&mark_perp_dislocation<=-0.00715676&oi_1d_chg_z>0.20355682)
0.10339441933252147,1.0,0.0061763215595937865,0.0031347327031676113,0.008307783827810528,4,0.8447459675501202,within_leaf_future_edge,(*)|(dist_local_swing<=0.0011304999)|(asset_ret_vs_universe_24h>0.27535474&mark_vs_perp_bps<=0.81817055)
0.11534999668624155,1.0,0.006444613739404185,0.003833210434515313,0.011119262862455223,4,0.8574129623767575,within_leaf_future_edge,(*)|(loc_prev_week_range_pos_48>0.30935323)|(impact_per_oi_intensity_z_24h<=0.51701307&mark_vs_perp_bps<=-1.2661296&oi_value_3d_chg_z_90d<=0.35771859)
0.09122444781541124,1.0,0.005026986242870948,0.0038822173946712986,0.009086386478906111,4,0.852296038694717,within_leaf_future_edge,(*)|(loc_swing_range_pos_48<=0.87286198)|(asset_ret_vs_universe_24h>-0.35385364&dist_oiw_z_delta_96h_atr<=1.8471766&funding_per_hour_z>-0.62191409&mark_perp_dislocation<=0.00092229358)
0.05542947679229899,0.75,0.0031442804760336506,0.00309792872550769,0.014863749915836139,4,0.7825770123774147,within_leaf_future_edge,(*)|(dist_local_swing<=0.019999743)|(asset_minus_universe_median_ret_24h>0.39223039&mark_vs_perp_bps<=0.86209428&oi_value_7d_chg_z_90d>-0.33695626)
0.24075104355054622,1.0,0.01230375671671474,0.007270819593333855,0.0614241331221253,4,0.9418559090523072,within_leaf_future_edge,(*)|(*)|(asset_minus_universe_median_ret_24h<=0.65542865&coherence_24_ts_resid>-0.38557279&mark_perp_dislocation<=-0.0060400171)
0.22510616044040246,1.0,0.012118036675404814,0.00671823560521268,0.05461091737074672,4,0.9314307620881618,within_leaf_future_edge,(*)|(*)|(log_oi_to_volume_7d>0.30493751&mark_perp_dislocation<=-0.0043764915&oi_chg_z_2h<=0.12245002)
0.20337006681037054,1.0,0.012399315351189955,0.007466824295957987,0.031752203693436065,4,0.897397679085391,within_leaf_future_edge,(*)|(loc_prev_week_range_pos_24>0.23854466)|(carry_adj_short_ret_self_z_10h<=0.077211417&mark_perp_dislocation<=-0.0090802265&price_rv_15d_robust_z>-1.5817277)
0.19201948921952539,1.0,0.008820619710282366,0.005442079175777297,0.01936328968375077,4,0.8772463978182778,within_leaf_future_edge,(*)|(loc_prior_bar_pos_24<=0.2112726)|(direction_entropy_20<=0.52388817&mark_vs_perp_bps<=0.54632795&symbol_minus_mkt_ret_1h>0.014784382)
0.23073519961652142,1.0,0.01284481593675138,0.007545514277210274,0.015565599650184864,4,0.8731358010805873,within_leaf_future_edge,(*)|(*)|(asset_ret_vs_universe_24h>-1.1379369&choppiness_index_20<=1.0182306&mark_perp_dislocation<=-0.010166587)
0.25827141460881525,1.0,0.014568081813944376,0.008625232103529097,0.024760012891029665,4,0.8870679892348527,within_leaf_future_edge,(*)|(dist_rolling_7d_high<=0.24650496)|(asset_minus_universe_median_ret_24h>-1.3144122&mark_perp_dislocation<=-0.011194853)
0.1807061720211651,1.0,0.011671792263856208,0.0061374579100068535,0.01752996130142402,4,0.8754283759213373,within_leaf_future_edge,(*)|(loc_swing_range_pos_24<=0.73631608)|(efficiency_ratio_20>-1.1931258&mark_perp_dislocation<=-0.0062294384)
0.17705261246071646,1.0,0.008209420530821259,0.004542087687501826,0.004136270947612583,4,0.8518528459638282,within_leaf_future_edge,(*)|(*)|(mark_vs_perp_bps<=0.91792744&oi_value_1d_chg_z_90d<=0.22778153&path_efficiency_24_ts_resid>-1.1658176&range_expansion_ratio<=0.24494913&symbol_minus_mkt_ret_1h>0.021403223)
