feature_name,group,usage_count
price_trend_15d_vol_norm,regime,538
mark_vs_perp_bps,regime,398
rv_24h_peer_resid,regime,363
ob_pressure_mkt_resid,regime,331
mark_perp_dislocation,regime,304
price_trend_7d_vol_norm,regime,270
ob_imbalance_mkt_resid,regime,256
asset_minus_universe_median_ret_24h,regime,241
range_24h_pct,regime,241
symbol_minus_mkt_ret_1h,regime,240
asset_ret_vs_universe_24h,regime,222
log_oi_to_volume_1d,regime,218
oi_1d_chg_z,regime,208
oi_value_1d_chg_z_90d,regime,204
dist_prior_day_low,location,196
dist_rolling_7d_high,location,194
dist_local_swing,location,178
log_oi_to_volume_7d,regime,176
path_efficiency_24_ts_resid,regime,172
price_rv_15d_robust_z,regime,166
impact_per_oi_intensity_z_24h,regime,158
up_down_semivol_ratio_tanh,regime,158
compression_score,regime,151
atr_percentile,regime,151
realized_volatility_24h,regime,148
trend_pct_mkt_resid,regime,148
direction_entropy_20,regime,147
variance_ratio_10_48,regime,140
trend_pct_resid,regime,135
return_autocorr_48,regime,131
ret24h_bench_resid,regime,128
oiw_z_delta_entry_dist_14d_atr,location,126
asset_funding_rate_abs_mean_7d,regime,120
trend_acceleration,regime,116
asset_ret_vs_universe_48h,regime,113
bars_in_high_vol_state_log_norm,location,113
oi_to_volume_1d_z_90d,regime,112
zscore_price_200,location,104
dist_funding_pressure_price_12h_atr,regime,94
liquidity_ratio_peer_resid,regime,93
asset_funding_rate_mean_15d,regime,93
volume_trend_48,regime,93
funding_1d_chg_ts_resid,regime,91
coherence_24_ts_resid,regime,88
dist_oiw_intensity_96h_atr,regime,86
loc_prev_week_range_pos_48,location,85
loc_prev_week_range_pos_24,location,84
loc_pullback_depth_24,location,83
funding_mean_15d_robust_z,regime,83
asset_vol_level_pct,regime,81
up_down_return_mass_ratio_tanh,regime,81
oi_value_log_1d_robust_z,regime,80
pullback_depth,location,79
volume_autocorr_48,regime,79
dist_funding_pressure_price_96h_atr,regime,79
funding_persistence,regime,79
asset_minus_universe_median_ret_48h,regime,78
dist_oiw_z_delta_96h_atr,regime,78
funding_vol_7d_robust_z,regime,76
amihud_z,regime,75
dist_ema_fast,regime,71
loc_swing_range_pos_24,location,70
rsi_ts_resid,regime,69
funding_vol_15d_robust_z,regime,65
oi_to_volume_7d_z_180d,regime,65
rv_24h,regime,65
oi_trend_10d_robust_z,regime,64
dist_range_mid_atr,location,64
ret4h_bench_resid,regime,64
xasset_ob_liquidity_peer_resid,regime,63
price_rv_10d_robust_z,regime,62
oi_chg_8h_mkt_resid,regime,62
asset_mom_minus_basket_mom_24h,regime,62
choppiness_index_20,regime,60
oi_value_3d_chg_z_90d,regime,59
symbol_minus_mkt_ret_24h,regime,59
price_trend_10d_vol_norm,regime,56
carry_adj_short_ret_self_z_10h,regime,54
loc_initial_balance_pos_24,location,53
crowded_long_1d,regime,53
price_rv_7d_robust_z,regime,52
asset_atr_level_pct,regime,51
oiw_intensity_entry_dist_7d_atr,location,51
asset_minus_mkt_oi_7d_z_180d,regime,51
dist_oiw_abs_delta_12h_atr,regime,51
oiw_pos_delta_entry_dist_14d_atr,location,50
compression_ratio,regime,49
loc_swing_range_pos_48,location,48
loc_bb_channel_pos_48,location,47
dist_ema_fast_ts_resid,regime,47
ema20_slope_5h,regime,46
funding_mean_7d_robust_z,regime,46
oi_value_z_30d,regime,46
symbol_minus_mkt_ret_4h,regime,46
oiw_pos_delta_entry_dist_1d_atr,location,46
oi_3d_chg_z,regime,44
amihud_illiq,regime,44
ret48h_bench_resid,regime,44
donchian_zone_1d_atr,regime,44
cs_rank_oi_value_z_30d,regime,44
loc_initial_balance_pos_48,location,43
xasset_ob_liquidity_ts_resid,regime,43
carry_adj_ret_self_z_10h,regime,43
atr_compression_ratio,regime,40
efficiency_ratio_20,regime,40
oi_value_7d_chg_z_180d,regime,39
funding_mean_10d_robust_z,regime,38
dist_ema200_atr,location,37
oi_value_z_90d,regime,36
fund_rate_z_14d,regime,36
dist_prior_day_high,location,35
prior_volatility,regime,35
oiw_entry_zone_1d_atr,regime,34
oi_rank,regime,33
asset_ret_vs_universe_4h,regime,33
spike_score_surprise,regime,32
dist_oiw_signed_delta_12h_atr,regime,31
oi_vol_15d_robust_z,regime,31
loc_session_pos_24,location,31
asset_minus_mkt_oi_1d_peer_resid,regime,31
funding_vol_10d_robust_z,regime,30
funding_per_hour_z,regime,30
carry_adj_ret_self_z_5h,regime,30
volume_entropy_24,regime,30
loc_range_pos_24,location,30
range_expansion_ratio,regime,29
rolling_range_20,regime,29
zscore_price_50,location,29
loc_range_pos_48,location,29
loc_prior_bar_pos_24,location,29
asset_funding_z,regime,29
carry_adj_short_ret_self_z_5h,regime,29
oi_vol_7d_robust_z,regime,28
ema_slope_norm,regime,28
bollinger_band_width,regime,27
loc_session_pos_48,location,27
range_per_funding_abs_z_24h,regime,27
price_x_oi_7d,regime,27
amihud_z_peer_resid,regime,26
dist_ema_fast_mkt_resid,regime,26
loc_ema_stack_pos_24,location,26
oi_vol_10d_robust_z,regime,26
asset_funding_rate_mean_7d,regime,26
asset_minus_mkt_oi_1d_ts_resid,regime,25
price_x_oi_1d,regime,25
oi_value_pct_90d,regime,25
oi_7d_chg_z,regime,25
funding_crowded_mom_exhaustion_self_z_10h,regime,25
oi_trend_15d_robust_z,regime,25
loc_pullback_depth_48,location,24
oiw_z_delta_entry_dist_7d_atr,location,24
cs_rank_ret_24h,regime,24
oi_value_7d_chg_z_90d,regime,23
price_x_oi_3d,regime,23
loc_prior_bar_pos_48,location,23
ret24h_peer_resid,regime,23
asset_minus_universe_median_ret_4h,regime,23
loc_pivot_ladder_pos_48,location,23
oi_3d_x_funding_1d_chg,regime,23
asset_minus_mkt_oi_7d_ts_resid,regime,23
volatility_ratio_short_long,regime,22
loc_bb_channel_pos_24,location,21
ob_depth_usd_l20_z,regime,21
oiw_pos_delta_entry_dist_7d_atr,location,20
atr_expansion_ts_resid,regime,20
oi_trend_7d_robust_z,regime,20
ema50_slope,regime,19
asset_funding_rate_mean_3d,regime,19
flow_persistence_ts_resid,regime,19
funding_z,regime,19
distance_to_ema,location,19
asset_minus_mkt_oi_1d,regime,19
funding_rank_30d,regime,19
funding_per_hour,regime,18
tail_asymmetry_q90_q10_atr_norm,regime,18
dist_oiw_z_delta_12h_atr,regime,18
dist_ema20_atr,location,18
oi_expansion_compression_balance_96h,regime,18
xasset_funding_peer_resid,regime,17
oi_3d_x_funding,regime,17
asset_minus_mkt_oi_7d_peer_resid,regime,17
oi_z,regime,17
asset_minus_mkt_oi_1d_z_90d,regime,16
abs_ret_per_oi_z_24h,regime,16
oi_expansion_compression_balance_24h,regime,16
oi_chg_4h,regime,15
dist_ma100_atr,location,15
loc_prev_day_range_pos_24,location,15
oi_1d_x_funding,regime,15
asset_mom_minus_basket_mom_4h,regime,15
oiw_intensity_entry_dist_1d_atr,location,15
prior_range,regime,14
loc_ema_stack_pos_48,location,14
asset_funding_trend_alignment,regime,14
ob_depth_z_10bps,regime,13
crowded_short_1d,regime,13
oi_value_log_7d_robust_z,regime,13
ob_depth_z_25bps,regime,13
volume_percentile,regime,13
true_range_percentile,regime,13
ob_spread_mkt_resid,regime,13
asset_minus_mkt_oi_7d,regime,12
spectral_entropy_ret_24,regime,12
oi_chg_8h_robust_z,regime,12
funding_crowded_mom_exhaustion_self_z_5h,regime,12
oi_chg_z_8h,regime,12
funding_abs_z,regime,12
excess_6h_ts_resid,regime,12
xasset_asset_minus_mkt_funding,regime,12
fund_abs_z_mkt_resid,regime,12
oi_vel_4h,regime,11
dist_ema50_atr,location,11
cs_rank_oi_chg_1d_z_90d,regime,11
funding_rate,regime,10
oi_chg_z_4h,regime,10
funding_1d_chg_peer_resid,regime,10
rvol_z_peer_resid,regime,10
grind_score_surprise,regime,10
crowded_long_7d,regime,9
loc_prev_day_range_pos_48,location,9
volume_zscore_48h,regime,9
vol_z_peer_resid,regime,9
