canonical_key,trigger,location,regime,mean_net_ret,directional_mean_ret,std_net_ret,mean_within_fold_std,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,min_support_actual,mean_uplift,mean_baseline_ret,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,mean_delta_ic,positive_ic_fraction,mean_ic,ic_tstat,ic_sign_consistency,decile_spread_sharpe,mask_ic_uplift,regression_beta,regression_slope_fit,learnability_step_c_score,trade_path_quality_score,quality_stability_score,path_smoothness_term,path_survivability_term,path_stability_term,path_realized_profit_consistency_term,path_trajectory_smoothness_term,full_quality_score,composite_score,required_hurdle,hurdle_excess,n_folds,discovery_count,n_instances,display_arity,structural_depth,pipeline_stage,parent_context_key,side,rule_type,accepted,rejection_reason,preset,min_support_actual_pct,within_mask_ic,delta_within_mask_ic,entropy_reduction,support_objective_score,source_target,source_horizon,composite_score_step1,support_score,diversity_score,stage_b_score,stage_b_rejection_reason,top10_mean_ret,top10_net_ret,rule_type_class,production_classification,classification_diagnostics
(*)|(dist_local_swing>0.0011999756&dist_prior_day_high<=0.032528654&loc_prior_bar_pos_24<=0.088508636)|(*),*,dist_local_swing>0.0011999756&dist_prior_day_high<=0.032528654&loc_prior_bar_pos_24<=0.088508636,*,0.0007191752578364685,0.0007191752578364685,0.0016998302302655853,0.020546219311654568,0.13517198597545704,0.01334301924916102,1.0,1.0,0.6062124248496994,479,,,0.010648911694893699,0.012216629901299028,0.012449876297525586,0.04273199351422925,,0.8,0.00023868039874654217,0.01131960400835672,0.6,-0.01576268132776022,0.01574910886505934,-0.12280173413455486,0.08255492755706573,,,,,,,,,,,7.00362142545397e-05,0.0006491390435819288,5,1,1,3,3,stage_a_context,,long,3-way,True,,production,0.1195,0.00023868039874654217,0.01574910886505934,0.12477121353149415,1.0,primary_target,0,,0.9430368785374406,,0.3524483241703154,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0007191752578364685, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 479, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_range_mid_atr>-0.0071006897)|(amihud_illiq>-0.12966174&funding_vol_10d_robust_z<=0.26453924&xasset_funding_ts_resid<=-0.16470185),*,dist_range_mid_atr>-0.0071006897,amihud_illiq>-0.12966174&funding_vol_10d_robust_z<=0.26453924&xasset_funding_ts_resid<=-0.16470185,0.0009662493859650568,0.0009662493859650568,0.0007880109664402195,0.02570282556116581,0.12626996994740797,0.02058675121220404,1.0,1.0,0.6182364729458918,456,,,0.012622994791745131,0.005392245276727581,0.009208786214775173,0.018019054247108642,,1.0,0.02386783342426797,0.43753106755602966,0.6,0.04274013265967369,0.03937826189058077,-0.05624014735221863,0.23734916861769362,,,,,,,,,,,9.00007257706503e-05,0.0008762486601944065,5,1,1,4,4,stage_a_context,,long,4-way,True,,production,0.108,0.02386783342426797,0.03937826189058077,0.0022835731506347656,1.0,primary_target,0,,0.9928881682945154,,0.37535276762988745,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0009662493859650568, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 456, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(bars_in_high_vol_state_log_norm>-0.65292722&pullback_depth<=1.6842014&zscore_price_50<=-0.6959753)|(bollinger_band_width<=-0.0017757125),*,bars_in_high_vol_state_log_norm>-0.65292722&pullback_depth<=1.6842014&zscore_price_50<=-0.6959753,bollinger_band_width<=-0.0017757125,0.0009611184723326005,0.0009611184723326005,0.0009466475701694184,0.02431277297437191,0.1263480190333083,0.04414422503824077,1.0,1.0,0.6666666666666666,776,,,0.02641496780896836,0.017203907342551648,0.02030152165928576,0.02594169925634193,,0.8,-0.010478300726619224,-0.217516959273176,0.6,-0.014214621484279632,0.005032127739693573,-0.24803275968879462,0.15607607376438598,,,,,,,,,,,9.000081771989138e-05,0.0008711176546127091,5,1,1,4,4,stage_a_context,,long,4-way,True,,production,0.0748,-0.010478300726619224,0.005032127739693573,0.010372734069824219,1.0,primary_target,0,,0.9924510934134734,,0.4083473440640135,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0009611184723326005, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 776, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(bars_in_high_vol_state_log_norm<=1.1105785&zscore_price_200>-1.9558452)|(asset_funding_rate_mean_7d<=0.000020674875&bollinger_band_width>-0.0064074583&funding_mean_15d_robust_z<=0.18596445&oi_vol_15d_robust_z>-0.24166724),*,bars_in_high_vol_state_log_norm<=1.1105785&zscore_price_200>-1.9558452,asset_funding_rate_mean_7d<=0.000020674875&bollinger_band_width>-0.0064074583&funding_mean_15d_robust_z<=0.18596445&oi_vol_15d_robust_z>-0.24166724,0.0009556391974911094,0.0009556391974911094,0.0013175531675427897,0.02051417324692011,0.101797778612572,0.022865010314296472,1.0,1.0,0.615,431,,,0.01393006334151022,-0.0029452439666631447,0.014171839813842551,0.03419208162325152,,0.6,0.04233431911720871,1.047931631557095,0.8,0.1788545474410057,0.057844747583521504,0.3190057396888733,0.24576229380997267,,,,,,,,,,,9.04845087695801e-05,0.0008651546887215293,5,1,1,6,6,stage_a_context,,long,6-way,True,,production,0.0597,0.04233431911720871,0.057844747583521504,0.2197342872619629,1.0,primary_target,0,,0.8700675602304031,,0.35113624057326787,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0009556391974911094, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 431, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(loc_pullback_depth_24<=0.11850791&zscore_price_200>-1.7957289)|(bollinger_band_width>-0.0056226873&oi_vol_7d_robust_z>-0.88738877&price_rv_7d_robust_z>-1.3230619),*,loc_pullback_depth_24<=0.11850791&zscore_price_200>-1.7957289,bollinger_band_width>-0.0056226873&oi_vol_7d_robust_z>-0.88738877&price_rv_7d_robust_z>-1.3230619,0.0007315858492802363,0.0007315858492802363,0.0010296120939381934,0.021942765451967716,0.1327629426496369,0.0129491024329997,1.0,1.0,0.6335341365461847,604,,,0.011222380405263438,0.003214915003314289,0.010604987585885179,0.016453467899888472,,0.8,-0.005902101379990987,-0.20666158186008,0.6,0.03568019401282072,0.009608327086321809,0.07833624295890332,0.1098156130993407,,,,,,,,,,,9.002711847536171e-05,0.0006415587308048746,5,1,1,5,5,stage_a_context,,long,5-way,True,,production,0.11845,-0.005902101379990987,0.009608327086321809,0.1543201446533203,1.0,primary_target,0,,0.9565275211620334,,0.34463801901563546,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0007315858492802363, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 604, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_range_mid_atr>0.0036495861&loc_pivot_ladder_pos_24<=0.33333391&loc_session_pos_48>0.59179014)|(*),*,dist_range_mid_atr>0.0036495861&loc_pivot_ladder_pos_24<=0.33333391&loc_session_pos_48>0.59179014,*,0.0010157888289541006,0.0010157888289541006,0.0010899011104515985,0.02576061859726906,0.133517778612572,0.017221998185208254,1.0,1.0,0.675025075225677,431,,,0.00524665876849085,-0.007482606597032473,0.0032829818050030416,0.022970244885280412,,0.6,0.016093784426567705,0.3797457429689285,0.6,0.017692220769822596,0.03160421289288049,0.08067307323217392,0.13683468019100148,,,,,,,,,,,7.002539339337248e-05,0.0009457634355607281,5,1,1,3,3,stage_a_context,,long,3-way,True,,production,0.10793889306286,0.016093784426567705,0.03160421289288049,-0.0368682861328125,1.0,primary_target,0,,0.9523004397695967,,0.3764753365585439,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0010157888289541006, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 431, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_ema200_atr>-0.075627275&dist_rolling_7d_high<=0.024462249)|(funding_mean_15d_robust_z>-0.69947594&range_24h_pct<=0.12622234),*,dist_ema200_atr>-0.075627275&dist_rolling_7d_high<=0.024462249,funding_mean_15d_robust_z>-0.69947594&range_24h_pct<=0.12622234,0.00040233609615825117,0.00040233609615825117,0.0016317160330779454,0.018612963147461414,0.10322550713749061,0.04282702672125482,1.0,1.0,0.606,291,,,0.011603836991901425,-0.0001355407155604651,0.008352612642425648,0.028331603313657878,,0.6,0.05744706980499459,0.6414137470995679,0.6,0.030682403167702432,0.07295749827130739,-0.22381705427542328,0.08155451994320471,,,,,,,,,,,9.042671568547753e-05,0.00031190938047277365,5,1,1,4,4,stage_a_context,,long,4-way,True,,production,0.0652,0.05744706980499459,0.07295749827130739,0.360378360748291,1.0,primary_target,0,,0.8780628399699473,,0.3151761164524405,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.00040233609615825117, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 291, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_local_swing<=0.0048400089&loc_session_pos_24>0.15285853)|(direction_entropy_20<=-0.11530329),*,dist_local_swing<=0.0048400089&loc_session_pos_24>0.15285853,direction_entropy_20<=-0.11530329,0.0007617092283908278,0.0007617092283908278,0.0009197122721415035,0.024020865559577942,0.11471356373653893,0.010657245065618557,1.0,1.0,0.659,497,,,0.00797167609424308,0.01158558145669313,0.012921143041025832,0.014421987663110314,,0.8,-0.008495438495734864,-0.19796074776662298,0.6,0.0005081251263618469,0.007014989970577935,-0.12429571747779847,0.12459580892941027,,,,,,,,,,,7.007406753970157e-05,0.0006916351608511263,5,1,1,3,3,stage_a_context,,long,3-way,True,,production,0.0991,-0.008495438495734864,0.007014989970577935,0.007543754577636719,1.0,primary_target,0,,0.9423959569246179,,0.3586916733578251,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0007617092283908278, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 497, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_range_mid_atr>-0.0039394493)|(oi_expansion_compression_balance_24h>0.53452808&up_down_semivol_ratio_tanh<=0.76688236),*,dist_range_mid_atr>-0.0039394493,oi_expansion_compression_balance_24h>0.53452808&up_down_semivol_ratio_tanh<=0.76688236,0.0005741648026742041,0.0005741648026742041,0.0008540855593415947,0.025734742730855943,0.14473460806411217,0.006673346289689179,1.0,1.0,0.6056056056056056,623,,,0.007261795296135623,-0.003010042209560665,0.0020555850135874684,0.010450163025121997,,0.6,-0.0020917702957653716,-0.06124977068881319,0.6,-0.014173036813735962,0.013418658170547423,-0.16541979908943177,0.10893856506675943,,,,,,,,,,,7.013630916440544e-05,0.0005040284935097987,5,1,1,3,3,stage_a_context,,long,3-way,True,,production,0.1359,-0.0020917702957653716,0.013418658170547423,-0.015073871612548828,1.0,primary_target,0,,0.8894861948409718,,0.3287300222545154,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0005741648026742041, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 623, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
(*)|(dist_local_swing<=0.0010929992&loc_swing_range_pos_24>0.51496947)|(ema50_slope>-0.14178716),*,dist_local_swing<=0.0010929992&loc_swing_range_pos_24>0.51496947,ema50_slope>-0.14178716,0.0006858536769868806,0.0006858536769868806,0.0015324887675449371,0.025307101383805274,0.14341048835462059,0.011950699619257592,1.0,1.0,0.666,576,,,-0.005665994699563917,-0.011640469904962618,0.0114970415782535,0.011545683776268884,,0.6,0.0022706030627601347,0.038452246481542336,0.8,0.007657374069094658,0.017781031529072934,-0.23544328212738036,0.06636940477916568,,,,,,,,,,,7.011863112850946e-05,0.0006157350458583711,5,1,1,3,3,stage_a_context,,long,3-way,True,,production,0.12715,0.0022706030627601347,0.017781031529072934,0.020909690856933595,1.0,primary_target,0,,0.8969012652141246,,0.3221286829374696,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0006858536769868806, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 576, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}"
