canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_oiw_abs_delta_12h_atr>0.033004232&dist_prior_day_high<=0.028439362&loc_session_pos_24>0.33789843)|(asset_funding_rate_mean_3d<=0.0000087479648),4,4,location|regime,perp_tradeability,context|open_interest_location,context|open_interest_location|perp_tradeability
(*)|(dist_prior_day_high>0.028439362&oiw_pos_delta_entry_dist_14d_atr<=-0.64241409&zscore_price_200<=-0.00000000000000000000000000000000001)|(price_rv_15d_robust_z<=0.12176318),4,4,location|regime,open_interest,context|open_interest_location,context|open_interest|open_interest_location
(*)|(*)|(oiw_entry_zone_1d_atr<=0.6820128&range_24h_pct<=0.07542555&range_24h_pct>0.041211989&range_expansion_ratio>-0.33355683),4,4,regime,compression|perp_tradeability|volatility_term_structure,,compression|perp_tradeability|volatility_term_structure
(*)|(*)|(price_rv_15d_robust_z<=-0.26753873&range_24h_pct>0.07542555),2,2,regime,compression|open_interest,,compression|open_interest
(*)|(dist_ema50_atr<=-0.0040941094)|(price_rv_15d_robust_z>-0.26753873&range_24h_pct>0.07542555),3,3,location|regime,compression|open_interest,context,compression|context|open_interest
(*)|(*)|(asset_atr_level_pct>0.58315104&donchian_zone_1d_atr<=0.20019804&range_24h_pct<=0.10291804),3,3,regime,asset_state|compression|perp_tradeability,,asset_state|compression|perp_tradeability
(*)|(*)|(asset_atr_level_pct>0.58315104&donchian_zone_1d_atr<=0.20019804&range_24h_pct>0.10291804),3,3,regime,asset_state|compression|perp_tradeability,,asset_state|compression|perp_tradeability
(*)|(dist_local_swing>0.0038000941)|(asset_atr_level_pct>0.58315104&donchian_zone_1d_atr>0.20019804),3,3,location|regime,asset_state|perp_tradeability,context,asset_state|context|perp_tradeability
(*)|(zscore_price_50<=-0.9856298)|(asset_atr_level_pct<=0.75750029&rolling_range_20>-0.37732971),3,3,location|regime,asset_state|compression,context,asset_state|compression|context
(*)|(loc_pullback_depth_48<=0.3427352&loc_session_pos_48>0.41090339&zscore_price_50>-0.9856298)|(asset_atr_level_pct<=0.75750029&range_24h_pct<=0.058627848),5,5,location|regime,asset_state|compression,context|path_structure,asset_state|compression|context|path_structure
(*)|(*)|(asset_atr_level_pct>0.75750029&oiw_entry_zone_1d_atr<=0.44853115),2,2,regime,asset_state|perp_tradeability,,asset_state|perp_tradeability
(*)|(*)|(asset_atr_level_pct>0.75750029&oiw_entry_zone_1d_atr>0.44853115),2,2,regime,asset_state|perp_tradeability,,asset_state|perp_tradeability
(*)|(*)|(dist_funding_pressure_price_96h_atr<=1.0094274&range_24h_pct<=0.049113661&range_24h_pct>0.031820763),3,3,regime,compression|perp_tradeability,,compression|perp_tradeability
(*)|(dist_ema50_atr<=-0.0025240832&loc_bb_channel_pos_24<=0.23324753)|(price_rv_15d_robust_z<=0.1792527&range_24h_pct>0.049113661),4,4,location|regime,compression|open_interest,compression|context,compression|context|open_interest
(*)|(dist_ema50_atr<=-0.0025240832)|(price_rv_15d_robust_z>0.1792527&range_24h_pct>0.049113661),3,3,location|regime,compression|open_interest,context,compression|context|open_interest
(*)|(dist_funding_pressure_price_12h_atr>0.12970528&dist_prior_day_high<=0.029033229)|(rolling_range_20>-0.98457485&up_down_semivol_ratio_tanh>0.62914127),4,4,location|regime,compression|path_structure,context|open_interest_location,compression|context|open_interest_location|path_structure
(*)|(dist_prior_day_high<=0.05962608&dist_prior_day_high>0.029033229)|(rolling_range_20>-0.98457485&vol_z_peer_resid<=0.40163678),4,4,location|regime,compression|residual,context,compression|context|residual
(*)|(dist_prior_day_high>0.05962608)|(price_trend_15d_vol_norm<=-0.022544337),2,2,location|regime,open_interest,context,context|open_interest
