fold_id,seed,group,gain,split
0,42,location,6625.6816,788.0
0,42,regime,13099.206,1864.0
1,42,location,4467.373,230.0
1,42,regime,6455.4214,341.0
2,42,location,4484.707,162.0
2,42,regime,5144.696,232.0
3,42,location,11180.038,1207.0
3,42,regime,14055.803,2508.0
4,42,location,11111.632,930.0
4,42,regime,10706.386,1740.0
