stage,rows,symbols,fraction_of_prev
raw_panel,4984320,264,1.0
sliceplanner_keep_idx,285120,129,0.057203389830508475
event_frame_built,285120,129,1.0
robust_data_filter,194051,103,0.6805941358024692
