feature,overall_finite_row_count,overall_finite_row_pct
accel,194051,0.6805941358024692
accel_5h,194051,0.6805941358024692
amihud_illiq,194051,0.6805941358024692
amihud_z,194051,0.6805941358024692
atr_change_rate,194051,0.6805941358024692
atr_compression_ratio,194051,0.6805941358024692
atr_pct_change,194051,0.6805941358024692
atr_percentile,194051,0.6805941358024692
atr_slope,194051,0.6805941358024692
autocorr_24h,194051,0.6805941358024692
autocorr_6h,194051,0.6805941358024692
bars_in_high_vol_state_log_norm,194051,0.6805941358024692
bars_outside_ema20_atr_band_log_norm,194051,0.6805941358024692
bars_since_ema20_ema50_cross_log_norm,194051,0.6805941358024692
basis,194051,0.6805941358024692
basis_fund_div_z,194051,0.6805941358024692
basis_funding_div,194051,0.6805941358024692
basis_funding_div_2h,194051,0.6805941358024692
basis_funding_div_4h,194051,0.6805941358024692
basis_funding_div_8h,194051,0.6805941358024692
basis_mom_2h,194051,0.6805941358024692
basis_mom_4h,194051,0.6805941358024692
basis_mom_8h,194051,0.6805941358024692
basis_mom_w,194051,0.6805941358024692
basis_pct,194051,0.6805941358024692
basis_pct_z,194051,0.6805941358024692
basis_stretch,194051,0.6805941358024692
basis_up_agree,194051,0.6805941358024692
basis_vol,194051,0.6805941358024692
bollinger_band_width,194051,0.6805941358024692
breakout_t,194051,0.6805941358024692
choppiness_index_20,194051,0.6805941358024692
coherence_24,194051,0.6805941358024692
compression_ratio,194051,0.6805941358024692
compression_score,194051,0.6805941358024692
cs_rank_ret_24h,194051,0.6805941358024692
direction_entropy_20,194051,0.6805941358024692
dist_ema200_atr,194051,0.6805941358024692
dist_ema20_atr,194051,0.6805941358024692
dist_ema50_atr,194051,0.6805941358024692
dist_ema_fast,194051,0.6805941358024692
dist_local_swing,194051,0.6805941358024692
dist_ma100_atr,194051,0.6805941358024692
dist_prior_day_high,194051,0.6805941358024692
dist_prior_day_low,194051,0.6805941358024692
dist_range_mid_atr,194051,0.6805941358024692
dist_rolling_7d_high,194051,0.6805941358024692
dist_vwap_atr,194051,0.6805941358024692
dist_vwap_norm,194051,0.6805941358024692
dist_weekly_vwap,194051,0.6805941358024692
distance_to_ema,194051,0.6805941358024692
dlog_vol_5h,194051,0.6805941358024692
efficiency_ratio_20,194051,0.6805941358024692
ema20_gt_ema50,194051,0.6805941358024692
ema20_slope_5h,194051,0.6805941358024692
ema50_ema200_spread_atr,194051,0.6805941358024692
ema50_gt_ema200,194051,0.6805941358024692
ema50_slope,194051,0.6805941358024692
ema_slope_norm,194051,0.6805941358024692
fund_rate_z_14d,194051,0.6805941358024692
funding_abs_z,194051,0.6805941358024692
funding_mom_2h,194051,0.6805941358024692
funding_mom_4h,194051,0.6805941358024692
funding_mom_8h,194051,0.6805941358024692
funding_mom_w,194051,0.6805941358024692
funding_persistence,194051,0.6805941358024692
funding_rate,194051,0.6805941358024692
funding_up_agree,194051,0.6805941358024692
funding_z,194051,0.6805941358024692
impulse_ratio_24,194051,0.6805941358024692
index_price,194051,0.6805941358024692
leverage_build,194051,0.6805941358024692
loc_bb_channel_pos_24,194051,0.6805941358024692
loc_bb_channel_pos_48,194051,0.6805941358024692
loc_ema_stack_pos_24,194051,0.6805941358024692
loc_ema_stack_pos_48,194051,0.6805941358024692
loc_initial_balance_pos_24,194051,0.6805941358024692
loc_initial_balance_pos_48,194051,0.6805941358024692
loc_pivot_ladder_pos_24,194051,0.6805941358024692
loc_pivot_ladder_pos_48,194051,0.6805941358024692
loc_prev_day_range_pos_24,194051,0.6805941358024692
loc_prev_day_range_pos_48,194051,0.6805941358024692
loc_prev_week_range_pos_24,194051,0.6805941358024692
loc_prev_week_range_pos_48,194051,0.6805941358024692
loc_prior_bar_pos_24,194051,0.6805941358024692
loc_prior_bar_pos_48,194051,0.6805941358024692
loc_pullback_depth_24,194051,0.6805941358024692
loc_pullback_depth_48,194051,0.6805941358024692
loc_range_pos_24,194051,0.6805941358024692
loc_range_pos_48,194051,0.6805941358024692
loc_session_pos_24,194051,0.6805941358024692
loc_session_pos_48,194051,0.6805941358024692
loc_swing_range_pos_24,194051,0.6805941358024692
loc_swing_range_pos_48,194051,0.6805941358024692
loc_vwap_dev_z_24,194051,0.6805941358024692
loc_vwap_dev_z_48,194051,0.6805941358024692
mark_index_basis,194051,0.6805941358024692
mark_index_basis_z,194051,0.6805941358024692
mark_perp_dislocation,194051,0.6805941358024692
mark_price,194051,0.6805941358024692
market_breadth_24h,194051,0.6805941358024692
market_breadth_4h,194051,0.6805941358024692
market_dispersion_24h,194051,0.6805941358024692
