feature_name,group,usage_count
reg_ema20_gt_ema50_raw,regime,131
reg_atr_change_rate_ts_band20_80,regime,118
reg_atr_change_rate_ts_bot20,regime,78
reg_atr_change_rate_ts_band25_75,regime,64
reg_atr_change_rate_ts_bot50,regime,64
reg_atr_change_rate_ts_top50,regime,56
loc_dist_ema20_atr_ts_band20_80,location,49
reg_atr_change_rate_ts_top60,regime,47
reg_atr_change_rate_ts_top70,regime,45
reg_atr_change_rate_ts_bot40,regime,34
reg_atr_change_rate_ts_top20,regime,32
reg_atr_change_rate_ts_bot30,regime,31
reg_atr_change_rate_ts_bot70,regime,23
reg_atr_change_rate_ts_top30,regime,18
reg_atr_change_rate_ts_bot60,regime,16
loc_dist_ema20_atr_ts_top20,location,12
reg_atr_compression_ratio_ts_band20_80,regime,12
loc_dist_ema20_atr_ts_band25_75,location,11
loc_dist_ema20_atr_ts_bot50,location,10
loc_dist_ema20_atr_ts_top70,location,10
reg_atr_change_rate_ts_top40,regime,10
loc_dist_ema20_atr_ts_bot70,location,5
loc_dist_ema20_atr_ts_bot20,location,5
loc_dist_ema20_atr_ts_top30,location,5
loc_dist_ema50_atr_ts_bot40,location,4
reg_atr_compression_ratio_ts_bot20,regime,4
reg_atr_change_rate_ts_bot80,regime,4
reg_atr_change_rate_ts_band30_70,regime,3
loc_dist_ema50_atr_ts_band25_75,location,3
loc_dist_ema20_atr_ts_bot30,location,3
loc_dist_ema20_atr_ts_top60,location,2
loc_dist_ema20_atr_ts_bot40,location,2
