canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_rolling_7d_high<=0.072073169&loc_vwap_dev_z_24>0.00000000000000000000000000000000001)|(compression_ratio<=-0.1923634),3,3,location|regime,volatility_term_structure,context|liquidity,context|liquidity|volatility_term_structure
(*)|(dist_rolling_7d_high<=0.072073169)|(compression_ratio>-0.1923634&volume_zscore_48h<=0.45978886),3,3,location|regime,liquidity|volatility_term_structure,context,context|liquidity|volatility_term_structure
(*)|(dist_rolling_7d_high<=0.072073169)|(compression_ratio>-0.1923634&up_down_semivol_ratio_tanh<=0.23888557&volume_zscore_48h>0.45978886),4,4,location|regime,liquidity|path_structure|volatility_term_structure,context,context|liquidity|path_structure|volatility_term_structure
(*)|(dist_rolling_7d_high<=0.072073169)|(compression_ratio>-0.1923634&up_down_semivol_ratio_tanh>0.23888557&volume_zscore_48h>0.45978886),4,4,location|regime,liquidity|path_structure|volatility_term_structure,context,context|liquidity|path_structure|volatility_term_structure
(*)|(dist_rolling_7d_high>0.072073169)|(choppiness_index_20<=-0.55763382&ema_slope_norm<=-0.6909951),3,3,location|regime,path_structure|trend,context,context|path_structure|trend
(*)|(dist_rolling_7d_high>0.072073169)|(choppiness_index_20<=-0.55763382&ema_slope_norm>-0.6909951),3,3,location|regime,path_structure|trend,context,context|path_structure|trend
(*)|(dist_rolling_7d_high>0.072073169&loc_pullback_depth_48<=0.31716454)|(atr_percentile<=0.12778538&choppiness_index_20>-0.55763382&volatility_ratio_short_long<=0.00000000000000000000000000000000001),5,5,location|regime,compression|path_structure|volatility,context|path_structure,compression|context|path_structure|volatility
(*)|(dist_rolling_7d_high>0.072073169&loc_pullback_depth_48>0.31716454)|(atr_percentile<=0.12778538&choppiness_index_20>-0.55763382&volatility_ratio_short_long<=0.00000000000000000000000000000000001),5,5,location|regime,compression|path_structure|volatility,context|path_structure,compression|context|path_structure|volatility
(*)|(dist_rolling_7d_high>0.072073169)|(atr_percentile>0.12778538&choppiness_index_20>-0.55763382&volatility_ratio_short_long<=0.00000000000000000000000000000000001),4,4,location|regime,compression|path_structure|volatility,context,compression|context|path_structure|volatility
(*)|(dist_rolling_7d_high>0.072073169)|(choppiness_index_20>-0.55763382&trend_acceleration<=-0.048741844&volatility_ratio_short_long>0.00000000000000000000000000000000001),4,4,location|regime,path_structure|trend|volatility,context,context|path_structure|trend|volatility
