fold_id,seed,group,used_feature_count,split_count
0,42,location,38,304
0,42,regime,56,595
1,42,location,38,295
1,42,regime,56,661
2,42,location,33,86
2,42,regime,43,147
3,42,location,14,14
3,42,regime,20,28
4,42,location,40,1216
4,42,regime,62,2555
