,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
asym_ft,0.0086965365,0.002469598,0.030624317,27.0,4.5092497,161.6677,38.62949,9.24574,161.39731,0.01062752,0.0028506087,0.039621077,0.11083851,0.030009296,0.409379,20.0,0.0,0.8,0.24790238,0.75949365,0.8333333,0.0,19.0,12.666667,0.45121974,19.0
clv_t,0.009590156,0.003289706,0.02795724,23.5,5.5602756,99.32061,35.868256,11.650851,110.42386,0.011886182,0.004059036,0.034806624,0.107428834,0.048450492,0.23820098,26.0,0.0,0.8,0.27633485,0.6835443,0.8333333,0.0,27.0,16.666666,0.44787025,20.0
ft_8,0.013426112,0.0073341527,0.024578229,33.5,12.311918,91.15151,49.654896,24.15273,102.084045,0.016043944,0.00833338,0.030888803,0.14299661,0.07337036,0.27869603,32.0,0.5,0.2,0.39838418,0.5,0.6666667,0.0,10.5,26.333334,0.44411135,21.0
ffd_rv_6h_04,0.009622693,0.002957858,0.031305164,16.666666,2.6874192,103.36228,34.155205,9.8056345,118.970184,0.011059248,0.003564283,0.03431461,0.10312783,0.042367186,0.25102797,22.0,0.0,0.8,0.27737007,0.6772152,0.6666667,0.0,26.0,17.0,0.42185736,22.0
funding_proxy,0.008346086,0.00294812,0.023627652,30.333334,5.7348833,160.44112,38.875843,12.533652,120.58186,0.010341108,0.0033922514,0.031524345,0.10854234,0.029669935,0.39708343,31.0,0.0,0.8,0.23675203,0.65822786,0.8333333,0.0,19.0,18.0,0.4197706,23.0
dist_vwap_96_atr,0.0071084076,0.0007900775,0.06395507,22.0,2.1602468,224.04846,29.825996,5.4559593,163.04924,0.008600337,0.0014892948,0.049664985,0.08740321,0.026323952,0.29020414,6.0,0.0,0.8,0.19737257,0.8259494,0.5,0.0,41.0,9.166667,0.39004225,24.0
ffd_rv_24h_06,0.008491753,0.0027254212,0.026458245,17.666666,3.5901098,86.93637,36.550724,11.618207,114.98809,0.010833733,0.0035019275,0.033515763,0.11287303,0.048835028,0.2608849,29.0,0.0,0.8,0.24138673,0.62341774,0.6666667,0.0,17.0,19.833334,0.38861716,25.0
ffd_strength_04,0.0087839505,0.0024797,0.031115778,16.833334,2.8528738,99.3248,31.200325,9.0082035,108.06374,0.010212741,0.0030725696,0.033945553,0.092847764,0.03645929,0.23644748,24.0,0.0,0.8,0.25068364,0.693038,0.5,0.0,39.0,16.166666,0.38613552,26.0
vp_dist_hvn_above_atr,0.0067356983,0.0013020703,0.034844227,17.333334,3.036811,98.93419,29.878178,4.4374766,201.17412,0.008284128,0.0016346899,0.041981526,0.08610079,0.020969046,0.35353753,15.0,0.0,0.8,0.185514,0.7943038,0.5,0.0,38.0,10.833333,0.37560862,27.0
ker_16,0.008253083,0.0035752999,0.019051094,20.166666,6.2294106,65.28619,31.652515,11.767364,85.14071,0.00947599,0.0038116665,0.023557775,0.08786811,0.026601674,0.29023755,41.0,0.0,0.8,0.23379292,0.56962025,0.6666667,0.0,27.0,22.666666,0.37099117,28.0
ret5h,0.0070358017,0.0018113601,0.027328914,18.833334,3.2360814,109.60616,30.599543,8.40083,111.45708,0.008499781,0.00226787,0.031856447,0.089786015,0.032077055,0.2513176,27.0,0.0,0.8,0.19506246,0.6708861,0.5,0.0,38.5,17.333334,0.35000587,29.0
impact_24,0.0066606216,0.0021200862,0.020925505,18.833334,4.2589774,83.2816,28.176386,8.022811,98.95643,0.00800167,0.0024462475,0.026173443,0.0825157,0.03272522,0.20806096,39.0,0.0,0.8,0.18312527,0.6107595,0.5,0.0,39.0,20.5,0.32840878,30.0
tail_fail,0.0064458083,0.0025289436,0.016429171,23.833334,6.335526,89.657555,29.363564,11.541345,74.70696,0.007847168,0.0032238537,0.019100754,0.085065305,0.03723754,0.19432287,59.0,0.0,0.2,0.17629053,0.50949365,0.6666667,0.0,34.0,25.833334,0.3243332,31.0
lr_1h,0.0065686414,0.0021756273,0.019832004,13.833333,3.4359214,55.694263,24.152626,7.802934,74.760254,0.0075832037,0.0025065017,0.022942327,0.07078869,0.033163495,0.15110102,43.0,0.0,0.8,0.18019873,0.78797466,0.16666667,0.0,69.5,11.166667,0.32110298,32.0
vp_dist_poc_atr,0.0061137644,0.0016219981,0.023044487,17.166666,3.0230596,97.482185,26.968895,6.7718225,107.404076,0.0074197,0.0020310734,0.02710485,0.07558663,0.02009898,0.28426012,33.5,0.0,0.8,0.16572581,0.613924,0.5,0.0,43.5,20.333334,0.3196302,33.0
impact_12,0.0074795336,0.0038340474,0.014591219,22.166666,6.914156,71.065956,29.81119,15.829766,56.141514,0.008817885,0.004731663,0.016432934,0.08343288,0.043574516,0.1597504,77.0,0.0,0.8,0.20918076,0.6392405,0.16666667,0.17789358,45.5,19.0,0.30875424,34.0
vp_in_lvn_above_zone,0.0053297505,0.0008519654,0.033342015,22.666666,3.6362374,141.2938,24.601969,4.0174465,150.6571,0.0066079036,0.0009949487,0.043886073,0.07095071,0.022114912,0.22762938,18.0,0.0,0.8,0.14078069,0.81962025,0.16666667,0.0,55.0,9.5,0.30733445,35.0
ffd_diff_1_04,0.006733252,0.0035026523,0.0129435295,13.833333,4.775516,40.071293,24.007483,12.973029,44.427498,0.007883139,0.0042458153,0.014636502,0.07114076,0.049172413,0.10292371,94.0,0.0,0.8,0.18543617,0.70253164,0.16666667,0.0,80.0,15.666667,0.30262282,36.0
dn_vol_6,0.0067503983,0.0025542115,0.017840289,20.833334,3.4840908,124.57419,28.281776,10.241215,78.10196,0.007987796,0.0032018083,0.019927768,0.083769344,0.038745243,0.18111393,53.0,0.0,0.8,0.18598172,0.49367088,0.5,0.0,46.5,26.666666,0.30070767,37.0
G_VOL,0.0054794187,0.0009889529,0.03035941,23.333334,3.681787,147.87505,24.49414,4.384754,136.82933,0.00664894,0.0012711125,0.0347793,0.072057515,0.023047406,0.2252872,23.0,0.0,0.8,0.14554271,0.7816456,0.16666667,0.0,47.0,11.5,0.3004599,38.0
distance_to_ema,0.006999354,0.002471876,0.019819342,18.166666,5.2095,63.351143,28.04322,10.140885,77.54966,0.008568207,0.0030189874,0.02431748,0.08091284,0.03579657,0.1828915,40.0,0.0,0.8,0.19390279,0.36708862,0.6666667,0.0,31.0,33.333332,0.2984187,39.0
loc_prev_day_range_pos_48,0.0065190997,0.0016586231,0.025622856,15.0,2.9439204,76.4287,25.825115,8.843985,75.41133,0.0078832945,0.0023519413,0.02642342,0.07244989,0.027084084,0.19380338,37.0,0.0,0.8,0.17862244,0.54113925,0.33333334,0.0,57.0,24.166666,0.28352717,40.0
ffd_rv_24_05,0.00632008,0.0026715337,0.014951488,14.0,3.91578,50.053883,25.303707,10.544944,60.718918,0.007358782,0.003042416,0.017798904,0.077438705,0.040672626,0.14743952,70.0,0.0,0.8,0.17229019,0.28481013,0.6666667,0.1496983,33.0,37.666668,0.27344704,41.0
tf_tape,0.007172056,0.004277383,0.012025668,23.333334,10.918893,49.862606,29.431282,15.481617,55.95025,0.00821427,0.004645101,0.014525889,0.08623696,0.050441485,0.14743447,96.5,0.0,0.8,0.19939768,0.44620255,0.33333334,0.0,65.0,29.166666,0.27121937,42.0
ker_10,0.0065662875,0.0022847073,0.018871622,18.833334,5.3670807,66.087036,26.807135,8.93671,80.412415,0.007727108,0.0025669283,0.023260565,0.07936743,0.029152352,0.21607822,44.5,0.0,0.8,0.18012384,0.4841772,0.33333334,0.0,41.0,27.166666,0.27011243,43.0
ffd_strength_05,0.008942545,0.004364218,0.018323816,13.833333,5.241395,36.509575,30.355015,16.493732,55.865276,0.01011216,0.005455373,0.01874405,0.08867756,0.051448304,0.15284681,61.0,0.0,0.8,0.25572968,0.21202531,0.5,0.0,46.0,41.5,0.26865768,44.0
ft_2,0.0060712346,0.002299729,0.016027927,22.666666,5.120764,100.33225,25.769138,8.63051,76.94198,0.007235238,0.0025501952,0.020527316,0.071346916,0.02427511,0.20969555,58.0,0.0,0.8,0.16437264,0.4050633,0.5,0.0,51.0,31.333334,0.26667076,45.0
dist_ema200_atr,0.006433803,0.0014765229,0.028034665,11.0,1.8257419,66.27443,21.190893,5.1838813,86.625046,0.007050236,0.0019502186,0.025487311,0.06073684,0.019636972,0.18785806,30.0,0.0,0.8,0.17590855,0.6772152,0.0,0.0,72.0,17.0,0.2660535,46.0
decel_4,0.0062734047,0.0032840294,0.0119839385,20.5,7.847505,53.55205,26.371265,11.760896,59.131855,0.0077420822,0.0041275294,0.014521966,0.0724218,0.026657967,0.19674857,95.0,0.0,0.8,0.17080513,0.46835443,0.33333334,0.0,55.5,28.0,0.26103145,47.0
ret10h,0.0051284395,0.0014012994,0.018768933,16.833334,3.2871804,86.20187,21.801367,6.1479554,77.310196,0.0061708554,0.0017061082,0.022319485,0.062783994,0.027958646,0.14098786,47.0,0.0,0.8,0.13437554,0.5443038,0.33333334,0.0,69.0,24.0,0.2599825,48.0
range_expansion_ratio,0.0052063777,0.0015797731,0.017158395,17.333334,4.346135,69.12911,22.246998,6.4215145,77.07355,0.006236434,0.0019140382,0.020319924,0.061932027,0.020957474,0.18301709,55.0,0.0,0.8,0.13685532,0.62658226,0.16666667,0.0,60.0,19.666666,0.256916,49.0
clv_collapse,0.003321357,0.00030331424,0.036369585,18.666666,3.2489314,107.24894,15.256462,1.0101682,230.4167,0.003935949,0.00019810307,0.078200184,0.04160707,0.007963688,0.21738026,11.0,0.0,0.8,0.076879255,0.8575949,0.0,0.0,99.5,7.5,0.2566823,50.0
vp_air_pocket_score,0.004612495,0.0012435297,0.017108649,15.833333,3.7155828,67.4711,21.04759,5.2519946,84.3491,0.0055395686,0.0015176145,0.020220432,0.061301354,0.02234344,0.16818611,54.0,0.0,0.8,0.11795964,0.6044304,0.16666667,0.17789358,70.5,20.833334,0.24988008,51.0
climax_range_12,0.004476695,0.0014335081,0.013980248,13.5,3.5472994,51.377113,18.536913,5.633268,60.99783,0.0052546007,0.0016324429,0.016913809,0.05131149,0.017303752,0.15215595,76.0,0.0,0.8,0.113638856,0.64873415,0.16666667,0.0,92.5,18.5,0.24968491,52.0
ffd_diff_2_05,0.0009050768,0.0007452299,0.0010992098,3.5,1.8027756,6.7950773,3.5107932,2.5052116,4.920011,0.0009897877,0.0007762982,0.001261989,0.004400139,0.0051169964,0.0025224728,200.0,0.0,0.8,0.0,0.87341774,0.0,0.5957697,196.5,6.6666665,0.24814291,53.0
flow_ratio,0.004855514,0.0010845956,0.02173715,18.5,3.9895697,85.786194,20.379225,4.149235,100.093834,0.005487709,0.0011268647,0.026724547,0.058190346,0.020962454,0.16153245,36.0,0.0,0.8,0.12569182,0.6107595,0.16666667,0.0,73.5,20.5,0.24682039,54.0
second_leg_accel_vol_2h,0.0014167862,0.0006001202,0.003344802,6.8333335,2.7938426,16.713343,6.441969,2.2483754,18.45731,0.0016968461,0.00065334386,0.0044070003,0.015079367,0.0074368594,0.030575717,190.0,0.0,0.8,0.016281158,0.8829114,0.0,0.33216435,185.5,6.1666665,0.2462907,55.0
ffd_rv_12_06,0.0050455,0.0018423118,0.013818002,13.166667,2.3392782,74.1088,21.573593,7.072169,65.81007,0.006126611,0.002204623,0.01702575,0.06432011,0.03095919,0.13363001,75.0,0.0,0.8,0.13173665,0.49367088,0.16666667,0.47053587,59.5,26.666666,0.24439967,56.0
loc_session_pos_24,0.0045851236,0.00217122,0.009682739,15.333333,3.681787,63.85788,17.593578,8.147689,37.990402,0.005258943,0.0025202408,0.010973745,0.044634677,0.01037608,0.19200453,124.0,0.0,0.8,0.11708876,0.6170886,0.16666667,0.0,117.0,20.166666,0.24367097,57.0
accel_5h,0.004225876,0.0007290117,0.024496214,15.166667,2.5440562,90.417725,17.916586,3.4272437,93.66246,0.0048959097,0.0008947977,0.0267881,0.05128213,0.016952615,0.15512986,33.5,0.0,0.8,0.10565851,0.73734176,0.0,0.0,90.0,13.833333,0.24244761,58.0
vp_accept_poc_touchrate,0.001538733,0.00024945685,0.0094914185,7.0,0.57735026,84.87049,7.360947,0.8851512,61.213886,0.0019085692,0.00024120434,0.01510187,0.017345537,0.004122003,0.07299064,107.0,0.0,0.8,0.020161161,0.8829114,0.0,0.14652108,177.5,6.1666665,0.23914254,59.0
ret28h,0.006165018,0.0023804652,0.015966395,18.5,5.4390564,62.92452,27.399014,11.123685,67.48717,0.0076092957,0.0030655304,0.018887883,0.08043859,0.04351471,0.14869377,63.0,0.0,0.8,0.16735655,0.278481,0.5,0.0,40.0,38.0,0.23666637,60.0
trend_acceleration,0.0014737522,0.00063541887,0.0034181317,6.1666665,2.409472,15.7826185,6.940377,2.5869782,18.61973,0.0017691449,0.0006958445,0.00449795,0.015109135,0.0072707096,0.031398028,189.0,0.0,0.8,0.018093655,0.7151899,0.0,0.95657384,180.5,15.0,0.23657767,61.0
clv_mean_4,0.0050836615,0.0016754337,0.01542503,19.166666,3.1841621,115.37135,22.12024,6.6457806,73.62642,0.005945959,0.001736166,0.020363508,0.06298647,0.022643475,0.17520702,62.0,0.0,0.8,0.13295083,0.54113925,0.16666667,0.0,70.0,24.166666,0.23340777,62.0
press_24,0.005064337,0.0014475507,0.017717866,18.5,3.095696,110.556725,21.672848,5.643721,83.227425,0.0059839757,0.0016442634,0.021777513,0.06286844,0.025826389,0.15303883,51.0,0.0,0.8,0.13233598,0.54113925,0.16666667,0.0,65.5,24.166666,0.2330696,63.0
loc_initial_balance_pos_48,0.0066230064,0.0037802842,0.011603417,13.666667,5.7057476,32.735023,28.93832,17.247282,48.554104,0.008451499,0.0053662425,0.013310587,0.08487587,0.051133208,0.14088522,108.0,0.0,0.8,0.18192847,0.23101266,0.5,0.0,44.5,40.5,0.23281384,64.0
momentum_accel,0.0047837626,0.0015460614,0.014801731,17.5,4.5734744,66.96222,21.257233,6.1599936,73.35558,0.0057090237,0.0017853387,0.018255893,0.05859788,0.019425955,0.17675897,66.5,0.0,0.8,0.12340889,0.4556962,0.33333334,0.0,71.5,28.666666,0.23179895,65.0
ffd_strength_06,0.0068775914,0.0031003677,0.015256662,14.166667,2.8528738,70.34817,27.211403,12.126295,61.06238,0.008492037,0.0039685527,0.018171536,0.076853134,0.040578388,0.14555542,66.5,0.0,0.8,0.19002864,0.20253165,0.5,0.0,45.0,42.0,0.23014867,66.0
loc_pullback_depth_48,0.00552447,0.0015295467,0.019953474,17.5,3.640055,84.13335,23.81542,7.4952164,75.67149,0.0066808513,0.0019978643,0.022340743,0.06984755,0.030305231,0.16098474,42.0,0.0,0.8,0.14697613,0.49683544,0.16666667,0.0,56.5,26.5,0.23004574,67.0
bb_pos_12,0.005113071,0.0017621788,0.014835892,14.0,2.4494898,80.01666,20.230877,6.1932034,66.08669,0.005913714,0.0019528851,0.017907871,0.05784438,0.024517734,0.13647152,69.0,0.0,0.8,0.13388656,0.5253165,0.16666667,0.0,78.0,25.0,0.22996673,68.0
wick_body_ratio,0.003209744,0.000752952,0.013682755,11.0,2.4494898,49.398045,13.769899,3.2713878,57.96015,0.0038020115,0.00084179215,0.017172044,0.038014032,0.0140182935,0.10308435,79.5,0.0,0.8,0.07332804,0.6677215,0.0,0.42672604,115.5,17.5,0.2285971,69.0
flow_persistence,0.0026348536,0.00052122725,0.013319438,10.666667,1.3743685,82.78549,11.420463,2.0321624,64.181366,0.003029319,0.0005359431,0.017122665,0.030572778,0.009287109,0.10064431,78.0,0.0,0.8,0.05503664,0.79113925,0.0,0.0,146.0,11.0,0.22805497,70.0
z_vwap_24,0.004184117,0.0011785012,0.01485517,10.5,2.6299555,41.92086,17.402819,4.1646867,72.7205,0.004867577,0.0011591873,0.020439586,0.04700905,0.011589483,0.19067724,64.0,0.0,0.8,0.104329854,0.5506329,0.0,0.64013255,81.5,23.666666,0.22704628,71.0
rsi_slope_G_VOL_0,0.0022297294,0.00070527295,0.007049318,6.1666665,1.5723302,24.185617,9.601616,2.7429528,33.61014,0.0027124805,0.00082580105,0.008909592,0.025811473,0.010425658,0.06390312,153.0,0.0,0.8,0.042146727,0.75,0.0,0.32296804,148.5,13.166667,0.2268291,72.0
ffd_diff_2_04,0.0010761317,0.0006722576,0.0017226423,4.0,1.7320508,9.237604,4.7719874,2.943987,7.7350426,0.0013006354,0.0008670046,0.0019511459,0.010557408,0.010530193,0.007056463,199.0,0.0,0.8,0.005442487,0.75,0.0,0.7041888,189.0,13.166667,0.22570282,73.0
vp_dist_hvn_below_atr,0.0051112776,0.0013841338,0.018874735,17.5,4.5734744,66.96222,21.438215,6.755141,68.03664,0.0061732046,0.0017652025,0.021588715,0.062414512,0.026600009,0.14645,49.5,0.0,0.8,0.1338295,0.5063291,0.16666667,0.0,73.0,26.0,0.22518852,74.0
ffd_atr_expansion_06,0.0046949475,0.001180202,0.018676912,15.666667,2.8087165,87.38669,18.759638,3.8933294,90.39154,0.005344698,0.0012517066,0.02282148,0.05120739,0.011709495,0.22393763,44.5,0.0,0.8,0.12058304,0.6329114,0.0,0.0,81.0,19.333334,0.22454852,75.0
compression_score,0.0019198549,0.0006126614,0.006016117,10.333333,2.8674417,37.237995,8.683199,1.9991735,37.714554,0.0023813217,0.0006216722,0.009121678,0.022374721,0.009101692,0.055003855,160.0,0.0,0.8,0.03228739,0.8164557,0.0,0.0,170.5,9.666667,0.221872,76.0
dir_path_risk_short_2h,0.0032312414,0.0006418608,0.016266644,15.0,2.081666,108.0865,14.440403,2.440023,85.46036,0.0037154173,0.0006622851,0.020843482,0.038433462,0.007412356,0.19927956,56.0,0.0,0.8,0.074012026,0.721519,0.0,0.0,115.5,14.666667,0.22108637,77.0
vp_dist_lvn_below_atr,0.0041980026,0.00068281306,0.02580974,14.666667,2.4944382,86.2363,16.417826,2.4683802,109.199135,0.0050195977,0.00066144904,0.038092673,0.04413384,0.0074035143,0.2630907,28.0,0.0,0.8,0.10477165,0.6455696,0.0,0.0,94.5,18.666666,0.21901682,78.0
trend_strength_vs_reversion,0.001982615,0.00052569207,0.0074773096,8.333333,2.0548046,33.79613,8.189423,2.032756,32.992966,0.0022598896,0.0006005917,0.008503448,0.019556755,0.0048392387,0.07903447,149.0,0.0,0.8,0.03428424,0.79746836,0.0,0.0,171.0,10.666667,0.21822342,79.0
range_24h_pct,0.001416693,0.00062568265,0.003207727,6.0,1.7320508,20.784609,6.3210115,2.7525346,14.5157795,0.0016336648,0.00064705993,0.004124596,0.0148088075,0.007518901,0.029166602,194.0,0.0,0.8,0.01627819,0.76265824,0.0,0.34213853,190.5,12.5,0.21672449,80.0
trend_strength_percentile,0.005631873,0.0021049439,0.015068331,18.333334,4.346135,77.33564,22.985891,8.281798,63.796673,0.006550423,0.002410005,0.017804127,0.06783687,0.034111608,0.13490543,68.0,0.0,0.8,0.15039338,0.32911393,0.33333334,0.0,53.5,35.333332,0.21499485,81.0
decel_8,0.0034118963,0.0011645495,0.009996171,14.0,3.8729835,50.606983,14.485479,4.271053,49.128197,0.0038549239,0.0012934327,0.011489148,0.038033493,0.009766697,0.14811012,120.0,0.0,0.8,0.079759955,0.4841772,0.0,1.0,129.0,27.166666,0.21491228,82.0
loc_swing_range_pos_24,0.0029297448,0.0006710035,0.012791892,11.0,2.6457512,45.7337,12.361107,2.6095626,58.552708,0.0034792935,0.0007846705,0.015427475,0.03262579,0.01122982,0.09478713,84.0,0.0,0.8,0.06441925,0.693038,0.0,0.0,126.0,16.166666,0.20869008,83.0
range_pct,0.003149605,0.0005831274,0.017011741,11.5,2.0615528,64.15067,12.442961,1.6301882,94.9751,0.003748697,0.0006226783,0.0225682,0.03247303,0.0060061077,0.1755709,49.5,0.0,0.8,0.07141458,0.6772152,0.0,0.0,130.5,17.0,0.20858184,84.0
climax_range_24,0.0061895195,0.0022563671,0.016978687,18.333334,4.1499667,80.99128,23.910341,8.696859,65.736885,0.007049359,0.0026320282,0.01888029,0.06405947,0.016976736,0.24171995,60.0,0.0,0.8,0.16813613,0.3607595,0.16666667,0.0,67.0,33.666668,0.20766476,85.0
trend_retest_success_rate,0.0015344988,0.0009865541,0.0023867788,7.6666665,3.2998316,17.812357,6.865809,4.660453,10.114754,0.0018523524,0.0011990501,0.0028616067,0.016594354,0.0130845215,0.021045676,197.0,0.0,0.8,0.02002644,0.59810126,0.0,0.84633523,189.5,21.166666,0.20285662,86.0
slope,0.002350979,0.00050234044,0.011002702,9.0,2.0,40.5,10.651211,2.7003877,42.011856,0.0027807062,0.00066329585,0.011657432,0.02817358,0.009923928,0.07998352,115.0,0.0,0.8,0.04600455,0.5727848,0.0,0.6853191,141.5,22.5,0.20276466,87.0
rsi_1h_slope,0.0031772545,0.00061451376,0.016427534,12.666667,0.74535596,215.2588,13.095605,2.8302846,60.592804,0.0036198143,0.00074663124,0.017549567,0.0359051,0.012968747,0.09940638,65.0,0.0,0.8,0.07229432,0.5759494,0.0,0.3387218,133.5,22.333334,0.2006853,88.0
stall_x_flow,0.004163892,0.0013785207,0.012577247,17.5,3.1490738,97.25082,18.611813,6.4286485,53.88373,0.0049684322,0.0018112991,0.013628515,0.052739535,0.022140892,0.1256254,99.0,0.0,0.8,0.10368635,0.46518987,0.16666667,0.0,89.5,28.166666,0.19832496,89.0
range_16h_pct,0.0036680382,0.00097299076,0.013827988,13.166667,2.5440562,68.143585,15.536601,3.2515075,74.238174,0.004224239,0.0009860584,0.01809649,0.04231488,0.014238401,0.12575491,71.5,0.0,0.8,0.087909676,0.5,0.0,0.49931678,105.0,26.333334,0.19831616,90.0
vp_accept_hvn_touchrate,0.0040078787,0.001278427,0.012564733,13.166667,3.578485,48.445393,18.070276,5.4133053,60.3208,0.0049828026,0.0014778551,0.01680024,0.049426373,0.016078848,0.15193665,86.0,0.0,0.8,0.09872244,0.443038,0.16666667,0.15240918,88.0,29.333334,0.1976773,91.0
