fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,-0.2724176,0.3125859,-1.0,-3.017165909113828e-05,-5.975996577944897e-07
1,-0.2713396,0.3114239,-1.0,-3.0488612537737936e-05,-6.063545367851471e-07
2,-0.27719954,0.3138273,-1.0,-3.1675568607170135e-05,-6.173166525513807e-07
