fold_id,seed,group,gain,split
0,42,location,5.231133796274662,14
0,42,regime,16.446780741214752,53
1,42,location,3.7273488994687796,16
1,42,regime,25.256512413572636,71
2,42,location,112.59504343839762,387
2,42,regime,375.78521398288103,1510
