fold_id,seed,group,gain,split
0,42,location,6663.466,878.0
0,42,regime,17932.77,2494.0
1,42,location,3603.9434,279.0
1,42,regime,11272.324,653.0
2,42,location,3328.492,177.0
2,42,regime,10300.584,335.0
3,42,location,3656.6008,235.0
3,42,regime,13308.246,562.0
4,42,location,7171.83,1100.0
4,42,regime,21372.664,2902.0
