canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(loc_prior_bar_pos_48>0.49999768)|(asset_atr_level_pct>0.42391634&mark_vs_perp_bps<=0.79185748),3,3,location|regime,asset_state|perp_tradeability,context,asset_state|context|perp_tradeability
(*)|(loc_range_pos_24>0.11748132)|(asset_atr_level_pct<=0.8645125&mark_vs_perp_bps>0.79185748&range_24h_pct>0.040825918&up_down_semivol_ratio_tanh<=0.37013716),5,5,location|regime,asset_state|compression|path_structure|perp_tradeability,context,asset_state|compression|context|path_structure|perp_tradeability
(*)|(loc_range_pos_24>0.11748132)|(asset_atr_level_pct<=0.8645125&mark_vs_perp_bps>0.79185748&range_24h_pct>0.040825918&up_down_semivol_ratio_tanh>0.37013716),5,5,location|regime,asset_state|compression|path_structure|perp_tradeability,context,asset_state|compression|context|path_structure|perp_tradeability
(*)|(loc_ema_stack_pos_48<=0.29557091)|(asset_atr_level_pct>0.69424558&mark_perp_dislocation<=0.0019921078),3,3,location|regime,asset_state|perp_tradeability,trend,asset_state|perp_tradeability|trend
(*)|(oiw_z_delta_entry_dist_14d_atr<=-0.57415497)|(mark_perp_dislocation>0.0019921078&range_24h_pct>0.052354846),3,3,location|regime,compression|perp_tradeability,open_interest_location,compression|open_interest_location|perp_tradeability
(*)|(*)|(compression_ratio<=-0.14825396&mark_vs_perp_bps<=0.87548792&range_24h_pct<=0.081015237&range_24h_pct>0.033884685),4,4,regime,compression|perp_tradeability|volatility_term_structure,,compression|perp_tradeability|volatility_term_structure
(*)|(*)|(mark_vs_perp_bps>0.87548792&price_rv_15d_robust_z<=0.14464533&price_trend_7d_vol_norm<=-0.030884974&range_24h_pct>0.033884685),4,4,regime,compression|open_interest|perp_tradeability,,compression|open_interest|perp_tradeability
(*)|(*)|(asset_atr_level_pct<=0.65679693&mark_vs_perp_bps<=-1.8576363&ob_depth_mkt_resid>0.027703023),3,3,regime,asset_state|perp_tradeability|residual,,asset_state|perp_tradeability|residual
(*)|(zscore_price_200>-0.7855143)|(asset_atr_level_pct<=0.7533145&efficiency_ratio_20<=-0.32578599&mark_vs_perp_bps>-1.8576363),4,4,location|regime,asset_state|path_structure|perp_tradeability,context,asset_state|context|path_structure|perp_tradeability
(*)|(*)|(asset_atr_level_pct>0.7533145&mark_vs_perp_bps>-1.8576363),2,2,regime,asset_state|perp_tradeability,,asset_state|perp_tradeability
(*)|(zscore_price_50<=-0.88842171)|(price_trend_15d_vol_norm>-0.066346556&prior_volatility<=0.58640319),3,3,location|regime,context|open_interest,context,context|open_interest
(*)|(zscore_price_50>-0.88842171)|(funding_persistence<=0.54464287&prior_volatility<=0.58640319&range_24h_pct>0.04157427&xasset_ob_liquidity_peer_resid<=0.07696604),5,5,location|regime,compression|context|funding|residual,context,compression|context|funding|residual
(*)|(zscore_price_50>-0.88842171)|(dist_oiw_signed_delta_12h_atr<=0.067625634&prior_volatility<=0.58640319&xasset_ob_liquidity_peer_resid>0.07696604),4,4,location|regime,context|perp_tradeability|residual,context,context|perp_tradeability|residual
(*)|(*)|(mark_vs_perp_bps<=1.3568407&ob_spread_z_24h<=-0.21973926&range_24h_pct<=0.12357233&range_24h_pct>0.05600458),4,4,regime,compression|orderbook|perp_tradeability,,compression|orderbook|perp_tradeability
(*)|(dist_ema200_atr>-0.045457251)|(mark_vs_perp_bps>1.3568407&price_rv_10d_robust_z<=0.072083995&range_24h_pct>0.05600458),4,4,location|regime,compression|open_interest|perp_tradeability,context,compression|context|open_interest|perp_tradeability
(*)|(dist_ema200_atr>-0.045457251)|(mark_vs_perp_bps>1.3568407&price_rv_10d_robust_z>0.072083995&range_24h_pct>0.05600458),4,4,location|regime,compression|open_interest|perp_tradeability,context,compression|context|open_interest|perp_tradeability
(*)|(*)|(mark_vs_perp_bps<=0.82691145&ob_imbalance_mkt_resid>-2.5014901&prior_range<=0.28183848&xasset_funding_ts_resid>-0.18973148),4,4,regime,context|perp_tradeability|residual,,context|perp_tradeability|residual
(*)|(oiw_intensity_entry_dist_7d_atr>-1.0465102)|(dist_funding_pressure_price_96h_atr>-0.60181475&mark_vs_perp_bps>0.82691145&oi_vol_15d_robust_z>-0.24166724&rolling_range_20>-0.78198773),5,5,location|regime,compression|open_interest|perp_tradeability,open_interest_location,compression|open_interest|open_interest_location|perp_tradeability
(*)|(*)|(mark_perp_dislocation<=-0.0040521245&ob_depth_z_10bps>-0.26497281&range_24h_pct>0.037652738),3,3,regime,compression|orderbook|perp_tradeability,,compression|orderbook|perp_tradeability
