fold_id,seed,regime_family,gain,split
0,42,asset_relative_funding,74.8282,19.0
0,42,asset_state,1585.4305,98.0
0,42,compression,1858.7104,109.0
0,42,context,360.4547,46.0
0,42,crowding,92.08393,29.0
0,42,funding,656.9218,146.0
0,42,liquidity,260.30933,72.0
0,42,momentum,428.2263,77.0
0,42,open_interest,3943.579,721.0
0,42,orderbook,219.06592,40.0
0,42,path_structure,831.42993,147.0
0,42,perp_tradeability,4880.3887,586.0
0,42,residual,1818.8549,244.0
0,42,trend,196.77942,43.0
0,42,volatility,93.08068,25.0
0,42,volatility_term_structure,632.6256,92.0
1,42,asset_relative_funding,37.65705,8.0
1,42,asset_state,1344.403,48.0
1,42,compression,1524.0111,56.0
1,42,context,206.22704,9.0
1,42,crowding,4.48142,2.0
1,42,funding,93.185974,17.0
1,42,liquidity,33.07056,10.0
1,42,momentum,100.01695,13.0
1,42,open_interest,1285.358,162.0
1,42,orderbook,376.87512,12.0
1,42,path_structure,360.19537,39.0
1,42,perp_tradeability,3462.8179,159.0
1,42,residual,2124.7195,74.0
1,42,trend,118.08241,21.0
1,42,volatility,15.069571,3.0
1,42,volatility_term_structure,186.15349,20.0
2,42,asset_relative_funding,2.939456,2.0
2,42,asset_state,845.93823,28.0
2,42,compression,1147.0657,34.0
2,42,context,226.45306,13.0
2,42,crowding,0.041596,1.0
2,42,funding,21.79137,6.0
2,42,liquidity,10.648285,4.0
2,42,momentum,14.20529,2.0
2,42,open_interest,260.57828,44.0
2,42,orderbook,538.3348,11.0
2,42,path_structure,216.95515,22.0
2,42,perp_tradeability,4010.913,96.0
2,42,residual,2898.0137,53.0
2,42,trend,68.68085,9.0
2,42,volatility,1.847216,2.0
2,42,volatility_term_structure,36.17791,8.0
3,42,asset_relative_funding,2.08661,1.0
3,42,asset_state,853.6659,35.0
3,42,compression,1853.712,35.0
3,42,context,235.00618,19.0
3,42,crowding,3.13659,1.0
3,42,funding,15.598638,7.0
3,42,liquidity,37.21972,10.0
3,42,momentum,43.35058,7.0
3,42,open_interest,746.5505,115.0
3,42,orderbook,652.67706,20.0
3,42,path_structure,257.90295,25.0
3,42,perp_tradeability,4296.7227,160.0
3,42,residual,4010.9907,78.0
3,42,trend,197.90485,28.0
3,42,volatility,25.699062,6.0
3,42,volatility_term_structure,76.02245,15.0
4,42,asset_relative_funding,38.261627,21.0
4,42,asset_state,973.22876,105.0
4,42,compression,2210.6348,151.0
4,42,context,445.26004,75.0
4,42,crowding,123.04324,44.0
4,42,funding,306.60617,124.0
4,42,liquidity,291.98114,98.0
4,42,momentum,241.00658,61.0
4,42,open_interest,3047.0332,803.0
4,42,orderbook,940.3095,64.0
4,42,path_structure,677.07245,167.0
4,42,perp_tradeability,6330.564,658.0
4,42,residual,4942.5757,331.0
4,42,trend,366.977,73.0
4,42,volatility,141.58646,38.0
4,42,volatility_term_structure,296.5219,89.0
