fold_id,seed,group,used_feature_count,split_count
0,42,location,44,878
0,42,regime,129,2494
1,42,location,39,279
1,42,regime,108,653
2,42,location,36,177
2,42,regime,86,335
3,42,location,38,235
3,42,regime,105,562
4,42,location,44,1100
4,42,regime,128,2902
