,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
dist_vwap_96_atr,0.02112997,0.0039024625,0.11440869,43.833332,3.5316033,544.04785,64.186356,12.493504,329.7624,0.021006193,0.0041704257,0.105806984,0.3382975,0.056841195,2.0134196,1.0,0.6666667,0.5,1.0,0.9869792,1.0,0.0,2.5,0.8333333,0.9467448,1.0
rsi_slope_G_VOL_1,0.0145607935,0.006893854,0.030754454,26.666666,8.013877,88.73497,44.383934,21.464216,91.77757,0.013948535,0.006676808,0.029139914,0.22508854,0.09477302,0.53459156,22.0,0.6666667,0.6666667,0.66704756,0.8515625,1.0,0.0,11.0,9.5,0.7297667,2.0
excess_12h,0.013578896,0.0023121366,0.07974721,30.5,4.2328086,219.77135,43.17313,6.40948,290.80658,0.013092931,0.0019251083,0.08904686,0.2280414,0.044062704,1.1802016,2.0,1.0,1.0,0.617281,0.9453125,1.0,0.0,5.5,3.5,0.7258327,3.0
press_24,0.012637742,0.0024351378,0.06558664,31.666666,4.9888763,201.00273,41.89259,9.062516,193.65361,0.012383655,0.002673378,0.05736372,0.22504349,0.07717958,0.65619135,4.5,0.6666667,0.5,0.5695795,0.9375,1.0,0.0,9.5,4.0,0.69764376,4.0
trend_retest_success_rate,0.013060148,0.006088392,0.028015193,30.833334,8.933395,106.42028,42.90377,18.878939,97.50195,0.012649658,0.005868214,0.027267896,0.22903506,0.108917944,0.48162,27.0,0.6666667,0.5,0.59098876,0.8723958,1.0,0.0,12.0,8.166667,0.6931428,5.0
rsi_slope,0.012324394,0.0022601401,0.0672041,30.5,4.9916596,186.36086,40.29778,8.76732,185.22319,0.012091653,0.0025791856,0.05668769,0.20670015,0.031503316,1.3562049,4.5,0.6666667,0.6666667,0.55369776,0.9375,1.0,0.0,7.5,4.0,0.6889088,6.0
asym_ft,0.013601369,0.005326409,0.034732074,35.166668,12.293856,100.59451,45.511364,20.126303,102.91429,0.013411121,0.0063732723,0.028220695,0.2279297,0.08933817,0.58152014,16.0,0.0,0.33333334,0.61842,0.7864583,0.8333333,0.0,7.5,13.666667,0.6617456,7.0
dir_path_short_2h,0.012724943,0.0061119203,0.026493175,30.833334,9.581522,99.22166,41.302174,19.865467,85.8711,0.012626667,0.00690666,0.023083908,0.21312466,0.09972237,0.45548576,32.0,0.0,0.5,0.5739992,0.7760417,0.8333333,0.0,13.5,14.333333,0.63471,8.0
ft_2,0.010311204,0.002271342,0.04680974,33.333332,4.9216075,225.76183,34.969677,6.7105026,182.23349,0.009996427,0.0022543937,0.04432613,0.18186596,0.036687378,0.9015424,8.0,0.33333334,0.5,0.45166114,0.9348958,1.0,0.0,13.5,4.1666665,0.6321376,9.0
zscore_price_50,0.009294257,0.0016587521,0.05207723,24.0,4.041452,142.52304,30.149633,5.0351267,180.5318,0.0090095615,0.0016373888,0.049574174,0.15576328,0.026248649,0.9243219,7.0,0.33333334,0.5,0.4001181,0.8880208,1.0,0.0,20.5,7.1666665,0.5920702,10.0
vp_in_hvn_above_zone,0.011148756,0.0063420143,0.019598626,27.666666,10.450944,73.24166,36.23006,16.887241,77.72835,0.010252888,0.0053082253,0.019803552,0.18864258,0.10057543,0.3538242,51.0,0.0,0.5,0.4941117,0.7291667,0.6666667,0.0,14.5,17.333334,0.5540531,11.0
align,0.009491254,0.002937826,0.030663457,27.0,6.2182527,117.235504,33.17037,10.292234,106.903244,0.009295298,0.002847423,0.030344127,0.17426717,0.060966082,0.49813017,21.0,0.6666667,0.8333333,0.41010273,0.734375,0.8333333,0.0,13.5,17.0,0.53415024,12.0
vp_dist_poc_atr,0.009585276,0.0026522144,0.034641813,20.5,5.315073,79.06759,27.242779,7.9454226,93.40837,0.008816097,0.002653423,0.029291812,0.13812037,0.035944395,0.530743,18.0,0.6666667,0.0,0.41486818,0.7526042,0.6666667,0.0,29.0,15.833333,0.5163286,13.0
rsi_slope_base,0.00837702,0.0015750659,0.04455335,22.666666,2.748737,186.91412,27.232252,4.842621,153.1393,0.007937265,0.0013644211,0.046173554,0.13992953,0.030941276,0.6328205,9.0,0.0,0.5,0.35362887,0.84375,0.6666667,0.0,26.0,10.0,0.5054334,14.0
trapped_longs_24,0.008750939,0.0020523553,0.037312705,20.666666,3.3993464,125.64507,26.737627,6.9726396,102.52942,0.00811742,0.0021461684,0.030702392,0.13347736,0.03290617,0.54142445,14.0,0.0,0.5,0.37258056,0.6979167,0.8333333,0.0,24.0,19.333334,0.50439847,15.0
up_vol,0.007988809,0.0009408324,0.06783467,19.333334,1.9720266,189.53993,24.905249,3.2593935,190.30272,0.007532939,0.00079766306,0.07113927,0.12663548,0.015134872,1.0595757,3.0,0.6666667,0.5,0.33395272,0.8515625,0.6666667,0.0,31.0,9.5,0.49656463,16.0
jump_rate_10h,0.0078121927,0.0015632957,0.03903955,19.0,1.9148542,188.52611,25.070059,4.9000993,128.26431,0.00747538,0.0016140129,0.034622587,0.1285884,0.029903494,0.5529446,10.0,0.6666667,0.5,0.32500112,0.7994792,0.6666667,0.0,27.5,12.833333,0.4786204,17.0
clv_collapse,0.0073200488,0.0016897381,0.031710897,28.166666,2.3392782,339.14783,26.070278,6.264475,108.49425,0.007189907,0.0017514478,0.029515445,0.12983128,0.02008736,0.83914274,19.0,0.0,0.5,0.30005726,0.75,0.8333333,0.0,30.0,16.0,0.4775315,18.0
dist_vwap_24_atr,0.00848625,0.0029899864,0.024085876,21.666666,5.436502,86.35046,27.233719,10.019113,74.02606,0.008454466,0.0032257293,0.02215871,0.13352731,0.04647379,0.38364723,36.0,0.0,0.5,0.3591651,0.5286458,0.8333333,0.0,19.5,30.166666,0.45470226,19.0
dir_path_risk_skew_2h,0.009059624,0.0029829785,0.027515044,25.833334,6.6185765,100.83152,28.49346,9.329943,87.01846,0.008575317,0.0031000476,0.023720946,0.14322095,0.03950402,0.5192443,31.0,0.0,0.5,0.38822597,0.6640625,0.5,0.0,30.0,21.5,0.4545399,20.0
atr_expansion,0.006665687,0.0013400615,0.033156227,18.666666,0.94280905,369.58115,23.599363,2.6669636,208.82547,0.006475122,0.0007576815,0.05533619,0.12292836,0.032925837,0.45895207,12.0,0.0,0.5,0.26689157,0.8411458,0.5,0.41976726,39.5,10.166667,0.4530652,21.0
stall_x_flow,0.0087319035,0.0036631916,0.020814126,22.0,8.0,60.5,28.224882,10.78289,73.88037,0.008323582,0.0034610564,0.020017592,0.14781196,0.06615499,0.33026043,46.5,0.0,0.5,0.3716158,0.5859375,0.6666667,0.0,27.5,26.5,0.45087308,22.0
