regime_families_combo,count
trend|volatility,2732
volatility,1171
trend|volatility|volatility_term_structure,262
volatility|volatility_term_structure,79
trend,76
trend|volatility_term_structure,16
compression|trend|volatility,11
,10
volatility_term_structure,3
compression|volatility,1
