fold_id,seed,group,gain,split
0,42,location,4.86612,2.0
0,42,regime,1.9855016,5.0
1,42,location,14.133038,39.0
1,42,regime,41.090473,103.0
2,42,location,65.662285,523.0
2,42,regime,186.51987,1571.0
