fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon,total_splits,total_gain,is_healthy_fold,health_reason
0,42,1,0.004804758825494628,6,64,50,quantile,0.35,quantile,quantile,returns_target,3,7,6.8516216,False,low_iterations_or_gain
1,42,17,0.003891311281311306,6,64,62,quantile,0.35,quantile,quantile,returns_target,3,142,55.22351,True,healthy
2,42,255,0.0038647388404042015,6,64,64,quantile,0.35,quantile,quantile,returns_target,3,2094,252.18214,True,healthy
