fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,-0.00014755022,0.012922596,-0.038960356,-9.706014e-12,0.034308307
1,-0.00016268715,0.012678513,-0.038945366,0.0,0.033736262
2,-0.00021785815,0.012447989,-0.039022997,0.0,0.033249497
3,-0.00015852186,0.012051291,-0.03821304,0.0,0.03260108
