fold_id,seed,group,used_feature_count,split_count
0,42,location,41,288
0,42,regime,192,1377
1,42,location,26,90
1,42,regime,118,382
2,42,location,41,252
2,42,regime,178,1042
3,42,location,44,923
3,42,regime,210,4370
