canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_ema200_atr<=-0.27683654&dist_prior_day_high>-0.4638699)|(*),2,2,location,,context,context
(*)|(dist_ema200_atr>-0.27683654&pullback_depth<=-0.23655862)|(volume_zscore_48h<=-0.18363057),3,3,location|regime,liquidity,context,context|liquidity
(*)|(dist_ema200_atr>-0.27683654&pullback_depth>-0.23655862)|(volume_zscore_48h<=-0.18363057),3,3,location|regime,liquidity,context,context|liquidity
(*)|(dist_ema200_atr>-0.27683654&dist_prior_day_low>0.085808352&loc_swing_range_pos_24<=0.39351267)|(efficiency_ratio_20<=0.25567356&range_expansion_ratio<=0.32755265&volume_zscore_48h>-0.18363057),6,6,location|regime,liquidity|path_structure|volatility_term_structure,context,context|liquidity|path_structure|volatility_term_structure
(*)|(dist_ema200_atr>-0.27683654&dist_prior_day_low>0.085808352&loc_swing_range_pos_24<=0.39351267)|(efficiency_ratio_20>0.25567356&range_expansion_ratio<=0.32755265&volume_zscore_48h>-0.18363057),6,6,location|regime,liquidity|path_structure|volatility_term_structure,context,context|liquidity|path_structure|volatility_term_structure
(*)|(loc_prev_week_range_pos_24<=-0.28033876)|(prior_range>-0.51110935),2,2,location|regime,context,context,context
(*)|(loc_prev_week_range_pos_24>-0.28033876&loc_pullback_depth_24<=-0.21627742&loc_range_pos_24<=-0.20463544)|(volume_zscore_48h<=-0.19132763),4,4,location|regime,liquidity,context|path_structure,context|liquidity|path_structure
(*)|(dist_ema50_atr<=0.075757973&dist_prior_day_high>-0.16666661&loc_prev_week_range_pos_24<=-0.10213557&loc_prev_week_range_pos_24>-0.28033876)|(volume_zscore_48h>-0.19132763),5,5,location|regime,liquidity,context,context|liquidity
(*)|(dist_ema50_atr<=0.075757973&dist_rolling_7d_high<=-0.058558375&loc_prev_week_range_pos_24>-0.10213557)|(volume_zscore_48h>-0.19132763),4,4,location|regime,liquidity,context,context|liquidity
(*)|(dist_ema50_atr<=0.075757973&dist_rolling_7d_high>-0.058558375&loc_prev_week_range_pos_24>-0.10213557)|(volume_zscore_48h>-0.19132763),4,4,location|regime,liquidity,context,context|liquidity
