canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_prior_day_high<=0.020318132&dist_rolling_7d_high<=0.1469927&loc_range_pos_24>0.84612453)|(atr_compression_ratio<=1.4378483),4,4,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(dist_prior_day_high>0.020318132&dist_rolling_7d_high<=0.1469927)|(atr_compression_ratio<=0.030296424&realized_volatility_24h<=1.6295246),4,4,location|regime,volatility|volatility_term_structure,context,context|volatility|volatility_term_structure
(*)|(dist_prior_day_high>0.020318132&dist_rolling_7d_high<=0.1469927)|(atr_compression_ratio<=1.4378483&atr_compression_ratio>0.030296424&realized_volatility_24h<=1.6295246),5,5,location|regime,volatility|volatility_term_structure,context,context|volatility|volatility_term_structure
(*)|(dist_prior_day_high>0.020318132&dist_rolling_7d_high<=0.1469927)|(atr_compression_ratio<=1.4378483&realized_volatility_24h>1.6295246),4,4,location|regime,volatility|volatility_term_structure,context,context|volatility|volatility_term_structure
(*)|(dist_rolling_7d_high<=0.1469927)|(atr_compression_ratio>1.4378483&realized_volatility_24h<=0.77108729),3,3,location|regime,volatility|volatility_term_structure,context,context|volatility|volatility_term_structure
(*)|(dist_rolling_7d_high<=0.1469927)|(atr_compression_ratio>1.4378483&realized_volatility_24h>0.77108729),3,3,location|regime,volatility|volatility_term_structure,context,context|volatility|volatility_term_structure
(*)|(dist_rolling_7d_high>0.1469927)|(atr_percentile<=-1.7790407),2,2,location|regime,compression,context,compression|context
(*)|(dist_rolling_7d_high>0.1469927)|(amihud_illiq<=0.29486331&atr_percentile>-1.7790407),3,3,location|regime,compression|liquidity,context,compression|context|liquidity
(*)|(dist_rolling_7d_high>0.1469927)|(amihud_illiq>0.29486331&atr_percentile>-1.7790407),3,3,location|regime,compression|liquidity,context,compression|context|liquidity
(*)|(distance_to_ema>-0.28261706)|(compression_ratio<=-0.34598789),2,2,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(dist_rolling_7d_high<=0.12717558)|(compression_ratio<=0.048938561&compression_ratio>-0.34598789),3,3,location|regime,volatility_term_structure,context,context|volatility_term_structure
(*)|(dist_range_mid_atr<=0.000029225484&dist_rolling_7d_high<=0.12717558)|(bollinger_band_width<=-0.0064745983&compression_ratio>0.048938561),4,4,location|regime,compression|volatility_term_structure,context,compression|context|volatility_term_structure
(*)|(dist_range_mid_atr<=0.000029225484&dist_rolling_7d_high<=0.12717558)|(bollinger_band_width>-0.0064745983&compression_ratio>0.048938561),4,4,location|regime,compression|volatility_term_structure,context,compression|context|volatility_term_structure
(*)|(dist_range_mid_atr>0.000029225484&dist_rolling_7d_high<=0.12717558)|(compression_ratio>0.048938561&up_down_semivol_ratio_tanh<=-0.10129531),4,4,location|regime,path_structure|volatility_term_structure,context,context|path_structure|volatility_term_structure
(*)|(dist_range_mid_atr>0.000029225484&dist_rolling_7d_high<=0.12717558)|(compression_ratio>0.048938561&up_down_semivol_ratio_tanh>-0.10129531),4,4,location|regime,path_structure|volatility_term_structure,context,context|path_structure|volatility_term_structure
(*)|(dist_rolling_7d_high>0.12717558&loc_vwap_dev_z_24<=-0.62238127)|(compression_ratio>-0.34598789),3,3,location|regime,volatility_term_structure,context|liquidity,context|liquidity|volatility_term_structure
