canonical_key,source_tree,source_leaf,source_target,source_horizon,side,count,support_pct,mean_net_ret,shrunk_mean_net_ret,mean_uplift,shrunk_mean_uplift,tstat_net_ret,presence_freq,sign_consistency,support_score,diversity_score,cheap_score,rejection_reason,mean_baseline_ret,std_support_pct,unique_symbol_count,unique_day_count,max_single_symbol_share,max_single_day_share,discovery_count,accepted
(*)|(dist_ema200_atr<=-0.0053912001)|(choppiness_index_20>0.36799982),0,3,atr_norm_returns_target,5,long,139,0.11468646864686469,0.0060617602128776715,0.002166027428251919,0.006870485412171794,0.0024550063555061168,4.686639826389452,1.0,1.0,0.9422442244224423,0.5697841726618705,0.7764894995527574,a1_symbol_diversity_too_low,-0.0009502330258955644,0.018803418803418806,3,22,0.460431654676259,0.11510791366906475,1,False
(*)|(bars_in_high_vol_state_log_norm>-0.5534218&loc_pivot_ladder_pos_24<=0.24774085)|(compression_score<=0.82468253&range_expansion_ratio>0.16421768),14,4,atr_norm_returns_target,5,long,145,0.11963696369636964,0.0060085559713429415,0.002205672445176523,0.009455643349827647,0.003471058951202554,4.825459926344055,1.0,1.0,0.96996699669967,0.5862068965517242,0.7684263734885447,a1_symbol_diversity_too_low,-0.0009502330258955644,0.0461894586894587,3,23,0.42758620689655175,0.12413793103448276,1,False
(*)|(dist_rolling_7d_high<=0.21711458)|(compression_ratio<=0.2307786&compression_score<=-0.2346174&return_autocorr_48>-0.12404481&variance_ratio_10_48<=0.42755854&volume_percentile>-1.3351346),2,8,atr_norm_returns_target,5,long,149,0.12293729372937294,0.005160955374672909,0.0019272740622212116,0.006478929436013175,0.002419449839513692,4.884604516719009,1.0,1.0,0.9884488448844884,0.6120805369127518,0.7360857049178433,a1_symbol_diversity_too_low,-0.0009502330258955644,0.0505519943019943,3,19,0.37583892617449666,0.2483221476510067,1,False
(*)|(*)|(choppiness_index_20>0.51686114&compression_ratio<=-0.67858261&true_range_percentile<=0.83069295),22,1,atr_norm_returns_target,5,long,155,0.12788778877887788,0.003568336271470593,0.0013656595606862762,0.005534608417624346,0.002118183468473515,3.591158190710626,1.0,1.0,0.9838283828382839,0.5774193548387097,0.7045163697025324,a1_symbol_diversity_too_low,-0.0009502330258955644,0.013034188034188043,3,15,0.44516129032258067,0.2064516129032258,1,False
(*)|(*)|(up_down_semivol_ratio_tanh>0.88067192&volume_percentile<=-0.76111031),21,5,atr_norm_returns_target,5,long,120,0.09900990099009901,0.0065608481566111244,0.002127842645387392,0.007565666198135826,0.0024537295777737815,4.247109489235908,1.0,1.0,0.5544554455445544,0.4416666666666667,0.7027503768016539,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,-0.0009502330258955644,0.03278133903133903,3,22,0.7166666666666667,0.175,1,False
(*)|(zscore_price_200<=-0.92709273)|(compression_score<=0.81572312&compression_score>-0.25635391),14,3,atr_norm_returns_target,5,long,229,0.18894389438943895,0.0049399056809437845,0.002361666807799847,0.006226526155362938,0.002976773464672469,4.678604145885215,1.0,1.0,0.3419141914191418,0.5882096069868996,0.693183747704452,a1_symbol_diversity_too_low,-0.0009502330258955644,0.015064102564102566,3,24,0.42358078602620086,0.15283842794759825,1,False
(*)|(dist_ema200_atr<=0.0067020729&loc_pullback_depth_24>0.12733084&loc_pullback_depth_48<=0.35385701)|(up_down_semivol_ratio_tanh>0.080716155),29,7,atr_norm_returns_target,5,long,244,0.20132013201320131,0.005793181354882287,0.002861409414152385,0.0066392157956779736,0.003279288773573736,5.261692936637375,1.0,1.0,0.2726072607260726,0.49467213114754105,0.6926057706518288,a1_support_too_high|a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,-0.0009502330258955644,0.045014245014245,3,31,0.610655737704918,0.0860655737704918,1,False
(*)|(loc_swing_range_pos_48>-0.068921447)|(choppiness_index_20>0.53644359&compression_ratio<=-0.0090103159&compression_score<=0.65922117&rolling_range_20<=-0.95524001),13,4,atr_norm_returns_target,5,long,129,0.10643564356435643,0.004386078941729642,0.0014928870276599573,0.006010934829712123,0.002045938240192253,4.572101682047557,1.0,1.0,0.896039603960396,0.6139534883720931,0.6913922881157818,a1_symbol_diversity_too_low,-0.0009502330258955644,0.0071581196581196604,3,13,0.37209302325581395,0.1937984496124031,1,False
(*)|(loc_ema_stack_pos_48<=0.01561376)|(amihud_illiq>0.76767772&choppiness_index_20>0.39616272),6,6,atr_norm_returns_target,5,long,64,0.052805280528052806,0.01116868294775486,0.002276419454319462,0.012803164907603377,0.002609562274161198,7.447955488570208,1.0,1.0,0.2957095709570957,0.58125,0.6799730665479907,a1_symbol_diversity_too_low,-0.0009502330258955644,0.009330484330484327,3,19,0.4375,0.140625,1,False
(*)|(dist_ema200_atr<=-0.0063300179)|(choppiness_index_20>0.54130799),16,4,atr_norm_returns_target,5,long,81,0.06683168316831684,0.0074907887129136074,0.0018330933104108828,0.00834275679097755,0.0020415809669763795,5.080146264062902,1.0,1.0,0.37425742574257426,0.5098765432098766,0.6592242724525568,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,-0.0009502330258955644,0.001566951566951566,3,18,0.5802469135802469,0.13580246913580246,1,False
(*)|(bars_in_high_vol_state_log_norm>-0.5534218&loc_pivot_ladder_pos_24<=0.24774085)|(compression_score<=0.82468253&range_expansion_ratio<=0.16421768&return_autocorr_48>0.1371495&volatility_ratio_short_long<=-0.15301448),14,7,atr_norm_returns_target,5,long,131,0.10808580858085809,0.003712223231337453,0.0012763812160241634,0.00789046530478247,0.0027129946323530274,3.0425129481499056,1.0,1.0,0.9052805280528053,0.567175572519084,0.657141081680009,a1_symbol_diversity_too_low,-0.0009502330258955644,0.0659900284900285,3,17,0.46564885496183206,0.20610687022900764,1,False
(*)|(zscore_price_200>-0.74078959)|(bollinger_band_width>-0.004328684&volume_percentile<=-0.056436528),9,4,atr_norm_returns_target,5,long,103,0.08498349834983498,0.0063081366344563015,0.0018406177715269093,0.0068479281898617544,0.001998120689959662,3.462452287564232,1.0,1.0,0.4759075907590759,0.36990291262135916,0.6527817690183716,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,-0.0009502330258955644,0.002314814814814818,2,18,0.6601941747572816,0.17475728155339806,1,False
(*)|(zscore_price_50<=1.5129577)|(atr_compression_ratio<=-0.19129626&variance_ratio_10_48<=0.72435528&volume_autocorr_48<=1.1175874&volume_percentile>-0.8712095&volume_zscore_48h>-1.2260928),15,4,atr_norm_returns_target,5,long,193,0.15924092409240925,0.003937264489386366,0.001715331933299252,0.005908434922789792,0.002574103702253792,3.943657877393611,1.0,1.0,0.5082508250825082,0.6160621761658032,0.6462659994591968,a1_symbol_diversity_too_low,-0.0009502330258955644,0.03379629629629629,3,24,0.36787564766839376,0.15025906735751296,1,False
(*)|(zscore_price_200<=-1.1228886)|(ema20_slope_5h>-0.55276501),3,2,atr_norm_returns_target,5,long,224,0.1848184818481848,0.0033537716205630985,0.0015849047320804516,0.0042965794347936395,0.0020304510409151376,3.5262630552566034,1.0,1.0,0.3650165016501651,0.5678571428571428,0.6411425118354692,a1_symbol_diversity_too_low,-0.0009502330258955644,0.009277065527065531,3,19,0.4642857142857143,0.17410714285714285,1,False
(*)|(loc_prev_week_range_pos_24<=0.71675646)|(realized_volatility_24h>1.2690152&volume_trend_48<=1.0576817),30,3,atr_norm_returns_target,5,long,64,0.052805280528052806,0.009879836812615395,0.0020137247006604625,0.01082809924864046,0.0022070011207420046,5.431831941535821,1.0,1.0,0.2957095709570957,0.38125,0.6409645938428754,a1_symbol_diversity_too_low|a1_day_diversity_too_low|a1_day_concentration_too_high,-0.0009502330258955644,0.009330484330484327,3,6,0.4375,0.4375,1,False
(*)|(loc_prior_bar_pos_24>-0.10000121&loc_pullback_depth_48<=0.25157484&zscore_price_200<=-0.97894061)|(*),9,11,atr_norm_returns_target,5,long,128,0.10561056105610561,0.003521124366670847,0.0011923384098779586,0.004471357392566411,0.0015141104398108483,2.487341917894058,1.0,1.0,0.8914191419141915,0.55,0.6348607280325598,a1_symbol_diversity_too_low,-0.0009502330258955644,0.033048433048433044,3,19,0.5,0.140625,1,False
(*)|(loc_session_pos_24>0.46513683)|(range_expansion_ratio>-0.44341308&variance_ratio_10_48<=0.99631149&volume_autocorr_48<=1.0956192&volume_zscore_48h<=0.45203149),20,5,atr_norm_returns_target,5,long,171,0.14108910891089108,0.0036521076458936545,0.0014833976423938597,0.0038306496393028006,0.0015559170743961494,2.6764784969533393,1.0,0.5,0.9099009900990098,0.5777777777777778,0.6298356708512007,a1_sign_consistency_too_low|a1_symbol_diversity_too_low,-0.0009502330258955644,0.0036858974358974367,3,29,0.4444444444444444,0.09941520467836257,1,False
(*)|(*)|(return_autocorr_48>1.4351767),10,1,atr_norm_returns_target,5,long,90,0.07425742574257425,0.006094294786453247,0.001613195678767036,0.0047307220023004954,0.0012522499417854252,4.709386564206572,1.0,0.5,0.4158415841584158,0.6166666666666667,0.6271785334288348,a1_sign_consistency_too_low|a1_symbol_diversity_too_low,-0.0009502330258955644,0.016328347578347578,3,15,0.36666666666666664,0.17777777777777778,1,False
(*)|(*)|(volatility_ratio_short_long<=-0.089618541&volume_autocorr_48>0.93772691),5,2,atr_norm_returns_target,5,long,107,0.08828382838283828,0.0038007135703184893,0.0011391494454455976,0.004445413321244406,0.001332378782557847,3.5101359188168666,1.0,1.0,0.49438943894389437,0.5242990654205608,0.609210731937035,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,-0.0009502330258955644,0.037517806267806264,3,14,0.5514018691588785,0.205607476635514,1,False
(*)|(*)|(range_24h_pct<=0.033978224&volume_zscore_48h>-0.47406775),3,7,atr_norm_returns_target,5,long,152,0.1254125412541254,0.002541611853398775,0.0009610074669567507,0.01052272928925573,0.003978743412852913,2.02929434666214,1.0,1.0,0.9976897689768978,0.5401315789473684,0.6005700280338696,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,-0.0009502330258955644,0.07045940170940171,3,15,0.5197368421052632,0.23026315789473684,1,False
(*)|(zscore_price_50<=-0.10138071)|(compression_score<=0.1605811&realized_volatility_24h<=-0.085132912&volume_percentile>-0.42825419),7,1,atr_norm_returns_target,5,long,90,0.07425742574257425,0.004639155334896511,0.0012280117062961355,0.004710370033682241,0.0012468626559747108,3.2164829439613034,1.0,1.0,0.4158415841584158,0.6111111111111112,0.5994642331442285,a1_symbol_diversity_too_low,-0.0009502330258955644,0.012731481481481479,3,14,0.37777777777777777,0.17777777777777778,1,False
(*)|(zscore_price_200>-0.87379521)|(variance_ratio_10_48<=0.72435528&volume_autocorr_48<=1.1175874&volume_percentile<=-0.8712095&volume_zscore_48h>-1.2260928),15,8,atr_norm_returns_target,5,long,70,0.057755775577557754,0.00713036060333252,0.0015597663819789886,0.012289448960172145,0.0026883169600376566,3.6089227474258676,1.0,1.0,0.32343234323432346,0.48571428571428577,0.5992643621971706,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high|a1_day_concentration_too_high,-0.0009502330258955644,0.02688746438746439,3,14,0.6285714285714286,0.2857142857142857,1,False
(*)|(*)|(choppiness_index_20>0.61473858&compression_ratio<=-0.33224842),2,1,atr_norm_returns_target,5,long,205,0.16914191419141913,0.002602608901698415,0.0011726040106553298,0.004489772956345434,0.0020228647385732174,2.633965496814516,1.0,1.0,0.4528052805280528,0.6317073170731707,0.5931211752487245,a1_symbol_diversity_too_low,-0.0009502330258955644,0.01271367521367521,3,22,0.33658536585365856,0.21951219512195122,1,False
