target_name,horizon,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,positive_ic_fraction,entropy_reduction,mean_delta_ic,median_support,structurally_sound_rule_count,production_rule_count,rule_count,overall_target_quality_score
target_eff,3,-0.0002698908342697882,-0.008955346130596098,-6.960781135481195e-05,0.008515705973514007,0.49556400506970844,-0.005832853221829451,,1198.0,263,263,263,0.08169436473071878
target_eff,10,3.7204275668279184e-05,-0.011907355299750186,-7.802763782228025e-05,0.011924147894341463,0.5002624671916011,-0.00257482572425736,,1198.0,1905,1905,1905,0.08350109211749444
target_ela,3,0.0012559610335296934,-0.0065480914200835814,0.0011486092565172377,0.00900633759863674,0.5620199692780338,0.003294170186558282,,1198.0,1736,1736,1736,0.10005264511581013
target_ela,10,-0.0007177183232442728,-0.007715355290424174,-0.0007103909842726754,0.006283582313421427,0.4890144381669806,0.011756223207030354,,1198.0,531,398,531,0.08694749408836942
target_vame,3,0.002349162159259822,-0.013186355645612421,0.0023800579522655785,0.017900127860634944,0.515028510679424,0.009796652129511602,,1198.0,3449,3301,3449,0.10019972706377782
target_vame,10,0.00033254602621534025,-0.018808187772033576,0.0007284202571666237,0.0196712169399399,0.48200682952456,0.012905562445468744,,1198.0,2538,2530,2538,0.09004666663845697
