feature_name,group,usage_count
mkt_ret_eq_24h,regime,1194
symbol_minus_mkt_ret_24h,regime,494
volume_autocorr_48,regime,482
bars_in_high_vol_state_log_norm,location,375
atr_compression_ratio,regime,364
dist_rolling_7d_high,location,335
direction_entropy_20,regime,327
dist_weekly_vwap,location,311
atr_percentile,regime,305
xasset_mkt_depth_z,regime,295
compression_ratio,regime,285
realized_volatility_24h,regime,234
up_down_return_mass_ratio_tanh,regime,229
zscore_price_200,location,213
up_down_semivol_ratio_tanh,regime,210
xasset_mkt_ob_stress,regime,206
dist_prior_day_high,location,203
return_autocorr_48,regime,198
market_dispersion_4h,regime,183
prior_volatility,regime,171
rv_24h,regime,167
spectral_entropy_ret_24,regime,160
loc_vwap_dev_z_24,location,158
dist_vwap_atr,location,157
mark_index_basis,regime,148
efficiency_ratio_20,regime,147
compression_score,regime,142
loc_prev_week_range_pos_48,location,142
loc_swing_range_pos_48,location,140
basis_pct,regime,135
loc_swing_range_pos_24,location,128
xasset_mkt_spread_bps,regime,126
dist_ma100_atr,location,126
loc_prev_week_range_pos_24,location,118
range_24h_pct,regime,118
loc_bb_channel_pos_48,location,113
volume_zscore_48h,regime,113
dist_prior_day_low,location,111
volume_trend_48,regime,109
loc_vwap_dev_z_48,location,109
loc_pullback_depth_24,location,108
volatility_ratio_short_long,regime,107
variance_ratio_10_48,regime,103
dist_ema_fast,regime,101
prior_range,regime,97
dist_ema50_atr,location,93
tail_asymmetry_q90_q10_atr_norm,regime,93
rolling_range_20,regime,90
amihud_z,regime,88
zscore_price_50,location,88
premium_index_z,regime,88
distance_to_ema,location,84
bollinger_band_width,regime,83
true_range_percentile,regime,79
amihud_illiq,regime,76
loc_ema_stack_pos_24,location,72
dist_range_mid_atr,location,72
volume_entropy_24,regime,71
ema50_slope,regime,68
premium_index,regime,67
trend_acceleration,regime,66
loc_pullback_depth_48,location,65
range_expansion_ratio,regime,65
loc_range_pos_24,location,65
perp_index_basis,regime,64
mark_index_basis_z,regime,64
volume_percentile,regime,60
dist_ema200_atr,location,56
pullback_depth,location,56
market_breadth_4h,regime,53
loc_prev_day_range_pos_24,location,53
dist_ema20_atr,location,50
loc_pivot_ladder_pos_48,location,49
choppiness_index_20,regime,49
loc_prev_day_range_pos_48,location,48
ema20_slope_5h,regime,45
loc_pivot_ladder_pos_24,location,44
perp_index_basis_z,regime,43
loc_ema_stack_pos_48,location,42
loc_bb_channel_pos_24,location,39
loc_range_pos_48,location,39
basis_vol,regime,36
loc_initial_balance_pos_24,location,35
basis_stretch,regime,33
cs_rank_ret_24h,regime,29
loc_initial_balance_pos_48,location,27
ema_slope_norm,regime,26
loc_session_pos_48,location,22
ob_depth_usd_l20_z,regime,21
loc_session_pos_24,location,18
dist_local_swing,location,14
ob_spread_z_24h,regime,13
premium_index_mom_8h,regime,12
loc_prior_bar_pos_48,location,12
loc_prior_bar_pos_24,location,11
basis_mom_4h,regime,11
market_breadth_24h,regime,7
mark_perp_dislocation,regime,5
market_dispersion_24h,regime,2
