fold_id,seed,group,gain,split
0,42,location,3399.1821,349.0
0,42,regime,6627.8145,701.0
1,42,location,3307.6802,438.0
1,42,regime,7241.385,873.0
2,42,location,97.87456,13.0
2,42,regime,116.12069,9.0
3,42,location,2388.328,363.0
3,42,regime,5252.296,813.0
4,42,location,985.3042,131.0
4,42,regime,1851.3578,256.0
