fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,0.0070412885,0.49760732,-0.95531785,0.0130525995,0.9622819
1,0.0064115096,0.49735543,-0.95603436,0.011010395,0.9620352
2,0.0064955736,0.49673256,-0.9562624,0.009134516,0.9614962
3,0.004438383,0.4966101,-0.956929,0.009027562,0.96395576
4,0.0043225773,0.4959274,-0.95636123,0.008678499,0.963374
