feature,symbol,finite_row_count,finite_row_pct_within_symbol
atr_change_rate,ALLO/USDT,2520,1.0
atr_change_rate,1000CAT/USDT,2160,1.0
atr_change_rate,APT/USDT,2160,1.0
atr_change_rate,ATOM/USDT,2160,1.0
atr_change_rate,BONK/USDT,1800,1.0
atr_change_rate,ARK/USDT,1440,1.0
atr_change_rate,ARKM/USDT,1440,1.0
atr_change_rate,BERA/USDT,1440,1.0
atr_change_rate,CHR/USDT,1440,1.0
atr_change_rate,CHZ/USDT,1440,1.0
atr_change_rate,2Z/USDT,1080,1.0
atr_change_rate,AGLD/USDT,1080,1.0
atr_change_rate,AI/USDT,1080,1.0
atr_change_rate,AT/USDT,1080,1.0
atr_change_rate,AUDIO/USDT,1080,1.0
atr_change_rate,AXS/USDT,1080,1.0
atr_change_rate,BANANA/USDT,1080,1.0
atr_change_rate,BANANAS31/USDT,1080,1.0
atr_change_rate,BAND/USDT,1080,1.0
atr_change_rate,C98/USDT,1080,1.0
atr_change_rate,COTI/USDT,1080,1.0
atr_change_rate,A/USDT,720,1.0
atr_change_rate,AAVE/USDT,720,1.0
atr_change_rate,ACX/USDT,720,1.0
atr_change_rate,ALICE/USDT,720,1.0
atr_change_rate,AMP/USDT,720,1.0
atr_change_rate,APE/USDT,720,1.0
atr_change_rate,ARDR/USDT,720,1.0
atr_change_rate,ASR/USDT,720,1.0
atr_change_rate,BTTC/USDT,720,1.0
atr_change_rate,CITY/USDT,720,1.0
atr_change_rate,AIXBT/USDT,360,1.0
atr_change_rate,ARB/USDT,360,1.0
atr_change_rate,ARPA/USDT,360,1.0
atr_change_rate,ASTER/USDT,360,1.0
atr_change_rate,ASTR/USDT,360,1.0
atr_change_rate,ATM/USDT,360,1.0
atr_change_rate,AXL/USDT,360,1.0
atr_change_rate,BABY/USDT,360,1.0
atr_change_rate,BFUSD/USDT,360,1.0
atr_change_rate,BICO/USDT,360,1.0
atr_change_rate,BTC/USDT,360,1.0
atr_change_rate,CELO/USDT,360,1.0
atr_change_rate,COOKIE/USDT,360,1.0
atr_change_rate,COS/USDT,360,1.0
atr_compression_ratio,ALLO/USDT,2520,1.0
atr_compression_ratio,1000CAT/USDT,2160,1.0
atr_compression_ratio,APT/USDT,2160,1.0
atr_compression_ratio,ATOM/USDT,2160,1.0
atr_compression_ratio,BONK/USDT,1800,1.0
atr_compression_ratio,ARK/USDT,1440,1.0
atr_compression_ratio,ARKM/USDT,1440,1.0
atr_compression_ratio,BERA/USDT,1440,1.0
atr_compression_ratio,CHR/USDT,1440,1.0
atr_compression_ratio,CHZ/USDT,1440,1.0
atr_compression_ratio,2Z/USDT,1080,1.0
atr_compression_ratio,AGLD/USDT,1080,1.0
atr_compression_ratio,AI/USDT,1080,1.0
atr_compression_ratio,AT/USDT,1080,1.0
atr_compression_ratio,AUDIO/USDT,1080,1.0
atr_compression_ratio,AXS/USDT,1080,1.0
atr_compression_ratio,BANANA/USDT,1080,1.0
atr_compression_ratio,BANANAS31/USDT,1080,1.0
atr_compression_ratio,BAND/USDT,1080,1.0
atr_compression_ratio,C98/USDT,1080,1.0
atr_compression_ratio,COTI/USDT,1080,1.0
atr_compression_ratio,A/USDT,720,1.0
atr_compression_ratio,AAVE/USDT,720,1.0
atr_compression_ratio,ACX/USDT,720,1.0
atr_compression_ratio,ALICE/USDT,720,1.0
atr_compression_ratio,AMP/USDT,720,1.0
atr_compression_ratio,APE/USDT,720,1.0
atr_compression_ratio,ARDR/USDT,720,1.0
atr_compression_ratio,ASR/USDT,720,1.0
atr_compression_ratio,BTTC/USDT,720,1.0
atr_compression_ratio,CITY/USDT,720,1.0
atr_compression_ratio,AIXBT/USDT,360,1.0
atr_compression_ratio,ARB/USDT,360,1.0
atr_compression_ratio,ARPA/USDT,360,1.0
atr_compression_ratio,ASTER/USDT,360,1.0
atr_compression_ratio,ASTR/USDT,360,1.0
atr_compression_ratio,ATM/USDT,360,1.0
atr_compression_ratio,AXL/USDT,360,1.0
atr_compression_ratio,BABY/USDT,360,1.0
atr_compression_ratio,BFUSD/USDT,360,1.0
atr_compression_ratio,BICO/USDT,360,1.0
atr_compression_ratio,BTC/USDT,360,1.0
atr_compression_ratio,CELO/USDT,360,1.0
atr_compression_ratio,COOKIE/USDT,360,1.0
atr_compression_ratio,COS/USDT,360,1.0
atr_percentile,ALLO/USDT,2520,1.0
atr_percentile,1000CAT/USDT,2160,1.0
atr_percentile,APT/USDT,2160,1.0
atr_percentile,ATOM/USDT,2160,1.0
atr_percentile,BONK/USDT,1800,1.0
atr_percentile,ARK/USDT,1440,1.0
atr_percentile,ARKM/USDT,1440,1.0
atr_percentile,BERA/USDT,1440,1.0
atr_percentile,CHR/USDT,1440,1.0
atr_percentile,CHZ/USDT,1440,1.0
atr_percentile,2Z/USDT,1080,1.0
atr_percentile,AGLD/USDT,1080,1.0
