group,strategy_id,rank_col,selection_type,band_lo,band_hi,row_count,rank_min,rank_max,net_hit_rate,gross_hit_rate,mean_net_return,median_net_return,p10_net_return,p90_net_return,mean_gross_return,median_gross_return,mean_entry_adverse_bps,mean_expected_spread_bps,mean_expected_half_spread_bps,mean_spread_cost_bps,mean_entry_slippage_proxy_bps,mean_slippage_bps,mean_orderbook_slippage_bps,mean_fees_bps,mean_expected_friction_bps,mean_entry_delay_minutes,mean_entry_delay_target_minutes,mean_entry_delay_actual_minutes,mean_entry_delay_fallback_minutes,mean_delay_entry_ref_gap_bps,mean_delay_max_adverse_bps,mean_delay_max_favorable_bps,entry_execution_source_counts
global,__global__,auction_rank_score,cumulative_at_or_above,0.0,1.0,14738,0.8000072843822844,1.0,0.5802008413624644,0.6114805265300584,0.021920265439335666,0.009020411174463634,-0.012467428290836993,0.07610957107344576,0.028815524356496872,0.015902757433368282,,97.32886619027214,48.66443309513607,48.66443309513607,0.0031890602809182002,0.0028655669222553757,0.0028655669222553757,20.28815607647599,68.95545473853431,5.0,5.0,5.029298497319338,0.029298497319338517,,0.04381797176976149,0.13724195410264922,"{'delayed_1m_intraminute_proxy': 13243, 'theoretical_15m_open': 1495}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.05,1.0,14738,0.8000072843822844,1.0,0.5802008413624644,0.6114805265300584,0.021920265439335666,0.009020411174463634,-0.012467428290836993,0.07610957107344576,0.028815524356496872,0.015902757433368282,,97.32886619027214,48.66443309513607,48.66443309513607,0.0031890602809182002,0.0028655669222553757,0.0028655669222553757,20.28815607647599,68.95545473853431,5.0,5.0,5.029298497319338,0.029298497319338517,,0.04381797176976149,0.13724195410264922,"{'delayed_1m_intraminute_proxy': 13243, 'theoretical_15m_open': 1495}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.1,1.0,14738,0.8000072843822844,1.0,0.5802008413624644,0.6114805265300584,0.021920265439335666,0.009020411174463634,-0.012467428290836993,0.07610957107344576,0.028815524356496872,0.015902757433368282,,97.32886619027214,48.66443309513607,48.66443309513607,0.0031890602809182002,0.0028655669222553757,0.0028655669222553757,20.28815607647599,68.95545473853431,5.0,5.0,5.029298497319338,0.029298497319338517,,0.04381797176976149,0.13724195410264922,"{'delayed_1m_intraminute_proxy': 13243, 'theoretical_15m_open': 1495}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.15,1.0,14738,0.8000072843822844,1.0,0.5802008413624644,0.6114805265300584,0.021920265439335666,0.009020411174463634,-0.012467428290836993,0.07610957107344576,0.028815524356496872,0.015902757433368282,,97.32886619027214,48.66443309513607,48.66443309513607,0.0031890602809182002,0.0028655669222553757,0.0028655669222553757,20.28815607647599,68.95545473853431,5.0,5.0,5.029298497319338,0.029298497319338517,,0.04381797176976149,0.13724195410264922,"{'delayed_1m_intraminute_proxy': 13243, 'theoretical_15m_open': 1495}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.2,1.0,14738,0.8000072843822844,1.0,0.5802008413624644,0.6114805265300584,0.021920265439335666,0.009020411174463634,-0.012467428290836993,0.07610957107344576,0.028815524356496872,0.015902757433368282,,97.32886619027214,48.66443309513607,48.66443309513607,0.0031890602809182002,0.0028655669222553757,0.0028655669222553757,20.28815607647599,68.95545473853431,5.0,5.0,5.029298497319338,0.029298497319338517,,0.04381797176976149,0.13724195410264922,"{'delayed_1m_intraminute_proxy': 13243, 'theoretical_15m_open': 1495}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.25,1.0,14738,0.8000072843822844,1.0,0.5802008413624644,0.6114805265300584,0.021920265439335666,0.009020411174463634,-0.012467428290836993,0.07610957107344576,0.028815524356496872,0.015902757433368282,,97.32886619027214,48.66443309513607,48.66443309513607,0.0031890602809182002,0.0028655669222553757,0.0028655669222553757,20.28815607647599,68.95545473853431,5.0,5.0,5.029298497319338,0.029298497319338517,,0.04381797176976149,0.13724195410264922,"{'delayed_1m_intraminute_proxy': 13243, 'theoretical_15m_open': 1495}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.3,1.0,14738,0.8000072843822844,1.0,0.5802008413624644,0.6114805265300584,0.021920265439335666,0.009020411174463634,-0.012467428290836993,0.07610957107344576,0.028815524356496872,0.015902757433368282,,97.32886619027214,48.66443309513607,48.66443309513607,0.0031890602809182002,0.0028655669222553757,0.0028655669222553757,20.28815607647599,68.95545473853431,5.0,5.0,5.029298497319338,0.029298497319338517,,0.04381797176976149,0.13724195410264922,"{'delayed_1m_intraminute_proxy': 13243, 'theoretical_15m_open': 1495}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.35,1.0,14738,0.8000072843822844,1.0,0.5802008413624644,0.6114805265300584,0.021920265439335666,0.009020411174463634,-0.012467428290836993,0.07610957107344576,0.028815524356496872,0.015902757433368282,,97.32886619027214,48.66443309513607,48.66443309513607,0.0031890602809182002,0.0028655669222553757,0.0028655669222553757,20.28815607647599,68.95545473853431,5.0,5.0,5.029298497319338,0.029298497319338517,,0.04381797176976149,0.13724195410264922,"{'delayed_1m_intraminute_proxy': 13243, 'theoretical_15m_open': 1495}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.4,1.0,14738,0.8000072843822844,1.0,0.5802008413624644,0.6114805265300584,0.021920265439335666,0.009020411174463634,-0.012467428290836993,0.07610957107344576,0.028815524356496872,0.015902757433368282,,97.32886619027214,48.66443309513607,48.66443309513607,0.0031890602809182002,0.0028655669222553757,0.0028655669222553757,20.28815607647599,68.95545473853431,5.0,5.0,5.029298497319338,0.029298497319338517,,0.04381797176976149,0.13724195410264922,"{'delayed_1m_intraminute_proxy': 13243, 'theoretical_15m_open': 1495}"
global,__global__,auction_rank_score,cumulative_at_or_above,0.45,1.0,14738,0.8000072843822844,1.0,0.5802008413624644,0.6114805265300584,0.021920265439335666,0.009020411174463634,-0.012467428290836993,0.07610957107344576,0.028815524356496872,0.015902757433368282,,97.32886619027214,48.66443309513607,48.66443309513607,0.0031890602809182002,0.0028655669222553757,0.0028655669222553757,20.28815607647599,68.95545473853431,5.0,5.0,5.029298497319338,0.029298497319338517,,0.04381797176976149,0.13724195410264922,"{'delayed_1m_intraminute_proxy': 13243, 'theoretical_15m_open': 1495}"
