pair,symbol,ts,column,live_value,reference_value,abs_diff,rel_diff_bps
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-21T11:00:00+00:00,high,0.029249999672174454,0.02652999944984913,0.002720000222325325,1025.254534010476
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-06T01:00:00+00:00,high,0.02889999933540821,0.027699999511241913,0.001199999824166298,433.21294055593165
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-06T08:00:00+00:00,high,0.029479999095201492,0.02857000008225441,0.0009099990129470825,318.51557939347265
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-10T09:00:00+00:00,high,0.031190000474452972,0.030959999188780785,0.0002300012856721878,74.28982290010367
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-10T08:00:00+00:00,high,0.030959999188780785,0.03084000013768673,0.00011999905109405518,38.91019797610681
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-21T13:00:00+00:00,low,0.026259999722242355,0.02652999944984913,0.0002699997276067734,101.77147878090469
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-08T19:00:00+00:00,low,0.029839999973773956,0.029920000582933426,8.00006091594696e-05,26.738170989576286
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-21T16:00:00+00:00,low,0.026189999654889107,0.026259999722242355,7.00000673532486e-05,26.656537735588085
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-04T17:00:00+00:00,low,0.027739999815821648,0.027790000662207603,5.000084638595581e-05,17.992387619462477
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-08T15:00:00+00:00,low,0.02969999983906746,0.02971000038087368,1.0000541806221008e-05,3.36605239919789
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-06T01:00:00+00:00,close,0.02889999933540821,0.027699999511241913,0.001199999824166298,433.21294055593165
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-06T08:00:00+00:00,close,0.029479999095201492,0.02857000008225441,0.0009099990129470825,318.51557939347265
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-21T13:00:00+00:00,close,0.026259999722242355,0.02652999944984913,0.0002699997276067734,101.77147878090469
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-10T08:00:00+00:00,close,0.030959999188780785,0.03084000013768673,0.00011999905109405518,38.91019797610681
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-08T19:00:00+00:00,close,0.029839999973773956,0.029920000582933426,8.00006091594696e-05,26.738170989576286
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-21T16:00:00+00:00,close,0.026189999654889107,0.026259999722242355,7.00000673532486e-05,26.656537735588085
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-08T15:00:00+00:00,close,0.02969999983906746,0.02971000038087368,1.0000541806221008e-05,3.36605239919789
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-06T01:00:00+00:00,volume,42664.0,0.0,42664.0,
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-04T17:00:00+00:00,volume,35000.0,0.0,35000.0,
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-06T08:00:00+00:00,volume,20807.0,0.0,20807.0,
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-08T19:00:00+00:00,volume,15002.0,0.0,15002.0,
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-10T09:00:00+00:00,volume,8598.0,0.0,8598.0,
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-21T16:00:00+00:00,volume,5433.0,0.0,5433.0,
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-21T13:00:00+00:00,volume,2081.0,0.0,2081.0,
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-21T11:00:00+00:00,volume,754.0,0.0,754.0,
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-10T08:00:00+00:00,volume,513.0,0.0,513.0,
hourly_live_vs_execution_1m_aggregate,AEVO/USD:USD,2026-05-08T15:00:00+00:00,volume,504.0,0.0,504.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T01:00:00+00:00,open,0.03060000017285347,0.03044999949634075,0.0001500006765127182,49.2613067303151
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T02:00:00+00:00,open,0.030579999089241028,0.03068999946117401,0.0001100003719329834,35.84241572638185
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-04T08:00:00+00:00,open,0.033440001308918,0.03353999927639961,9.999796748161316e-05,29.814540739115827
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T00:00:00+00:00,open,0.03036000020802021,0.03044999949634075,8.999928832054138e-05,29.556417014508263
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T14:00:00+00:00,open,0.032269999384880066,0.03221999853849411,5.000084638595581e-05,15.518575001242919
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T22:00:00+00:00,open,0.03274000063538551,0.03277000039815903,2.9999762773513794e-05,9.15464217546947
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T17:00:00+00:00,open,0.03158999979496002,0.031610000878572464,2.0001083612442017e-05,6.32745430450152
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T13:00:00+00:00,high,0.033980000764131546,0.031870000064373016,0.0021100006997585297,662.0648558194598
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T10:00:00+00:00,high,0.0313900001347065,0.03058999963104725,0.0008000005036592484,261.5235414541456
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-04T14:00:00+00:00,high,0.033309999853372574,0.032579999417066574,0.0007300004363059998,224.0639807757637
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T17:00:00+00:00,high,0.03249000012874603,0.03183000162243843,0.0006599985063076019,207.3510752956854
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T06:00:00+00:00,high,0.031129999086260796,0.030489999800920486,0.0006399992853403091,209.90465382718293
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T14:00:00+00:00,high,0.03271999955177307,0.03221999853849411,0.0005000010132789612,155.1834376036971
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T23:00:00+00:00,high,0.033399999141693115,0.032930001616477966,0.0004699975252151489,142.72623812443578
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T19:00:00+00:00,high,0.03229999914765358,0.03198999911546707,0.0003100000321865082,96.90529564179452
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T18:00:00+00:00,high,0.032280001789331436,0.031980000436306,0.0003000013530254364,93.80905219902789
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T01:00:00+00:00,high,0.030740000307559967,0.03044999949634075,0.0002900008112192154,95.23836322363995
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T08:00:00+00:00,high,0.03075999952852726,0.030489999800920486,0.0002699997276067734,88.55353537871198
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T22:00:00+00:00,high,0.032990001142024994,0.03277000039815903,0.0002200007438659668,67.13480048609524
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T00:00:00+00:00,high,0.030649999156594276,0.03044999949634075,0.00019999966025352478,65.68133450299702
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T02:00:00+00:00,high,0.03084000013768673,0.03068999946117401,0.0001500006765127182,48.876076619839765
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-15T09:00:00+00:00,high,0.03217000141739845,0.03215999901294708,1.000240445137024e-05,3.1102004845657603
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T14:00:00+00:00,low,0.031099999323487282,0.03221999853849411,0.0011199992150068283,347.6099521447013
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-04T14:00:00+00:00,low,0.032329998910427094,0.032579999417066574,0.0002500005066394806,76.73434963553785
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T20:00:00+00:00,low,0.03260999917984009,0.03282000124454498,0.00021000206470489502,63.98600144471338
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T07:00:00+00:00,low,0.030309999361634254,0.030500000342726707,0.000190000981092453,62.29540293686006
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T02:00:00+00:00,low,0.03053000010550022,0.03068999946117401,0.00015999935567378998,52.13403665132205
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T09:00:00+00:00,low,0.03058999963104725,0.030729999765753746,0.0001400001347064972,45.558130743143295
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-04T08:00:00+00:00,low,0.033440001308918,0.03353999927639961,9.999796748161316e-05,29.814540739115827
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T00:00:00+00:00,low,0.03036000020802021,0.03044999949634075,8.999928832054138e-05,29.556417014508263
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T23:00:00+00:00,low,0.0328500010073185,0.032930001616477966,8.00006091594696e-05,24.294140671841873
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T12:00:00+00:00,low,0.03265000134706497,0.03271999955177307,6.999820470809937e-05,21.393094641502284
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T18:00:00+00:00,low,0.03192000091075897,0.031980000436306,5.999952554702759e-05,18.761577463554943
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T22:00:00+00:00,low,0.03274000063538551,0.03277000039815903,2.9999762773513794e-05,9.15464217546947
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T17:00:00+00:00,low,0.03158999979496002,0.031610000878572464,2.0001083612442017e-05,6.32745430450152
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T13:00:00+00:00,close,0.03311000019311905,0.031870000064373016,0.0012400001287460327,389.0806797117675
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T10:00:00+00:00,close,0.0313900001347065,0.03058999963104725,0.0008000005036592484,261.5235414541456
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-04T14:00:00+00:00,close,0.033229999244213104,0.032579999417066574,0.0006499998271465302,199.5088516809601
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T14:00:00+00:00,close,0.03271999955177307,0.03221999853849411,0.0005000010132789612,155.1834376036971
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T19:00:00+00:00,close,0.032249998301267624,0.03198999911546707,0.00025999918580055237,81.27514629246849
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T08:00:00+00:00,close,0.030729999765753746,0.030489999800920486,0.00023999996483325958,78.71432154814708
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T22:00:00+00:00,close,0.032930001616477966,0.03277000039815903,0.0001600012183189392,48.825516135156306
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T02:00:00+00:00,close,0.03053000010550022,0.03068999946117401,0.00015999935567378998,52.13403665132205
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T00:00:00+00:00,close,0.03060000017285347,0.03044999949634075,0.0001500006765127182,49.2613067303151
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T17:00:00+00:00,close,0.031980000436306,0.03183000162243843,0.00014999881386756897,47.12497839202996
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T09:00:00+00:00,close,0.03058999963104725,0.030729999765753746,0.0001400001347064972,45.558130743143295
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T01:00:00+00:00,close,0.030579999089241028,0.03044999949634075,0.00012999959290027618,42.6928062563346
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T23:00:00+00:00,close,0.03302999958395958,0.032930001616477966,9.999796748161316e-05,30.366827383201464
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T20:00:00+00:00,close,0.03274000063538551,0.03282000124454498,8.00006091594696e-05,24.375565547172705
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T12:00:00+00:00,close,0.03265000134706497,0.03271999955177307,6.999820470809937e-05,21.393094641502284
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-15T09:00:00+00:00,close,0.03217000141739845,0.03215999901294708,1.000240445137024e-05,3.1102004845657603
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T07:00:00+00:00,close,0.030489999800920486,0.030500000342726707,1.0000541806221008e-05,3.2788661291296752
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T06:00:00+00:00,close,0.030500000342726707,0.030489999800920486,1.0000541806221008e-05,3.279941578064259
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T18:00:00+00:00,close,0.03198999911546707,0.031980000436306,9.998679161071777e-06,3.1265412835081006
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T02:00:00+00:00,volume,439535.0,0.0,439535.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T01:00:00+00:00,volume,308603.0,0.0,308603.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T18:00:00+00:00,volume,275376.0,0.0,275376.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T14:00:00+00:00,volume,198355.0,0.0,198355.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T19:00:00+00:00,volume,118222.0,0.0,118222.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T00:00:00+00:00,volume,92844.0,0.0,92844.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T23:00:00+00:00,volume,88617.0,0.0,88617.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T22:00:00+00:00,volume,58132.0,0.0,58132.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T17:00:00+00:00,volume,69319.0,12504.0,56815.0,45437.460012795906
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-04T14:00:00+00:00,volume,40803.0,0.0,40803.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T13:00:00+00:00,volume,34917.0,0.0,34917.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T09:00:00+00:00,volume,29756.0,0.0,29756.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T08:00:00+00:00,volume,24172.0,0.0,24172.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-12T12:00:00+00:00,volume,16845.0,0.0,16845.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-04T08:00:00+00:00,volume,11866.0,0.0,11866.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T07:00:00+00:00,volume,6927.0,0.0,6927.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T20:00:00+00:00,volume,6103.0,0.0,6103.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T06:00:00+00:00,volume,96.0,0.0,96.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-14T10:00:00+00:00,volume,47.0,0.0,47.0,
hourly_live_vs_execution_1m_aggregate,AIXBT/USD:USD,2026-05-15T09:00:00+00:00,volume,46.0,0.0,46.0,
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-14T13:00:00+00:00,open,0.7764000296592712,0.7901999950408936,0.013799965381622314,174.63889481432045
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-14T14:00:00+00:00,open,0.7997000217437744,0.7867000102996826,0.013000011444091797,165.24737859275763
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-14T12:00:00+00:00,open,0.7847999930381775,0.774399995803833,0.010399997234344482,134.2974856753351
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-14T06:00:00+00:00,open,0.8223999738693237,0.8149999976158142,0.0073999762535095215,90.7972549099052
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-05T11:00:00+00:00,open,0.6025000214576721,0.6015999913215637,0.0009000301361083984,14.960607531447247
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-11T03:00:00+00:00,high,0.7910000085830688,0.7652999758720398,0.025700032711029053,335.8164578764624
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-21T15:00:00+00:00,high,0.7979999780654907,0.7792999744415283,0.018700003623962402,239.95899188067384
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-06T05:00:00+00:00,high,0.6571999788284302,0.6396999955177307,0.017499983310699463,273.56547496199585
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-14T14:00:00+00:00,high,0.8029999732971191,0.7867000102996826,0.016299962997436523,207.19413733358508
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-08T13:00:00+00:00,high,0.6650000214576721,0.6536999940872192,0.01130002737045288,172.8625894548377
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-14T13:00:00+00:00,high,0.8033999800682068,0.792900025844574,0.010499954223632812,132.42469266473498
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-14T12:00:00+00:00,high,0.7847999930381775,0.774399995803833,0.010399997234344482,134.2974856753351
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-14T06:00:00+00:00,high,0.8223999738693237,0.8149999976158142,0.0073999762535095215,90.7972549099052
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-05T11:00:00+00:00,high,0.6025000214576721,0.6015999913215637,0.0009000301361083984,14.960607531447247
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-08T03:00:00+00:00,high,0.6266999840736389,0.6265000104904175,0.00019997358322143555,3.1919166779406494
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-05T00:00:00+00:00,low,0.6133999824523926,0.6384999752044678,0.025099992752075195,393.1087506156502
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-14T13:00:00+00:00,low,0.7764000296592712,0.7901999950408936,0.013799965381622314,174.63889481432045
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-14T06:00:00+00:00,low,0.8030999898910522,0.8149999976158142,0.011900007724761963,146.01236514814752
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-14T22:00:00+00:00,low,0.8144999742507935,0.8217999935150146,0.007300019264221191,88.82963399643562
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-14T12:00:00+00:00,low,0.7692000269889832,0.774399995803833,0.0051999688148498535,67.14835799362636
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-05T11:00:00+00:00,low,0.5979999899864197,0.6015999913215637,0.003600001335144043,59.8404485883676
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-05T10:00:00+00:00,low,0.6025000214576721,0.6047000288963318,0.002200007438659668,36.38179814006312
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-11T03:00:00+00:00,low,0.7634000182151794,0.7652999758720398,0.0018999576568603516,24.82631277618163
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-05T12:00:00+00:00,low,0.597100019454956,0.5979999899864197,0.000899970531463623,15.049674691199593
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-08T03:00:00+00:00,low,0.6256999969482422,0.6265000104904175,0.000800013542175293,12.769569493686856
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-05T00:00:00+00:00,close,0.6133999824523926,0.6384999752044678,0.025099992752075195,393.1087506156502
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-21T15:00:00+00:00,close,0.7979999780654907,0.7792999744415283,0.018700003623962402,239.95899188067384
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-06T05:00:00+00:00,close,0.6571999788284302,0.6396999955177307,0.017499983310699463,273.56547496199585
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-14T14:00:00+00:00,close,0.8029999732971191,0.7867000102996826,0.016299962997436523,207.19413733358508
hourly_live_vs_execution_1m_aggregate,AKT/USD:USD,2026-05-11T03:00:00+00:00,close,0.7809000015258789,0.7652999758720398,0.015600025653839111,203.84197237251027
