pair,symbol,ts,column,live_value,reference_value,abs_diff,rel_diff_bps
hourly_live_vs_historical,ETH/USD:USD,2026-05-22T05:00:00+00:00,open,2139.0,2132.10009765625,6.89990234375,32.36200003618425
hourly_live_vs_historical,ETH/USD:USD,2026-05-22T05:00:00+00:00,high,2139.89990234375,2134.300048828125,5.599853515625,26.237423921250894
hourly_live_vs_historical,ETH/USD:USD,2026-05-22T05:00:00+00:00,low,2129.800048828125,2125.699951171875,4.10009765625,19.28822388121927
hourly_live_vs_historical,ETH/USD:USD,2026-05-22T05:00:00+00:00,close,2132.60009765625,2126.89990234375,5.7001953125,26.80048697269973
hourly_live_vs_historical,ETH/USD:USD,2026-05-22T05:00:00+00:00,volume,432.5780029296875,805.2780151367188,372.70001220703125,4628.215413825185
hourly_live_vs_historical,GOOGLX/USD:USD,2026-05-22T05:00:00+00:00,open,389.70001220703125,390.4100036621094,0.709991455078125,18.18579053862067
hourly_live_vs_historical,GOOGLX/USD:USD,2026-05-22T05:00:00+00:00,low,389.70001220703125,389.79998779296875,0.0999755859375,2.564791920686237
hourly_live_vs_historical,GOOGLX/USD:USD,2026-05-22T05:00:00+00:00,close,390.4100036621094,389.79998779296875,0.610015869140625,15.649458395176186
hourly_live_vs_historical,GOOGLX/USD:USD,2026-05-22T05:00:00+00:00,volume,1596.0,2.7799999713897705,1593.2200000286102,5731007.25332789
hourly_live_vs_historical,LTC/USD:USD,2026-05-22T05:00:00+00:00,open,54.40999984741211,54.25,0.15999984741210938,29.493059430803573
hourly_live_vs_historical,LTC/USD:USD,2026-05-22T05:00:00+00:00,high,54.45000076293945,54.43000030517578,0.020000457763671875,3.6745283210608433
hourly_live_vs_historical,LTC/USD:USD,2026-05-22T05:00:00+00:00,low,54.20000076293945,54.209999084472656,0.009998321533203125,1.8443685117247934
hourly_live_vs_historical,LTC/USD:USD,2026-05-22T05:00:00+00:00,close,54.29999923706055,54.2599983215332,0.04000091552734375,7.372081969171255
hourly_live_vs_historical,LTC/USD:USD,2026-05-22T05:00:00+00:00,volume,163.4499969482422,287.0899963378906,123.63999938964844,4306.663449329329
hourly_live_vs_historical,ROSE/USD:USD,2026-05-22T05:00:00+00:00,low,0.010060000233352184,0.009999999776482582,6.00004568696022e-05,60.00045821071695
hourly_live_vs_historical,ROSE/USD:USD,2026-05-22T05:00:00+00:00,close,0.010060000233352184,0.009999999776482582,6.00004568696022e-05,60.00045821071695
hourly_live_vs_historical,ROSE/USD:USD,2026-05-22T05:00:00+00:00,volume,0.0,1.0,1.0,10000.0
