symbol,ts,raw_1m_rows,unique_1m_minutes,is_complete_hour,open_abs_diff,open_mismatch,high_abs_diff,high_mismatch,low_abs_diff,low_mismatch,close_abs_diff,close_mismatch,volume_abs_diff,volume_mismatch,exact_within_tol,price_mismatch
1INCH/USD:USD,2026-05-02T21:00:00+00:00,1,1,False,0.0,False,0.0009699985384941101,True,0.0,False,0.0009599998593330383,True,11272.0,True,False,True
1INCH/USD:USD,2026-05-02T22:00:00+00:00,1,1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,True,False
1INCH/USD:USD,2026-05-03T22:00:00+00:00,1,1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,True,False
1INCH/USD:USD,2026-05-04T09:00:00+00:00,1,1,False,0.0,False,0.0006299987435340881,True,0.0,False,0.0006299987435340881,True,1500.0,True,False,True
1INCH/USD:USD,2026-05-04T14:00:00+00:00,1,1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,True,False
1INCH/USD:USD,2026-05-04T17:00:00+00:00,1,1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,True,False
1INCH/USD:USD,2026-05-04T18:00:00+00:00,1,1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,True,False
1INCH/USD:USD,2026-05-05T05:00:00+00:00,1,1,False,0.0,False,0.0,False,4.000216722488403e-05,True,4.000216722488403e-05,True,362.0,True,False,True
1INCH/USD:USD,2026-05-05T10:00:00+00:00,1,1,False,0.0,False,0.0,False,0.0005899965763092041,True,0.0005899965763092041,True,5092.0,True,False,True
1INCH/USD:USD,2026-05-05T11:00:00+00:00,1,1,False,8.999556303024292e-05,True,0.0,False,8.999556303024292e-05,True,0.0,False,2545.0,True,False,True
1INCH/USD:USD,2026-05-05T12:00:00+00:00,1,1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,True,False
1INCH/USD:USD,2026-05-05T13:00:00+00:00,1,1,False,0.0,False,9.000301361083984e-05,True,0.0,False,9.000301361083984e-05,True,2572.0,True,False,True
1INCH/USD:USD,2026-05-05T14:00:00+00:00,1,1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,True,False
