pair,symbol,live_rows,reference_rows,live_first,live_last,reference_first,reference_last,overlap_rows,first_overlap_ts,last_overlap_ts,_mismatch_examples_ref
hourly_live_vs_nested_execution_1m_aggregate,ALCH/USD:USD,693,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ALEO/USD:USD,640,0,2026-05-01T00:00:00+00:00,2026-05-29T15:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ALGO/USD:USD,693,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ALICE/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ALT/USD:USD,693,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ANIME/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ANKR/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,APE/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,API3/USD:USD,691,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,APT/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,AR/USD:USD,693,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ARB/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ARC/USD:USD,691,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ARKM/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ASTER/USD:USD,693,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ASTR/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ATH/USD:USD,693,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ATOM/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,AUCTION/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,AUD/USD:USD,639,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,AVAX/USD:USD,693,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,AXS/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,B3/USD:USD,689,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BANANA/USD:USD,639,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BAND/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BAT/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BB/USD:USD,641,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BCH/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BDX/USD:USD,639,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BEAM/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BEL/USD:USD,639,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BERA/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BICO/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BIGTIME/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BIO/USD:USD,691,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BLUR/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BNB/USD:USD,693,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BNT/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BOME/USD:USD,644,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BONK/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BRETT/USD:USD,640,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BSU/USD:USD,641,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,BTC/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,C98/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CAKE/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CAT/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CATI/USD:USD,639,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CELO/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CELR/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CETUS/USD:USD,641,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CFG/USD:USD,640,0,2026-05-01T00:00:00+00:00,2026-05-29T15:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CFX/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CGPT/USD:USD,639,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CHF/USD:USD,639,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CHILLGUY/USD:USD,639,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CHR/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CHZ/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CKB/USD:USD,639,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,COMP/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,COOKIE/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,COTI/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,COW/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CRCLX/USD:USD,641,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CRO/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CRV/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CTSI/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CVX/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,CYBER/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,DASH/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,DEEP/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,DEGEN/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,DENT/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,DEXE/USD:USD,641,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,DOG/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,DOGE/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,DOGS/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,DOT/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,DYDX/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,DYM/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,EGLD/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,EIGEN/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ENA/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ENJ/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ENS/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ESP/USD:USD,639,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ESPORTS/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ETC/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ETH/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ETHFI/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,ETHW/USD:USD,641,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,EUR/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,FARTCOIN/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,FET/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,FIL/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,FLOKI/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,FLOW/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,FLR/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,FLUX/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,GALA/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,GAS/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,GBP/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,GIGA/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,GLDX/USD:USD,639,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,GMT/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,GMX/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,GOAT/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,GOOGLX/USD:USD,641,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,GPS/USD:USD,639,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,GRASS/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,GRIFFAIN/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,GRT/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,GTC/USD:USD,688,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,HAEDAL/USD:USD,639,0,2026-05-01T00:00:00+00:00,2026-05-28T16:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
hourly_live_vs_nested_execution_1m_aggregate,HBAR/USD:USD,690,0,2026-05-01T00:00:00+00:00,2026-05-30T17:00:00+00:00,,,0,,,hourly_live_vs_nested_execution_1m_aggregate_mismatch_examples.csv
