canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(*)|(adx_14_gt25<=0.00000000000000000000000000000000001&atr_pct_base>-0.20250735&vov_interaction<=0.73060787),3,3,regime,unknown,,unknown
(*)|(*)|(adx_14_gt25>0.00000000000000000000000000000000001&dist_vwap_96_atr<=1.604655&range_24h_pct<=0.078478694&trend_retest_success_rate<=0.37186274&vol_regime_switch_12h<=-0.6841585&vov_interaction<=0.73060787),6,6,regime,compression|unknown,,compression|unknown
(*)|(*)|(adx_14_gt25>0.00000000000000000000000000000000001&dist_vwap_96_atr<=1.604655&range_24h_pct<=0.078478694&trend_retest_success_rate<=0.37186274&vol_regime_switch_12h>-0.6841585&vov_interaction<=0.73060787),6,6,regime,compression|unknown,,compression|unknown
(*)|(*)|(adx_14_gt25>0.00000000000000000000000000000000001&dist_vwap_96_atr>1.604655&range_24h_pct<=0.078478694&trend_retest_success_rate<=0.37186274&vov_interaction<=0.73060787),5,5,regime,compression|unknown,,compression|unknown
(*)|(*)|(adx_14_gt25>0.00000000000000000000000000000000001&asset_atr_level<=-1.4793841&range_24h_pct<=0.078478694&trend_retest_success_rate>0.37186274&vov_interaction<=0.73060787),5,5,regime,compression|unknown,,compression|unknown
(*)|(*)|(adx_14_gt25>0.00000000000000000000000000000000001&asset_atr_level>-1.4793841&range_24h_pct<=0.078478694&trend_retest_success_rate>0.37186274&vov_interaction<=0.73060787),5,5,regime,compression|unknown,,compression|unknown
(*)|(*)|(adx_14_gt25>0.00000000000000000000000000000000001&range_24h_pct>0.078478694&vov_interaction<=0.73060787),3,3,regime,compression|unknown,,compression|unknown
(*)|(*)|(regime_trend_score<=1.4097476&ret48h<=0.15910982&vov_interaction>0.73060787),3,3,regime,unknown,,unknown
(*)|(*)|(regime_trend_score<=1.4097476&ret48h>0.15910982&vov_interaction>0.73060787),3,3,regime,unknown,,unknown
(*)|(*)|(regime_trend_score>1.4097476&vov_interaction>0.73060787),2,2,regime,unknown,,unknown
(*)|(*)|(dist_from_high_48h<=-0.0029871438&dist_vwap_96_atr<=-1.5295217&entropy_jump_24h>-0.80811882&variance_ratio_10_48<=-0.13061553&vov_interaction<=0.80858725),5,5,regime,unknown|volatility,,unknown|volatility
(*)|(*)|(dist_from_high_48h<=-0.0029871438&dist_vwap_96_atr>-1.5295217&entropy_jump_24h>-0.80811882&kf_atr_mean<=0.017734418&variance_ratio_10_48<=-0.13061553&vov_interaction<=0.80858725),6,6,regime,unknown|volatility,,unknown|volatility
(*)|(*)|(dist_from_high_48h<=-0.0029871438&dist_vwap_96_atr>-1.5295217&entropy_jump_24h>-0.80811882&kf_atr_mean>0.017734418&variance_ratio_10_48<=-0.13061553&vov_interaction<=0.80858725),6,6,regime,unknown|volatility,,unknown|volatility
(*)|(*)|(dist_from_high_48h<=-0.0029871438&entropy_jump_24h>-0.80811882&variance_ratio_10_48>-0.13061553&vov_interaction<=0.80858725),4,4,regime,unknown|volatility,,unknown|volatility
(*)|(*)|(dist_from_high_48h>-0.0029871438&entropy_jump_24h>-0.80811882&pullback_8<=-0.00077969965&vol_price_div<=0.76060039&vov_interaction<=0.80858725),5,5,regime,unknown,,unknown
(*)|(*)|(dist_from_high_48h>-0.0029871438&entropy_jump_24h>-0.80811882&is_low_vol_regime<=0.00000000000000000000000000000000001&pullback_8>-0.00077969965&vol_price_div<=0.76060039&vov_interaction<=0.80858725),6,6,regime,unknown,,unknown
(*)|(*)|(dist_from_high_48h>-0.0029871438&entropy_jump_24h>-0.80811882&is_low_vol_regime>0.00000000000000000000000000000000001&pullback_8>-0.00077969965&vol_price_div<=0.76060039&vov_interaction<=0.80858725),6,6,regime,unknown,,unknown
(*)|(dist_ema200_atr<=0.00049650663)|(dist_from_high_48h>-0.0029871438&entropy_jump_24h>-0.80811882&vol_price_div>0.76060039&vov_interaction<=0.80858725),5,5,location|regime,unknown,context,context|unknown
(*)|(dist_ema200_atr>0.00049650663)|(dist_from_high_48h>-0.0029871438&entropy_jump_24h>-0.80811882&vol_price_div>0.76060039&vov_interaction<=0.80858725),5,5,location|regime,unknown,context,context|unknown
(*)|(*)|(vol_state_x_volume_state<=-0.57429296&vov_interaction>0.80858725),2,2,regime,unknown,,unknown
(*)|(*)|(atr_percentile<=-1.0953801&vol_state_x_volume_state>-0.57429296&vov_interaction>0.80858725),3,3,regime,compression|unknown,,compression|unknown
(*)|(*)|(atr_percentile>-1.0953801&vol_state_x_volume_state>-0.57429296&vov_interaction>0.80858725),3,3,regime,compression|unknown,,compression|unknown
(*)|(*)|(kalman_gain_1h<=0.9685728&vol_regime_switch_12h<=-0.71993077&vol_z_30_calm>-1.1459409),3,3,regime,unknown,,unknown
(*)|(*)|(climax_range_12<=-0.10174453&kalman_gain_1h>0.9685728&vol_regime_switch_12h<=-0.71993077),3,3,regime,unknown,,unknown
(*)|(*)|(climax_range_12>-0.10174453&kalman_gain_1h>0.9685728&vol_regime_switch_12h<=-0.71993077),3,3,regime,unknown,,unknown
(*)|(*)|(downside_semivariance_24<=0.0000015008424&vol_regime_switch_12h>-0.71993077),2,2,regime,unknown,,unknown
(*)|(*)|(downside_semivariance_24>0.0000015008424&ret3h<=0.69964898&trend_stack_6_12_24<=-0.013628772&vol_regime_switch_12h>-0.71993077),4,4,regime,unknown,,unknown
(*)|(*)|(bollinger_band_width<=-0.0072036283&downside_semivariance_24>0.0000015008424&ret3h>0.69964898&trend_stack_6_12_24<=-0.013628772&vol_regime_switch_12h>-0.71993077),5,5,regime,compression|unknown,,compression|unknown
(*)|(*)|(bollinger_band_width>-0.0072036283&downside_semivariance_24>0.0000015008424&ret3h>0.69964898&trend_stack_6_12_24<=-0.013628772&vol_regime_switch_12h>-0.71993077),5,5,regime,compression|unknown,,compression|unknown
(*)|(*)|(downside_semivariance_24>0.0000015008424&shock_12h<=0.046850145&trapped_longs_96<=1.8954971&trend_stack_6_12_24>-0.013628772&vol_regime_switch_12h>-0.71993077),5,5,regime,unknown,,unknown
