canonical_key,source_tree,source_leaf,source_target,source_horizon,side,count,support_pct,mean_net_ret,shrunk_mean_net_ret,mean_uplift,shrunk_mean_uplift,tstat_net_ret,presence_freq,sign_consistency,support_score,diversity_score,cheap_score,rejection_reason,mean_baseline_ret,std_support_pct,unique_symbol_count,unique_day_count,max_single_symbol_share,max_single_day_share,discovery_count,accepted
(*)|(*)|(ffd_amihud_06>-0.0012820418&upside_semivariance_8<=0.0000012067946),2,1,returns_target,5,long,189,0.11013986013986014,0.0035332189035163354,0.0015211352454774201,0.004126896394067807,0.0017767276047353428,3.534834501892049,1.0,1.0,0.9167832167832168,0.6148148148148149,0.7223955915852112,a1_symbol_diversity_too_low,-0.0006263488104107252,0.004346467603567376,3,25,0.37037037037037035,0.14814814814814814,1,False
(*)|(*)|(adx_14_gt25>0.00000000000000000000000000000000001&liquidity_ratio>-0.89249772&vol_regime_shift<=-0.52000082&vp_lvn_depth_ratio>-0.70906419),0,3,returns_target,5,long,159,0.09265734265734266,0.005539460002251391,0.0021534820057652108,0.006287128541670639,0.0024441404355149917,3.797770305509017,1.0,1.0,0.5188811188811189,0.7333333333333334,0.7117732722040934,a1_symbol_diversity_too_low,-0.0006263488104107252,0.010663415363088645,4,23,0.3333333333333333,0.1761006289308176,1,False
(*)|(loc_range_pos_48<=0.64516145&tail_asymmetry_q90_q10_atr_norm>0.26875058)|(downside_semivariance_24<=0.000014925907&vol_state_slope_1h<=-0.010678095),16,2,returns_target,5,long,142,0.08275058275058275,0.00591517921904443,0.002142743492613033,0.006511482731621171,0.0023587513976790976,4.843853111777296,1.0,1.0,0.4634032634032634,0.7098591549295775,0.7003287756076351,a1_symbol_diversity_too_low,-0.0006263488104107252,0.003987148747138694,4,27,0.38028169014084506,0.13380281690140844,1,False
(*)|(*)|(volume_trend_alignment<=1.0963038&vov_interaction<=1.7540543&vp_accept_hvn_touchrate>1.0416667),39,4,returns_target,5,long,150,0.08741258741258741,0.005252696673075358,0.0019697612524032593,0.0059220838024125096,0.002220781425904691,4.46493356122068,1.0,1.0,0.4895104895104895,0.63,0.6914536793196707,a1_symbol_diversity_too_low,-0.0006263488104107252,0.028687093728561437,3,13,0.34,0.19333333333333333,1,False
(*)|(*)|(adx_14_gt25>0.00000000000000000000000000000000001&choppiness_index_20>0.19272108&dn_vol<=-0.65337062&rvol_hod_base<=0.75392389&wick_ratio_4h_max<=0.36493084),37,6,returns_target,5,long,208,0.12121212121212122,0.0027885004304922544,0.001266393208607836,0.0034290926125589635,0.0015573171690224114,3.103043103722165,1.0,1.0,0.9787878787878788,0.7076923076923077,0.689461208638844,a1_symbol_diversity_too_low,-0.0006263488104107252,0.001342181588474621,4,20,0.38461538461538464,0.15384615384615385,1,False
(*)|(zscore_price_200<=-1.0411845)|(adx_14_gt25>0.00000000000000000000000000000000001&dist_vwap_96_atr<=-1.575842&dv_z<=0.4901011&is_high_vol_regime<=0.00000000000000000000000000000000001),3,2,returns_target,5,long,243,0.14160839160839161,0.0031464632155963914,0.0015508936336509596,0.005974655670672121,0.002944911415767394,2.6450058964940855,1.0,1.0,0.906993006993007,0.7024691358024692,0.6839448251510089,a1_symbol_diversity_too_low,-0.0006263488104107252,0.07169328162039898,4,21,0.3950617283950617,0.1111111111111111,1,False
(*)|(*)|(adx_14_gt25<=0.00000000000000000000000000000000001&autocorr_24h<=0.16874017&kf_vol_ratio_mean<=0.80646503&volume_trend_alignment<=1.4963249&z_compression_expansion>-0.39213601),33,2,returns_target,5,long,229,0.13344988344988346,0.002676253495778579,0.0012794614833680474,0.0046025180787427995,0.0022003687683342403,2.8295077280185565,1.0,1.0,0.9526806526806526,0.7034934497816594,0.6751857000652332,a1_symbol_diversity_too_low,-0.0006263488104107252,0.0494603424736624,4,19,0.3930131004366812,0.14410480349344978,1,False
(*)|(dist_rolling_7d_high>0.064962991)|(kf_score_rm24_mean<=0.23415373&kf_vol_ratio_mean<=0.69554287&state_uncertainty_1h>1.7216933&vol_regime_transition<=-0.22888832),36,7,returns_target,5,long,253,0.14743589743589744,0.0030786998187129207,0.0015485309227323437,0.00529729141736999,0.002664442800386894,3.0500078556214865,1.0,1.0,0.8743589743589744,0.40158102766798415,0.672396845936414,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,-0.0006263488104107252,0.10661309713835473,2,14,0.5968379446640316,0.18972332015810275,1,False
(*)|(*)|(accel_5h>0.098782144&ffd_rv_24_06<=0.0051238998&spectral_entropy_ret_48>0.20435961&volume_z_24>0.093588218),10,4,returns_target,5,long,133,0.0775058275058275,0.005147896314922132,0.0017876506785499831,0.006683951271047962,0.0023210587964735746,3.6155393499804678,1.0,1.0,0.434032634032634,0.7383458646616542,0.6704502161675437,a1_symbol_diversity_too_low,-0.0006263488104107252,0.02569231709719269,4,30,0.3233082706766917,0.12030075187969924,1,False
(*)|(*)|(align<=-0.00000000000000000000000000000000001&ffd_diff_8_04<=-0.00093360245&shock_vol_ratio<=-0.51689857&vol_z_x_regime_trend>-1.3088584),18,1,returns_target,5,long,203,0.1182983682983683,0.0028954019100208,0.0012974979861682613,0.00223296615799934,0.0010006448787502561,2.939009507154165,1.0,0.5,0.9624708624708624,0.7546798029556651,0.6618637699707014,a1_sign_consistency_too_low|a1_symbol_diversity_too_low,-0.0006263488104107252,0.045839984241592684,4,27,0.29064039408866993,0.08866995073891626,1,False
