feature_name,status,reason,support,group,regime_family
bars_in_high_vol_state_log_norm,retained,retained,5185,location,
bars_outside_ema20_atr_band_log_norm,retained,retained,5185,location,
bars_since_ema20_ema50_cross_log_norm,retained,retained,5185,location,
dist_ema200_atr,retained,retained,5185,location,
dist_ema20_atr,retained,retained,5185,location,
dist_ema50_atr,retained,retained,5185,location,
dist_local_swing,retained,retained,5185,location,
dist_ma100_atr,retained,retained,5185,location,
dist_prior_day_high,retained,retained,5185,location,
dist_prior_day_low,retained,retained,5185,location,
dist_range_mid_atr,retained,retained,5185,location,
dist_rolling_7d_high,retained,retained,5185,location,
dist_vwap_atr,retained,retained,5185,location,
dist_weekly_vwap,retained,retained,5185,location,
distance_to_ema,retained,retained,5185,location,
loc_bb_channel_pos_24,retained,retained,5185,location,
loc_bb_channel_pos_48,retained,retained,5185,location,
loc_ema_stack_pos_24,retained,retained,5185,location,
loc_ema_stack_pos_48,retained,retained,5185,location,
loc_initial_balance_pos_24,retained,retained,5185,location,
loc_initial_balance_pos_48,retained,retained,5185,location,
loc_pivot_ladder_pos_24,retained,retained,5185,location,
loc_pivot_ladder_pos_48,retained,retained,5185,location,
loc_prev_day_range_pos_24,retained,retained,5185,location,
loc_prev_day_range_pos_48,retained,retained,5185,location,
loc_prev_week_range_pos_24,retained,retained,5185,location,
loc_prev_week_range_pos_48,retained,retained,5185,location,
loc_prior_bar_pos_24,retained,retained,5185,location,
loc_prior_bar_pos_48,retained,retained,5185,location,
loc_pullback_depth_24,retained,retained,5185,location,
loc_pullback_depth_48,retained,retained,5185,location,
loc_range_pos_24,retained,retained,5185,location,
loc_range_pos_48,retained,retained,5185,location,
loc_session_pos_24,retained,retained,5185,location,
loc_session_pos_48,retained,retained,5185,location,
loc_swing_range_pos_24,retained,retained,5185,location,
loc_swing_range_pos_48,retained,retained,5185,location,
loc_vwap_dev_z_24,retained,retained,5185,location,
loc_vwap_dev_z_48,retained,retained,5185,location,
pullback_depth,retained,retained,5185,location,
tail_asymmetry_q90_q10_atr_norm,retained,retained,5185,location,
up_down_return_mass_ratio_tanh,retained,retained,5185,location,
up_down_semivol_ratio_tanh,retained,retained,5185,location,
zscore_price_200,retained,retained,5185,location,
zscore_price_50,retained,retained,5185,location,
G_EXH_EFFORT,retained,retained,5185,regime,unknown
G_EXH_GIVEBACK,retained,retained,5185,regime,unknown
G_EXH_TAIL_FAIL,retained,retained,5185,regime,unknown
G_LIQ_EXCEL,dropped,near_constant_continuous,5185,regime,unknown
G_LIQ_GOOD,dropped,near_constant_continuous,5185,regime,unknown
G_LIQ_GREAT,dropped,near_constant_continuous,5185,regime,unknown
G_MR_SPIKE,retained,retained,5185,regime,unknown
G_TF_TREND,retained,retained,5185,regime,unknown
G_VOL_LIQ_GT1,retained,retained,5185,regime,unknown
G_VOL_LIQ_GT2,retained,retained,5185,regime,unknown
G_VOL_LIQ_GT3,retained,retained,5185,regime,unknown
a_funding_proxy,retained,retained,5185,regime,unknown
accel,retained,retained,5185,regime,unknown
accel_5h,retained,retained,5185,regime,unknown
adx_10,retained,retained,5185,regime,unknown
adx_10_gt25,retained,retained,5185,regime,unknown
adx_10_slope,retained,retained,5185,regime,unknown
adx_14,retained,retained,5185,regime,unknown
adx_14_gt25,retained,retained,5185,regime,unknown
adx_14_slope,retained,retained,5185,regime,unknown
adx_7,retained,retained,5185,regime,unknown
adx_7_gt25,retained,retained,5185,regime,unknown
adx_7_slope,retained,retained,5185,regime,unknown
adx_di_minus_10,retained,retained,5185,regime,unknown
adx_di_minus_14,retained,retained,5185,regime,unknown
adx_di_minus_7,retained,retained,5185,regime,unknown
adx_di_plus_10,retained,retained,5185,regime,unknown
adx_di_plus_14,retained,retained,5185,regime,unknown
adx_di_plus_7,retained,retained,5185,regime,unknown
adx_zscore,retained,retained,5185,regime,unknown
align,retained,retained,5185,regime,unknown
ambig,retained,retained,5185,regime,unknown
amihud_illiq,retained,retained,5185,regime,liquidity
amihud_z,retained,retained,5185,regime,liquidity
asset_atr_level,retained,retained,5185,regime,unknown
asset_vol_level,retained,retained,5185,regime,unknown
asym_ft,retained,retained,5185,regime,unknown
asym_ratio,retained,retained,5185,regime,unknown
atr_compression_ratio,retained,retained,5185,regime,volatility_term_structure
atr_expansion,retained,retained,5185,regime,unknown
atr_pct_base,retained,retained,5185,regime,unknown
atr_pct_change,retained,retained,5185,regime,unknown
atr_percentile,retained,retained,5185,regime,compression
atr_slope,retained,retained,5185,regime,unknown
autocorr_24h,retained,retained,5185,regime,unknown
autocorr_6h,retained,retained,5185,regime,unknown
bb_pos_12,retained,retained,5185,regime,unknown
bb_pos_24,retained,retained,5185,regime,unknown
be_vol_units,retained,retained,5185,regime,unknown
beta_24h,retained,retained,5185,regime,unknown
blowoff_risk,retained,retained,5185,regime,unknown
body_pct,retained,retained,5185,regime,unknown
body_ratio,retained,retained,5185,regime,unknown
body_ratio_15m,retained,retained,5185,regime,unknown
bollinger_band_width,retained,retained,5185,regime,compression
bounce_signal,retained,retained,5185,regime,unknown
breakout_24h,retained,retained,5185,regime,unknown
breakout_confirmed,retained,retained,5185,regime,unknown
breakout_min,retained,retained,5185,regime,unknown
breakout_soft,retained,retained,5185,regime,unknown
breakout_t,retained,retained,5185,regime,unknown
chop_score,retained,retained,5185,regime,unknown
choppiness_index_20,retained,retained,5185,regime,path_structure
churn,retained,retained,5185,regime,unknown
climax,retained,retained,5185,regime,unknown
climax_decay,retained,retained,5185,regime,unknown
climax_range_12,retained,retained,5185,regime,unknown
climax_range_24,retained,retained,5185,regime,unknown
climax_vol_12,retained,retained,5185,regime,unknown
climax_vol_24,retained,retained,5185,regime,unknown
clv,retained,retained,5185,regime,unknown
clv_collapse,retained,retained,5185,regime,unknown
clv_mean_2,retained,retained,5185,regime,unknown
clv_mean_24,retained,retained,5185,regime,unknown
clv_mean_4,retained,retained,5185,regime,unknown
clv_pullback,retained,retained,5185,regime,unknown
clv_t,retained,retained,5185,regime,unknown
coh,retained,retained,5185,regime,unknown
coherence_24,retained,retained,5185,regime,path_structure
comp_to_exp,retained,retained,5185,regime,unknown
complexity_regime_24h,retained,retained,5185,regime,unknown
compression_ratio,retained,retained,5185,regime,volatility_term_structure
compression_score,retained,retained,5185,regime,volatility_term_structure
convexity_bis_t,retained,retained,5185,regime,unknown
convexity_t,retained,retained,5185,regime,unknown
convexity_z_t,retained,retained,5185,regime,unknown
cumulative_delta_stall,retained,retained,5185,regime,unknown
cusum_high,dropped,near_constant_continuous,5185,regime,unknown
cusum_strength_norm,retained,retained,5185,regime,unknown
cvar_5pct,retained,retained,5185,regime,unknown
decel_4,retained,retained,5185,regime,unknown
decel_8,retained,retained,5185,regime,unknown
delta_stall_6,retained,retained,5185,regime,unknown
dip_velocity,retained,retained,5185,regime,unknown
dip_volume_profile,retained,retained,5185,regime,unknown
dir_path_edge_2h,retained,retained,5185,regime,unknown
dir_path_long_2h,retained,retained,5185,regime,unknown
dir_path_risk_long_2h,retained,retained,5185,regime,unknown
dir_path_risk_short_2h,retained,retained,5185,regime,unknown
dir_path_risk_skew_2h,retained,retained,5185,regime,unknown
dir_path_short_2h,retained,retained,5185,regime,unknown
direction_entropy_20,retained,retained,5185,regime,path_structure
dist_ema_fast,retained,retained,5185,regime,trend
dist_ema_fast_base,retained,retained,5185,regime,unknown
dist_ema_slow_base,retained,retained,5185,regime,unknown
dist_from_high_120h,retained,retained,5185,regime,unknown
dist_from_high_48h,retained,retained,5185,regime,unknown
dist_from_high_event_12h,retained,retained,5185,regime,unknown
dist_from_high_vol,retained,retained,5185,regime,unknown
dist_from_low_120h,retained,retained,5185,regime,unknown
dist_from_low_48h,retained,retained,5185,regime,unknown
dist_from_low_event_12h,retained,retained,5185,regime,unknown
dist_from_low_vol,retained,retained,5185,regime,unknown
dist_stack,retained,retained,5185,regime,unknown
dist_vwap_12_atr,retained,retained,5185,regime,unknown
dist_vwap_24_atr,retained,retained,5185,regime,unknown
dist_vwap_96_atr,retained,retained,5185,regime,unknown
dist_vwap_norm,retained,retained,5185,regime,unknown
dlog_vol_5h,retained,retained,5185,regime,unknown
dn_vol,retained,retained,5185,regime,unknown
dn_vol_6,retained,retained,5185,regime,unknown
donch_dist_12,retained,retained,5185,regime,unknown
donch_dist_120,retained,retained,5185,regime,unknown
donch_dist_48,retained,retained,5185,regime,unknown
donch_dist_72,retained,retained,5185,regime,unknown
donch_dist_8,retained,retained,5185,regime,unknown
down_up_vol_ratio_24,retained,retained,5185,regime,unknown
downside_semivariance_24,retained,retained,5185,regime,unknown
draw_extreme_10h,retained,retained,5185,regime,unknown
draw_sym_10h,retained,retained,5185,regime,unknown
dv_z,retained,retained,5185,regime,unknown
efficiency,retained,retained,5185,regime,unknown
efficiency_ratio_20,retained,retained,5185,regime,path_structure
ema20_slope_5h,retained,retained,5185,regime,trend
ema50_slope,retained,retained,5185,regime,trend
ema_slope_norm,retained,retained,5185,regime,trend
entropy_jump_24h,retained,retained,5185,regime,unknown
entry_quality_composite,retained,retained,5185,regime,unknown
evr6_x_volz,retained,retained,5185,regime,unknown
evr_6,retained,retained,5185,regime,unknown
evr_slope,retained,retained,5185,regime,unknown
excess_12h,retained,retained,5185,regime,unknown
excess_6h,retained,retained,5185,regime,unknown
excess_coh,retained,retained,5185,regime,unknown
exh_qual,retained,retained,5185,regime,unknown
ext_atrExp,retained,retained,5185,regime,unknown
ext_excess,retained,retained,5185,regime,unknown
ffd_accel_06,retained,retained,5185,regime,unknown
ffd_amihud_04,retained,retained,5185,regime,unknown
ffd_amihud_06,retained,retained,5185,regime,unknown
ffd_atr_expansion_06,retained,retained,5185,regime,unknown
ffd_ctx_slope_04_12,dropped,near_constant_continuous,5185,regime,unknown
ffd_ctx_slope_04_24,dropped,near_constant_continuous,5185,regime,unknown
ffd_cvar_5pct_06,retained,retained,5185,regime,unknown
ffd_d1_05,retained,retained,5185,regime,unknown
ffd_d4_05,retained,retained,5185,regime,unknown
ffd_diff_1_04,retained,retained,5185,regime,unknown
ffd_diff_1_05,retained,retained,5185,regime,unknown
ffd_diff_1_06,retained,retained,5185,regime,unknown
ffd_diff_2_04,retained,retained,5185,regime,unknown
ffd_diff_2_05,retained,retained,5185,regime,unknown
ffd_diff_2_06,retained,retained,5185,regime,unknown
ffd_diff_4_04,retained,retained,5185,regime,unknown
ffd_diff_4_05,retained,retained,5185,regime,unknown
ffd_diff_4_06,retained,retained,5185,regime,unknown
ffd_diff_8_04,retained,retained,5185,regime,unknown
ffd_diff_8_05,retained,retained,5185,regime,unknown
ffd_diff_8_06,retained,retained,5185,regime,unknown
ffd_dist_ema_fast_04,retained,retained,5185,regime,unknown
ffd_dist_ema_slow_04,retained,retained,5185,regime,unknown
ffd_donch_dist_04_12,retained,retained,5185,regime,unknown
ffd_donch_dist_04_24,retained,retained,5185,regime,unknown
ffd_donch_dist_04_48,retained,retained,5185,regime,unknown
ffd_donch_dist_06_12,retained,retained,5185,regime,unknown
ffd_donch_dist_06_24,retained,retained,5185,regime,unknown
ffd_donch_dist_06_48,retained,retained,5185,regime,unknown
ffd_ema_spread_04,retained,retained,5185,regime,unknown
ffd_ema_spread_05,retained,retained,5185,regime,unknown
ffd_ema_spread_06,retained,retained,5185,regime,unknown
