fold_id,seed,feature_index,feature_name,group,source_name,source_family,split_count
0,42,36,reg_range_atr_hybrid_top60,regime,range_atr,range,1
0,123,36,reg_range_atr_hybrid_top60,regime,range_atr,range,1
0,999,36,reg_range_atr_hybrid_top60,regime,range_atr,range,1
1,42,35,reg_range_atr_hybrid_top40,regime,range_atr,range,27
1,42,2,reg_atr_compression_ratio_hybrid_top20,regime,atr_compression_ratio,atr,20
1,42,19,reg_ema50_gt_ema200_hybrid_top20,regime,ema50_gt_ema200,ema50,22
1,42,43,reg_volume_spike_hybrid_top20,regime,volume_spike,volume,41
1,42,9,reg_body_ratio_hybrid_top60,regime,body_ratio,body,22
1,123,35,reg_range_atr_hybrid_top40,regime,range_atr,range,27
1,123,2,reg_atr_compression_ratio_hybrid_top20,regime,atr_compression_ratio,atr,20
1,123,19,reg_ema50_gt_ema200_hybrid_top20,regime,ema50_gt_ema200,ema50,22
1,123,43,reg_volume_spike_hybrid_top20,regime,volume_spike,volume,41
1,123,9,reg_body_ratio_hybrid_top60,regime,body_ratio,body,22
1,999,35,reg_range_atr_hybrid_top40,regime,range_atr,range,27
1,999,2,reg_atr_compression_ratio_hybrid_top20,regime,atr_compression_ratio,atr,20
1,999,19,reg_ema50_gt_ema200_hybrid_top20,regime,ema50_gt_ema200,ema50,22
1,999,43,reg_volume_spike_hybrid_top20,regime,volume_spike,volume,41
1,999,9,reg_body_ratio_hybrid_top60,regime,body_ratio,body,22
2,42,15,reg_ema20_gt_ema50_hybrid_top60,regime,ema20_gt_ema50,ema20,1
2,123,15,reg_ema20_gt_ema50_hybrid_top60,regime,ema20_gt_ema50,ema20,1
2,999,15,reg_ema20_gt_ema50_hybrid_top60,regime,ema20_gt_ema50,ema20,1
3,42,43,reg_volume_spike_hybrid_top20,regime,volume_spike,volume,1
3,123,43,reg_volume_spike_hybrid_top20,regime,volume_spike,volume,1
3,999,43,reg_volume_spike_hybrid_top20,regime,volume_spike,volume,1
4,42,13,reg_ema20_gt_ema50_hybrid_top20,regime,ema20_gt_ema50,ema20,8
4,42,19,reg_ema50_gt_ema200_hybrid_top20,regime,ema50_gt_ema200,ema50,23
4,42,36,reg_range_atr_hybrid_top60,regime,range_atr,range,33
4,42,43,reg_volume_spike_hybrid_top20,regime,volume_spike,volume,33
4,42,2,reg_atr_compression_ratio_hybrid_top20,regime,atr_compression_ratio,atr,8
4,42,25,reg_lower_wick_hybrid_top20,regime,lower_wick,lower,4
4,42,20,reg_ema50_gt_ema200_hybrid_top40,regime,ema50_gt_ema200,ema50,6
4,42,9,reg_body_ratio_hybrid_top60,regime,body_ratio,body,4
4,123,13,reg_ema20_gt_ema50_hybrid_top20,regime,ema20_gt_ema50,ema20,8
4,123,19,reg_ema50_gt_ema200_hybrid_top20,regime,ema50_gt_ema200,ema50,23
4,123,36,reg_range_atr_hybrid_top60,regime,range_atr,range,33
4,123,43,reg_volume_spike_hybrid_top20,regime,volume_spike,volume,33
4,123,2,reg_atr_compression_ratio_hybrid_top20,regime,atr_compression_ratio,atr,8
4,123,25,reg_lower_wick_hybrid_top20,regime,lower_wick,lower,4
4,123,20,reg_ema50_gt_ema200_hybrid_top40,regime,ema50_gt_ema200,ema50,6
4,123,9,reg_body_ratio_hybrid_top60,regime,body_ratio,body,4
4,999,13,reg_ema20_gt_ema50_hybrid_top20,regime,ema20_gt_ema50,ema20,8
4,999,19,reg_ema50_gt_ema200_hybrid_top20,regime,ema50_gt_ema200,ema50,23
4,999,36,reg_range_atr_hybrid_top60,regime,range_atr,range,33
4,999,43,reg_volume_spike_hybrid_top20,regime,volume_spike,volume,33
4,999,2,reg_atr_compression_ratio_hybrid_top20,regime,atr_compression_ratio,atr,8
4,999,25,reg_lower_wick_hybrid_top20,regime,lower_wick,lower,4
4,999,20,reg_ema50_gt_ema200_hybrid_top40,regime,ema50_gt_ema200,ema50,6
4,999,9,reg_body_ratio_hybrid_top60,regime,body_ratio,body,4
