canonical_key,rule_type,composite_score,mean_net_ret,std_net_ret,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,n_folds,n_instances,min_support_actual,discovery_count,hurdle_excess,accepted,rejection_reason
(*)|(*)|(reg_volume_spike_hybrid_top20==1),1-way,5.018425136713409e-05,0.000522106,0.0006316078,0.05781572312628924,0.01894589103816108,0.6,0.6,0.6666666666666666,3,225,600,225,0.0003141617113405408,True,
(*)|(*)|(reg_ema20_gt_ema50_hybrid_top60==1),1-way,3.5293450350715794e-05,0.0004317849,0.0,0.16702956681182676,3.3993498887762956e-17,0.2,0.2,1.0,1,3,2915,3,0.00030944352785231254,False,|low_freq
(*)|(*)|(reg_range_atr_hybrid_top40==1),1-way,-2.4721610897023957e-06,-3.9079343e-05,0.0,0.10004584001833601,0.0,0.2,0.2,1.0,1,81,1746,81,-0.00019715699871516147,False,|low_freq|neg_ret
(*)|(*)|(reg_range_atr_hybrid_top60==1),1-way,-1.6235520400637706e-05,-0.00020201632,0.0015027276,0.16195851478340592,0.013401187947209826,0.4,0.4,0.5,2,102,2613,102,-0.0003262582306743591,False,|low_sign|neg_ret
(*)|(*)|(reg_atr_compression_ratio_hybrid_top20==1),1-way,-5.501053113104404e-05,-0.0011077259,0.0,0.06165482466192986,0.0,0.2,0.2,1.0,1,24,1076,84,-0.0013090920487888007,False,|low_freq|neg_ret
(*)|(*)|(reg_lower_wick_hybrid_top20==1),1-way,-6.159805028587021e-05,-0.0057540624,0.0,0.0028650011460004585,0.0,0.2,0.2,1.0,1,12,50,12,-0.006688193052098883,False,|low_freq|neg_ret
(*)|(*)|(reg_ema50_gt_ema200_hybrid_top40==1),1-way,-0.0001217257910463557,-0.0013862681,0.0,0.19275727710291082,3.3993498887762956e-17,0.2,0.2,1.0,1,18,3364,18,-0.0015001525626822559,False,|low_freq|neg_ret
(*)|(*)|(reg_body_ratio_hybrid_top60==1),1-way,-0.00017149410400638468,-0.0009606979,0.00039389872,0.1993181297272519,0.0007218438472735997,0.4,0.4,1.0,2,78,3467,78,-0.001072692361739107,False,|neg_ret
