feature,symbol,finite_row_count,finite_row_pct_within_symbol
accel,COTI/USDT,5040,1.0
accel,CRV/USDC,4320,1.0
accel,CYBER/USDT,4320,1.0
accel,DASH/USDT,4320,1.0
accel,DOGE/USDC,4320,1.0
accel,DOGS/USDT,4320,1.0
accel,COW/USDT,4105,0.814484126984127
accel,CHZ/USDT,3960,1.0
accel,COMP/USDT,3960,1.0
accel,DOT/USDT,3600,1.0
accel,DYDX/USDT,3600,1.0
accel,IO/USDT,3240,1.0
accel,IOTA/USDT,3240,1.0
accel,JTO/USDT,3240,1.0
accel,JUP/USDT,3240,1.0
accel,COOKIE/USDT,2979,0.7522727272727273
accel,APE/USDT,2880,1.0
accel,CFX/USDT,2880,1.0
accel,CGPT/USDT,2880,1.0
accel,EGLD/USDT,2880,1.0
accel,EIGEN/USDT,2880,1.0
accel,ICP/USDT,2880,1.0
accel,ILV/USDT,2880,1.0
accel,IMX/USDT,2880,1.0
accel,INJ/USDT,2880,1.0
accel,ENA/USDC,2520,1.0
accel,ENJ/USDT,2520,1.0
accel,ENS/USDT,2520,1.0
accel,LINK/USDC,2520,1.0
accel,1000SATS/USDT,2160,1.0
accel,1INCH/USDT,2160,1.0
accel,ACH/USDT,2160,1.0
accel,AEVO/USDT,2160,1.0
accel,ALGO/USDT,2160,1.0
accel,ALT/USDT,2160,1.0
accel,API3/USDT,2160,1.0
accel,APT/USDT,2160,1.0
accel,AR/USDT,2160,1.0
accel,ARB/USDC,2160,1.0
accel,CVC/USDT,2160,0.5
accel,DOLO/USDT,2160,0.5
accel,ETC/USDT,2160,1.0
accel,GRT/USDT,2160,1.0
accel,KAIA/USDT,2160,0.6666666666666666
accel,KAITO/USDC,2160,0.6666666666666666
accel,KERNEL/USDT,2160,0.5454545454545454
accel,CAKE/USDT,1800,1.0
accel,CATI/USDT,1800,1.0
accel,CETUS/USDT,1800,1.0
accel,INIT/USDT,1800,0.625
accel,LDO/USDT,1800,1.0
accel,CVX/USDT,1491,0.3451388888888889
accel,HMSTR/USDT,1490,0.6898148148148148
accel,ETH/USDC,1440,1.0
accel,ETHFI/USDC,1440,1.0
accel,KMNO/USDT,1440,0.4444444444444444
accel,LISTA/USDT,1440,1.0
accel,LPT/USDT,1440,1.0
accel,1000CAT/USDT,1080,0.5
accel,1000CHEEMS/USDT,1080,0.5
accel,1MBABYDOGE/USDT,1080,0.5
accel,ACT/USDT,1080,0.5
accel,ACX/USDT,1080,0.5
accel,AIXBT/USDT,1080,0.5
accel,ANIME/USDT,1080,0.5
accel,ATOM/USDT,1080,1.0
accel,BLUR/USDT,1080,1.0
accel,BMT/USDT,1080,1.0
accel,BNB/USDC,1080,1.0
accel,BOME/USDC,1080,1.0
accel,BTC/USDC,1080,1.0
accel,C/USDT,1080,0.6
accel,GMT/USDT,1080,1.0
accel,GMX/USDT,1080,1.0
accel,GPS/USDT,1080,0.6
accel,GUN/USDT,1080,0.5
accel,HBAR/USDC,1080,0.5
accel,HEI/USDT,1080,0.5
accel,HIVE/USDT,1080,0.5
accel,HYPER/USDT,1080,0.5
accel,LA/USDT,1080,0.3333333333333333
accel,LSK/USDT,1080,1.0
accel,LTC/USDC,1080,1.0
accel,MAGIC/USDT,1080,1.0
accel,MANTA/USDT,1080,1.0
accel,BIO/USDC,1063,0.9842592592592593
accel,HAEDAL/USDT,971,0.449537037037037
accel,ADA/USDC,868,0.40185185185185185
accel,BB/USDT,720,1.0
accel,BCH/USDC,720,1.0
accel,BEAMX/USDT,720,1.0
accel,BERA/USDT,720,1.0
accel,BIGTIME/USDT,720,1.0
accel,FET/USDT,720,1.0
accel,GALA/USDT,720,1.0
accel,HUMA/USDT,361,0.16712962962962963
accel,AUCTION/USDT,360,1.0
accel,AVAX/USDC,360,1.0
accel,FIL/USDC,360,1.0
accel,FLUX/USDT,360,1.0
accel,LAYER/USDT,360,0.16666666666666666
accel,HOME/USDT,3,0.001388888888888889
accel,0G/USDC,0,0.0
accel,1000000BOB/USDT,0,0.0
accel,1000000MOG/USDT,0,0.0
accel,1000BONK/USDC,0,0.0
accel,1000FLOKI/USDT,0,0.0
accel,1000LUNC/USDT,0,0.0
