fold_id,seed,regime_family,gain,split
0,42,compression,2.3882813,2.0
0,42,context,1.36435,1.0
0,42,liquidity,11.0779,2.0
0,42,path_structure,3.9737291,7.0
0,42,trend,9.474881,7.0
0,42,volatility,6.12907,1.0
0,42,volatility_term_structure,5.671229,3.0
1,42,compression,21.906216,34.0
1,42,context,30.366795,26.0
1,42,liquidity,27.430456,26.0
1,42,momentum,13.37539,18.0
1,42,path_structure,41.524364,48.0
1,42,trend,37.518246,55.0
1,42,volatility,51.197662,55.0
1,42,volatility_term_structure,32.293156,42.0
2,42,compression,0.326805,1.0
2,42,context,5.39803,1.0
2,42,liquidity,18.743685,8.0
2,42,momentum,0.24406,1.0
2,42,path_structure,31.282698,15.0
2,42,trend,8.579656,6.0
2,42,volatility,5.107737,7.0
2,42,volatility_term_structure,17.69117,6.0
