fold_id,seed,group,gain,split
0,42,location,33.265694,27.0
0,42,regime,40.07944,23.0
1,42,location,260.3058,378.0
1,42,regime,255.61229,304.0
2,42,location,126.39574,64.0
2,42,regime,87.37384,45.0
