ledger_index,signal_bar_ts,symbol,source,feature,live_value,training_value,abs_diff,match,status
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,abs_ret_per_oi_z_24h,-1.066570520401001,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,accel_5h,2.053748846054077,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,adx_10,4.043042182922363,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,adx_di_minus_7,3.886875629425049,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,adx_di_plus_14,2.482692241668701,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,atr_change_rate,-0.36075887084007263,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,atr_compression_ratio,2.053748846054077,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,atr_expansion,-1.107179045677185,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,atr_pct_change,-1.0947721004486084,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,atr_percentile,-1.1171274185180664,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,bars_in_high_vol_state_log_norm,2.053748846054077,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,body_pct,-2.053748846054077,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,body_ratio,-2.053748846054077,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,breakout_24h,-78.64521789550781,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,breakout_min,0.0,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,carry_adj_short_ret_self_z_10h,2.053748846054077,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,climax_range_12,-0.6008327603340149,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,climax_range_24,-0.21365609765052795,,,False,train_nan
0,2026-06-04 08:00:00+00:00,SOL/USD:USD,base,climax_vol_12,-0.11893539875745773,,,False,train_nan
