symbol,signal_bar_ts,feature,live,train,diff,abs_diff,status
SHIB/USD:USD,2026-06-04 11:00:00+00:00,abs_ret_per_oi_z_24h,0.7946269512176514,0.4668697714805603,0.32775717973709106,0.32775717973709106,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,accel_5h,1.1100618839263916,1.1100654602050781,-3.5762786865234375e-06,3.5762786865234375e-06,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,adx_10,4.091394901275635,4.091394901275635,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,adx_di_minus_7,3.919503927230835,3.919503927230835,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,adx_di_plus_14,2.3197426795959473,2.3197426795959473,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,atr_change_rate,-0.8989158272743225,2.053748846054077,-2.9526646733283997,2.9526646733283997,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,atr_compression_ratio,2.053748846054077,2.053748846054077,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,atr_expansion,1.5037559270858765,1.5037559270858765,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,atr_pct_change,1.524253010749817,1.524253010749817,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,atr_percentile,0.8060035705566406,0.8060035705566406,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,bars_in_high_vol_state_log_norm,2.053748846054077,2.053748846054077,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,body_pct,2.053748846054077,2.053748846054077,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,body_ratio,-2.053748846054077,-2.053748846054077,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,breakout_24h,-48.236083984375,-48.236083984375,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,breakout_min,0.0,0.0,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,carry_adj_short_ret_self_z_10h,2.053748846054077,2.053748846054077,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,climax_range_12,-0.8656002879142761,-0.8656002879142761,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,climax_range_24,-0.37902751564979553,-0.37902751564979553,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,climax_vol_12,-2.053748846054077,-0.08759123086929321,-1.966157615184784,1.966157615184784,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,clv_pullback,-0.3794300854206085,-0.46601617336273193,0.08658608794212341,0.08658608794212341,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,clv_t,-1.0612719058990479,-1.0612719058990479,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,comp_to_exp,1.469861388206482,1.469861388206482,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,convexity_t,0.0015073716640472412,0.0015073716640472412,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,decel_4,1.545509696006775,1.545509696006775,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,delta_stall_6,0.8855762481689453,0.0,0.8855762481689453,0.8855762481689453,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dip_velocity,-0.06636203825473785,-0.06636203825473785,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dir_path_edge_2h,-0.0014499520184472203,-0.0018236181931570172,0.0003736661747097969,0.0003736661747097969,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dir_path_long_2h,0.046943195164203644,0.059040892869234085,-0.012097697705030441,0.012097697705030441,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dir_path_risk_long_2h,2.053748846054077,2.053748846054077,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dir_path_risk_short_2h,-0.8631578683853149,-0.8631578683853149,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_ema200_atr,-2.053748846054077,-0.007835045456886292,-2.045913800597191,2.045913800597191,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_ema20_atr,-1.9776920080184937,-1.9776920080184937,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_ema50_atr,-2.053748846054077,-0.004705582745373249,-2.049043263308704,2.049043263308704,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_ema_fast_mkt_resid,-0.000860086118336767,-0.0007690242491662502,-9.106186917051673e-05,9.106186917051673e-05,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_ema_fast_ts_resid,-2.2595322132110596,-2.2626707553863525,0.0031385421752929688,0.0031385421752929688,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_ema_slow_base,-0.0011962344869971275,-0.0011962344869971275,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_from_high_48h,-0.002315183635801077,-0.0028435091953724623,0.0005283255595713854,0.0005283255595713854,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_from_low_event_12h,-0.9608931541442871,-0.9608931541442871,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_from_low_vol,-0.08053623884916306,-0.10129117965698242,0.020754940807819366,0.020754940807819366,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_funding_pressure_price_12h_atr,-1.5862387418746948,-1.6612275838851929,0.07498884201049805,0.07498884201049805,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_funding_pressure_price_96h_atr,-2.053748846054077,-2.053748846054077,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_local_swing,7.199969331850298e-08,7.199969331850298e-08,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_ma100_atr,-2.053748846054077,-0.0071744173765182495,-2.046574428677559,2.046574428677559,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_oiw_abs_delta_12h_atr,-1.8750193119049072,-1.694765567779541,-0.1802537441253662,0.1802537441253662,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_prior_day_high,0.08857665210962296,0.08857665210962296,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_prior_day_low,0.014660903252661228,0.014660903252661228,0.0,0.0,ok
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_range_mid_atr,-1.2379933650663588e-05,-1.5140711795424977e-08,-1.2364792938868163e-05,1.2364792938868163e-05,diff
SHIB/USD:USD,2026-06-04 11:00:00+00:00,dist_rolling_7d_high,0.1323559284210205,0.1323559284210205,0.0,0.0,ok
